Species,Experiment,Ramp,Temp,Treatment,Tank,Site,Geno,Rep,Sym_density,Pro_cm2,Chla_cell,Chla_cm2
Porites,CBASS,CBASS,38,C38,C7,Exposed,PoEx4,A,33163.85705,43.0163911,3.827785531,0.126944132
Porites,CBASS,CBASS,38,C38,C7,Exposed,PoEx5,A,435384.0683,103.377679,3.379696616,1.471466062
Porites,CBASS,CBASS,38,C38,C7,Protected,PoPr1,A,243679.2453,146.205891,8.034814213,1.957917463
Porites,CBASS,CBASS,38,C38,C7,Protected,PoPr2,A,145372.4605,77.80505418,13.24946351,1.926107111
Porites,CBASS,CBASS,38,C38,C7,Protected,PoPr3,A,219091.6887,112.0191668,1.240003739,0.271674513
Porites,CBASS,CBASS,38,C38,C7,Protected,PoPr4,A,158921.1879,65.97347015,7.988603678,1.269558386
Porites,CBASS,CBASS,38,C38,C7,Protected,PoPr5,A,28587.11587,23.79103161,5.322980695,0.152168666
Porites,CBASS,CBASS,38,C38,C8,Exposed,PoEx1,B,322681.3187,73.03977684,0.770217526,0.248534807
Porites,CBASS,CBASS,38,C38,C8,Exposed,PoEx2,B,159568.0394,45.10653631,1.191602671,0.190141702
Porites,CBASS,CBASS,38,C38,C8,Exposed,PoEx3,B,203479.4162,107.4545367,3.240588519,0.65939306
Porites,CBASS,CBASS,38,C38,C8,Exposed,PoEx4,B,115842.7715,67.96947315,6.087472395,0.705189674
Porites,CBASS,CBASS,38,C38,C8,Exposed,PoEx5,B,84104.47761,35.13329207,5.332548022,0.448491166
Porites,CBASS,CBASS,38,C38,C8,Protected,PoPr1,B,144655.3398,85.67646791,4.183496527,0.605165112
Porites,CBASS,CBASS,38,C38,C8,Protected,PoPr2,B,655266.7278,74.48468121,1.055861653,0.69187101
Porites,CBASS,CBASS,38,C38,C8,Protected,PoPr3,B,257208.5214,97.87797667,4.639731169,1.193378394
Porites,CBASS,CBASS,38,C38,C8,Protected,PoPr4,B,64126.42721,49.61777976,5.086728335,0.326193714
Porites,CBASS,CBASS,38,C38,C8,Protected,PoPr5,B,391284.1344,69.92978448,3.368759535,1.318142159
