RecNum	DateTime	KAUST_LT_Tank11-F36.5A
67	07/26/19 11:30:00 PM	30.558
68	07/26/19 11:35:00 PM	30.558
69	07/26/19 11:40:00 PM	30.558
70	07/26/19 11:45:00 PM	30.558
71	07/26/19 11:50:00 PM	30.558
72	07/26/19 11:55:00 PM	30.558
73	07/27/19 12:00:00 AM	30.558
74	07/27/19 12:05:00 AM	30.558
75	07/27/19 12:10:00 AM	30.558
76	07/27/19 12:15:00 AM	30.558
77	07/27/19 12:20:00 AM	30.558
78	07/27/19 12:25:00 AM	30.558
79	07/27/19 12:30:00 AM	30.558
80	07/27/19 12:35:00 AM	30.558
81	07/27/19 12:40:00 AM	30.558
82	07/27/19 12:45:00 AM	30.558
83	07/27/19 12:50:00 AM	30.558
84	07/27/19 12:55:00 AM	30.558
85	07/27/19 01:00:00 AM	30.558
86	07/27/19 01:05:00 AM	30.558
87	07/27/19 01:10:00 AM	30.558
88	07/27/19 01:15:00 AM	30.558
89	07/27/19 01:20:00 AM	30.558
90	07/27/19 01:25:00 AM	30.558
91	07/27/19 01:30:00 AM	30.558
92	07/27/19 01:35:00 AM	30.558
93	07/27/19 01:40:00 AM	30.558
94	07/27/19 01:45:00 AM	30.558
95	07/27/19 01:50:00 AM	30.659
96	07/27/19 01:55:00 AM	30.558
97	07/27/19 02:00:00 AM	30.558
98	07/27/19 02:05:00 AM	30.558
99	07/27/19 02:10:00 AM	30.558
100	07/27/19 02:15:00 AM	30.558
101	07/27/19 02:20:00 AM	30.558
102	07/27/19 02:25:00 AM	30.659
103	07/27/19 02:30:00 AM	30.659
104	07/27/19 02:35:00 AM	30.659
105	07/27/19 02:40:00 AM	30.659
106	07/27/19 02:45:00 AM	30.558
107	07/27/19 02:50:00 AM	30.558
108	07/27/19 02:55:00 AM	30.659
109	07/27/19 03:00:00 AM	30.659
110	07/27/19 03:05:00 AM	30.659
111	07/27/19 03:10:00 AM	30.558
112	07/27/19 03:15:00 AM	30.659
113	07/27/19 03:20:00 AM	30.558
114	07/27/19 03:25:00 AM	30.659
115	07/27/19 03:30:00 AM	30.659
116	07/27/19 03:35:00 AM	30.659
117	07/27/19 03:40:00 AM	30.659
118	07/27/19 03:45:00 AM	30.659
119	07/27/19 03:50:00 AM	30.659
120	07/27/19 03:55:00 AM	30.659
121	07/27/19 04:00:00 AM	30.659
122	07/27/19 04:05:00 AM	30.659
123	07/27/19 04:10:00 AM	30.659
124	07/27/19 04:15:00 AM	30.659
125	07/27/19 04:20:00 AM	30.659
126	07/27/19 04:25:00 AM	30.659
127	07/27/19 04:30:00 AM	30.659
128	07/27/19 04:35:00 AM	30.659
129	07/27/19 04:40:00 AM	30.659
130	07/27/19 04:45:00 AM	30.558
131	07/27/19 04:50:00 AM	30.558
132	07/27/19 04:55:00 AM	30.659
133	07/27/19 05:00:00 AM	30.659
134	07/27/19 05:05:00 AM	30.659
135	07/27/19 05:10:00 AM	30.659
136	07/27/19 05:15:00 AM	30.659
137	07/27/19 05:20:00 AM	30.659
138	07/27/19 05:25:00 AM	30.558
139	07/27/19 05:30:00 AM	30.558
140	07/27/19 05:35:00 AM	30.558
141	07/27/19 05:40:00 AM	30.659
142	07/27/19 05:45:00 AM	30.659
143	07/27/19 05:50:00 AM	30.659
144	07/27/19 05:55:00 AM	30.558
145	07/27/19 06:00:00 AM	30.659
146	07/27/19 06:05:00 AM	30.659
147	07/27/19 06:10:00 AM	30.659
148	07/27/19 06:15:00 AM	30.558
149	07/27/19 06:20:00 AM	30.659
150	07/27/19 06:25:00 AM	30.659
151	07/27/19 06:30:00 AM	30.558
152	07/27/19 06:35:00 AM	30.558
153	07/27/19 06:40:00 AM	30.558
154	07/27/19 06:45:00 AM	30.558
155	07/27/19 06:50:00 AM	30.558
156	07/27/19 06:55:00 AM	30.558
157	07/27/19 07:00:00 AM	30.558
158	07/27/19 07:05:00 AM	30.558
159	07/27/19 07:10:00 AM	30.558
160	07/27/19 07:15:00 AM	30.558
161	07/27/19 07:20:00 AM	30.558
162	07/27/19 07:25:00 AM	30.558
163	07/27/19 07:30:00 AM	30.558
164	07/27/19 07:35:00 AM	30.558
165	07/27/19 07:40:00 AM	30.558
166	07/27/19 07:45:00 AM	30.558
167	07/27/19 07:50:00 AM	30.558
168	07/27/19 07:55:00 AM	30.558
169	07/27/19 08:00:00 AM	30.558
170	07/27/19 08:05:00 AM	30.558
171	07/27/19 08:10:00 AM	30.558
172	07/27/19 08:15:00 AM	30.558
173	07/27/19 08:20:00 AM	30.558
174	07/27/19 08:25:00 AM	30.558
175	07/27/19 08:30:00 AM	30.558
176	07/27/19 08:35:00 AM	30.558
177	07/27/19 08:40:00 AM	30.558
178	07/27/19 08:45:00 AM	30.558
179	07/27/19 08:50:00 AM	30.558
180	07/27/19 08:55:00 AM	30.558
181	07/27/19 09:00:00 AM	30.558
182	07/27/19 09:05:00 AM	30.558
183	07/27/19 09:10:00 AM	30.558
184	07/27/19 09:15:00 AM	30.558
185	07/27/19 09:20:00 AM	30.558
186	07/27/19 09:25:00 AM	30.558
187	07/27/19 09:30:00 AM	30.558
188	07/27/19 09:35:00 AM	30.558
189	07/27/19 09:40:00 AM	30.558
190	07/27/19 09:45:00 AM	30.558
191	07/27/19 09:50:00 AM	30.558
192	07/27/19 09:55:00 AM	30.558
193	07/27/19 10:00:00 AM	30.558
194	07/27/19 10:05:00 AM	30.558
195	07/27/19 10:10:00 AM	30.558
196	07/27/19 10:15:00 AM	30.558
197	07/27/19 10:20:00 AM	30.558
198	07/27/19 10:25:00 AM	30.558
199	07/27/19 10:30:00 AM	30.558
200	07/27/19 10:35:00 AM	30.558
201	07/27/19 10:40:00 AM	30.558
202	07/27/19 10:45:00 AM	30.558
203	07/27/19 10:50:00 AM	30.659
204	07/27/19 10:55:00 AM	30.659
205	07/27/19 11:00:00 AM	30.659
206	07/27/19 11:05:00 AM	30.659
207	07/27/19 11:10:00 AM	30.659
208	07/27/19 11:15:00 AM	30.659
209	07/27/19 11:20:00 AM	30.659
210	07/27/19 11:25:00 AM	30.659
211	07/27/19 11:30:00 AM	30.659
212	07/27/19 11:35:00 AM	30.659
213	07/27/19 11:40:00 AM	30.659
214	07/27/19 11:45:00 AM	30.659
215	07/27/19 11:50:00 AM	30.659
216	07/27/19 11:55:00 AM	30.659
217	07/27/19 12:00:00 PM	30.659
218	07/27/19 12:05:00 PM	30.659
219	07/27/19 12:10:00 PM	30.659
220	07/27/19 12:15:00 PM	30.659
221	07/27/19 12:20:00 PM	30.659
222	07/27/19 12:25:00 PM	30.760
223	07/27/19 12:30:00 PM	30.760
224	07/27/19 12:35:00 PM	30.760
225	07/27/19 12:40:00 PM	30.760
226	07/27/19 12:45:00 PM	30.760
227	07/27/19 12:50:00 PM	30.760
228	07/27/19 12:55:00 PM	30.760
229	07/27/19 01:00:00 PM	30.760
230	07/27/19 01:05:00 PM	30.760
231	07/27/19 01:10:00 PM	30.760
232	07/27/19 01:15:00 PM	30.760
233	07/27/19 01:20:00 PM	30.760
234	07/27/19 01:25:00 PM	30.760
235	07/27/19 01:30:00 PM	30.760
236	07/27/19 01:35:00 PM	30.760
237	07/27/19 01:40:00 PM	30.862
238	07/27/19 01:45:00 PM	30.760
239	07/27/19 01:50:00 PM	30.760
240	07/27/19 01:55:00 PM	30.760
241	07/27/19 02:00:00 PM	30.760
242	07/27/19 02:05:00 PM	30.760
243	07/27/19 02:10:00 PM	30.862
244	07/27/19 02:15:00 PM	30.862
245	07/27/19 02:20:00 PM	30.760
246	07/27/19 02:25:00 PM	30.760
247	07/27/19 02:30:00 PM	30.760
248	07/27/19 02:35:00 PM	30.760
249	07/27/19 02:40:00 PM	30.862
250	07/27/19 02:45:00 PM	30.862
251	07/27/19 02:50:00 PM	30.862
252	07/27/19 02:55:00 PM	30.862
253	07/27/19 03:00:00 PM	30.862
254	07/27/19 03:05:00 PM	30.862
255	07/27/19 03:10:00 PM	30.862
256	07/27/19 03:15:00 PM	30.760
257	07/27/19 03:20:00 PM	30.760
258	07/27/19 03:25:00 PM	30.760
259	07/27/19 03:30:00 PM	30.760
260	07/27/19 03:35:00 PM	30.760
261	07/27/19 03:40:00 PM	30.862
262	07/27/19 03:45:00 PM	30.862
263	07/27/19 03:50:00 PM	30.760
264	07/27/19 03:55:00 PM	30.760
265	07/27/19 04:00:00 PM	30.760
266	07/27/19 04:05:00 PM	30.760
267	07/27/19 04:10:00 PM	30.760
268	07/27/19 04:15:00 PM	30.760
269	07/27/19 04:20:00 PM	30.862
270	07/27/19 04:25:00 PM	30.862
271	07/27/19 04:30:00 PM	30.760
272	07/27/19 04:35:00 PM	30.760
273	07/27/19 04:40:00 PM	30.760
274	07/27/19 04:45:00 PM	30.760
275	07/27/19 04:50:00 PM	30.760
276	07/27/19 04:55:00 PM	30.862
277	07/27/19 05:00:00 PM	30.862
278	07/27/19 05:05:00 PM	30.862
279	07/27/19 05:10:00 PM	30.862
280	07/27/19 05:15:00 PM	30.760
281	07/27/19 05:20:00 PM	30.760
282	07/27/19 05:25:00 PM	30.862
283	07/27/19 05:30:00 PM	30.862
284	07/27/19 05:35:00 PM	30.862
285	07/27/19 05:40:00 PM	30.862
286	07/27/19 05:45:00 PM	30.862
287	07/27/19 05:50:00 PM	30.862
288	07/27/19 05:55:00 PM	30.760
289	07/27/19 06:00:00 PM	30.760
290	07/27/19 06:05:00 PM	30.760
291	07/27/19 06:10:00 PM	30.862
292	07/27/19 06:15:00 PM	30.862
293	07/27/19 06:20:00 PM	30.862
294	07/27/19 06:25:00 PM	30.862
295	07/27/19 06:30:00 PM	30.862
296	07/27/19 06:35:00 PM	30.862
297	07/27/19 06:40:00 PM	30.862
298	07/27/19 06:45:00 PM	30.760
299	07/27/19 06:50:00 PM	30.760
300	07/27/19 06:55:00 PM	30.760
301	07/27/19 07:00:00 PM	30.760
302	07/27/19 07:05:00 PM	30.760
303	07/27/19 07:10:00 PM	30.760
304	07/27/19 07:15:00 PM	30.760
305	07/27/19 07:20:00 PM	30.760
306	07/27/19 07:25:00 PM	30.760
307	07/27/19 07:30:00 PM	30.760
308	07/27/19 07:35:00 PM	30.760
309	07/27/19 07:40:00 PM	30.760
310	07/27/19 07:45:00 PM	30.760
311	07/27/19 07:50:00 PM	30.760
312	07/27/19 07:55:00 PM	30.659
313	07/27/19 08:00:00 PM	30.659
314	07/27/19 08:05:00 PM	30.659
315	07/27/19 08:10:00 PM	30.659
316	07/27/19 08:15:00 PM	30.659
317	07/27/19 08:20:00 PM	30.659
318	07/27/19 08:25:00 PM	30.659
319	07/27/19 08:30:00 PM	30.659
320	07/27/19 08:35:00 PM	30.659
321	07/27/19 08:40:00 PM	30.659
322	07/27/19 08:45:00 PM	30.659
323	07/27/19 08:50:00 PM	30.659
324	07/27/19 08:55:00 PM	30.659
325	07/27/19 09:00:00 PM	30.659
326	07/27/19 09:05:00 PM	30.659
327	07/27/19 09:10:00 PM	30.659
328	07/27/19 09:15:00 PM	30.558
329	07/27/19 09:20:00 PM	30.659
330	07/27/19 09:25:00 PM	30.659
331	07/27/19 09:30:00 PM	30.659
332	07/27/19 09:35:00 PM	30.659
333	07/27/19 09:40:00 PM	30.659
334	07/27/19 09:45:00 PM	30.659
335	07/27/19 09:50:00 PM	30.659
336	07/27/19 09:55:00 PM	30.558
337	07/27/19 10:00:00 PM	30.558
338	07/27/19 10:05:00 PM	30.558
339	07/27/19 10:10:00 PM	30.558
340	07/27/19 10:15:00 PM	30.558
341	07/27/19 10:20:00 PM	30.558
342	07/27/19 10:25:00 PM	30.558
343	07/27/19 10:30:00 PM	30.558
344	07/27/19 10:35:00 PM	30.558
345	07/27/19 10:40:00 PM	30.558
346	07/27/19 10:45:00 PM	30.558
347	07/27/19 10:50:00 PM	30.558
348	07/27/19 10:55:00 PM	30.659
349	07/27/19 11:00:00 PM	30.659
350	07/27/19 11:05:00 PM	30.558
351	07/27/19 11:10:00 PM	30.659
352	07/27/19 11:15:00 PM	30.659
353	07/27/19 11:20:00 PM	30.558
354	07/27/19 11:25:00 PM	30.558
355	07/27/19 11:30:00 PM	30.558
356	07/27/19 11:35:00 PM	30.558
357	07/27/19 11:40:00 PM	30.558
358	07/27/19 11:45:00 PM	30.558
359	07/27/19 11:50:00 PM	30.558
360	07/27/19 11:55:00 PM	30.558
361	07/28/19 12:00:00 AM	30.558
362	07/28/19 12:05:00 AM	30.558
363	07/28/19 12:10:00 AM	30.558
364	07/28/19 12:15:00 AM	30.558
365	07/28/19 12:20:00 AM	30.558
366	07/28/19 12:25:00 AM	30.558
367	07/28/19 12:30:00 AM	30.558
368	07/28/19 12:35:00 AM	30.558
369	07/28/19 12:40:00 AM	30.558
370	07/28/19 12:45:00 AM	30.558
371	07/28/19 12:50:00 AM	30.558
372	07/28/19 12:55:00 AM	30.558
373	07/28/19 01:00:00 AM	30.558
374	07/28/19 01:05:00 AM	30.558
375	07/28/19 01:10:00 AM	30.558
376	07/28/19 01:15:00 AM	30.558
377	07/28/19 01:20:00 AM	30.558
378	07/28/19 01:25:00 AM	30.558
379	07/28/19 01:30:00 AM	30.558
380	07/28/19 01:35:00 AM	30.558
381	07/28/19 01:40:00 AM	30.558
382	07/28/19 01:45:00 AM	30.558
383	07/28/19 01:50:00 AM	30.558
384	07/28/19 01:55:00 AM	30.558
385	07/28/19 02:00:00 AM	30.558
386	07/28/19 02:05:00 AM	30.558
387	07/28/19 02:10:00 AM	30.558
388	07/28/19 02:15:00 AM	30.558
389	07/28/19 02:20:00 AM	30.558
390	07/28/19 02:25:00 AM	30.558
391	07/28/19 02:30:00 AM	30.558
392	07/28/19 02:35:00 AM	30.558
393	07/28/19 02:40:00 AM	30.558
394	07/28/19 02:45:00 AM	30.558
395	07/28/19 02:50:00 AM	30.558
396	07/28/19 02:55:00 AM	30.558
397	07/28/19 03:00:00 AM	30.558
398	07/28/19 03:05:00 AM	30.558
399	07/28/19 03:10:00 AM	30.558
400	07/28/19 03:15:00 AM	30.558
401	07/28/19 03:20:00 AM	30.558
402	07/28/19 03:25:00 AM	30.558
403	07/28/19 03:30:00 AM	30.558
404	07/28/19 03:35:00 AM	30.558
405	07/28/19 03:40:00 AM	30.558
406	07/28/19 03:45:00 AM	30.558
407	07/28/19 03:50:00 AM	30.558
408	07/28/19 03:55:00 AM	30.558
409	07/28/19 04:00:00 AM	30.558
410	07/28/19 04:05:00 AM	30.558
411	07/28/19 04:10:00 AM	30.558
412	07/28/19 04:15:00 AM	30.558
413	07/28/19 04:20:00 AM	30.558
414	07/28/19 04:25:00 AM	30.558
415	07/28/19 04:30:00 AM	30.558
416	07/28/19 04:35:00 AM	30.558
417	07/28/19 04:40:00 AM	30.457
418	07/28/19 04:45:00 AM	30.558
419	07/28/19 04:50:00 AM	30.558
420	07/28/19 04:55:00 AM	30.558
421	07/28/19 05:00:00 AM	30.558
422	07/28/19 05:05:00 AM	30.457
423	07/28/19 05:10:00 AM	30.457
424	07/28/19 05:15:00 AM	30.457
425	07/28/19 05:20:00 AM	30.457
426	07/28/19 05:25:00 AM	30.558
427	07/28/19 05:30:00 AM	30.558
428	07/28/19 05:35:00 AM	30.558
429	07/28/19 05:40:00 AM	30.558
430	07/28/19 05:45:00 AM	30.558
431	07/28/19 05:50:00 AM	30.558
432	07/28/19 05:55:00 AM	30.558
433	07/28/19 06:00:00 AM	30.558
434	07/28/19 06:05:00 AM	30.457
435	07/28/19 06:10:00 AM	30.457
436	07/28/19 06:15:00 AM	30.558
437	07/28/19 06:20:00 AM	30.558
438	07/28/19 06:25:00 AM	30.558
439	07/28/19 06:30:00 AM	30.558
440	07/28/19 06:35:00 AM	30.558
441	07/28/19 06:40:00 AM	30.457
442	07/28/19 06:45:00 AM	30.457
443	07/28/19 06:50:00 AM	30.558
444	07/28/19 06:55:00 AM	30.558
445	07/28/19 07:00:00 AM	30.558
446	07/28/19 07:05:00 AM	30.558
447	07/28/19 07:10:00 AM	30.558
448	07/28/19 07:15:00 AM	30.558
449	07/28/19 07:20:00 AM	30.558
450	07/28/19 07:25:00 AM	30.558
451	07/28/19 07:30:00 AM	30.558
452	07/28/19 07:35:00 AM	30.558
453	07/28/19 07:40:00 AM	30.558
454	07/28/19 07:45:00 AM	30.558
455	07/28/19 07:50:00 AM	30.558
456	07/28/19 07:55:00 AM	30.558
457	07/28/19 08:00:00 AM	30.558
458	07/28/19 08:05:00 AM	30.558
459	07/28/19 08:10:00 AM	30.558
460	07/28/19 08:15:00 AM	30.558
461	07/28/19 08:20:00 AM	30.558
462	07/28/19 08:25:00 AM	30.558
463	07/28/19 08:30:00 AM	30.558
464	07/28/19 08:35:00 AM	30.558
465	07/28/19 08:40:00 AM	30.558
466	07/28/19 08:45:00 AM	30.558
467	07/28/19 08:50:00 AM	30.558
468	07/28/19 08:55:00 AM	30.558
469	07/28/19 09:00:00 AM	30.558
470	07/28/19 09:05:00 AM	30.558
471	07/28/19 09:10:00 AM	30.558
472	07/28/19 09:15:00 AM	30.558
473	07/28/19 09:20:00 AM	30.558
474	07/28/19 09:25:00 AM	30.558
475	07/28/19 09:30:00 AM	30.558
476	07/28/19 09:35:00 AM	30.558
477	07/28/19 09:40:00 AM	30.558
478	07/28/19 09:45:00 AM	30.558
479	07/28/19 09:50:00 AM	30.558
480	07/28/19 09:55:00 AM	30.558
481	07/28/19 10:00:00 AM	30.558
482	07/28/19 10:05:00 AM	30.558
483	07/28/19 10:10:00 AM	30.659
484	07/28/19 10:15:00 AM	30.659
485	07/28/19 10:20:00 AM	30.659
486	07/28/19 10:25:00 AM	30.659
487	07/28/19 10:30:00 AM	30.659
488	07/28/19 10:35:00 AM	30.659
489	07/28/19 10:40:00 AM	30.659
490	07/28/19 10:45:00 AM	30.659
491	07/28/19 10:50:00 AM	30.659
492	07/28/19 10:55:00 AM	30.659
493	07/28/19 11:00:00 AM	30.659
494	07/28/19 11:05:00 AM	30.659
495	07/28/19 11:10:00 AM	30.659
496	07/28/19 11:15:00 AM	30.659
497	07/28/19 11:20:00 AM	30.659
498	07/28/19 11:25:00 AM	30.659
499	07/28/19 11:30:00 AM	30.760
500	07/28/19 11:35:00 AM	30.659
501	07/28/19 11:40:00 AM	30.659
502	07/28/19 11:45:00 AM	30.659
503	07/28/19 11:50:00 AM	30.760
504	07/28/19 11:55:00 AM	30.760
505	07/28/19 12:00:00 PM	30.760
506	07/28/19 12:05:00 PM	30.760
507	07/28/19 12:10:00 PM	30.659
508	07/28/19 12:15:00 PM	30.659
509	07/28/19 12:20:00 PM	30.760
510	07/28/19 12:25:00 PM	30.760
511	07/28/19 12:30:00 PM	30.760
512	07/28/19 12:35:00 PM	30.760
513	07/28/19 12:40:00 PM	30.760
514	07/28/19 12:45:00 PM	30.760
515	07/28/19 12:50:00 PM	30.760
516	07/28/19 12:55:00 PM	30.760
517	07/28/19 01:00:00 PM	30.760
518	07/28/19 01:05:00 PM	30.760
519	07/28/19 01:10:00 PM	30.760
520	07/28/19 01:15:00 PM	30.760
521	07/28/19 01:20:00 PM	30.760
522	07/28/19 01:25:00 PM	30.760
523	07/28/19 01:30:00 PM	30.760
524	07/28/19 01:35:00 PM	30.760
525	07/28/19 01:40:00 PM	30.760
526	07/28/19 01:45:00 PM	30.760
527	07/28/19 01:50:00 PM	30.862
528	07/28/19 01:55:00 PM	30.862
529	07/28/19 02:00:00 PM	30.963
530	07/28/19 02:05:00 PM	31.064
531	07/28/19 02:10:00 PM	31.166
532	07/28/19 02:15:00 PM	31.166
533	07/28/19 02:20:00 PM	31.268
534	07/28/19 02:25:00 PM	31.268
535	07/28/19 02:30:00 PM	31.166
536	07/28/19 02:35:00 PM	31.064
537	07/28/19 02:40:00 PM	30.054
538	07/28/19 02:45:00 PM	29.652
539	07/28/19 02:50:00 PM	30.862
540	07/28/19 02:55:00 PM	31.166
541	07/28/19 03:00:00 PM	31.268
542	07/28/19 03:05:00 PM	31.472
543	07/28/19 03:10:00 PM	31.676
544	07/28/19 03:15:00 PM	31.880
545	07/28/19 03:20:00 PM	31.983
546	07/28/19 03:25:00 PM	32.188
547	07/28/19 03:30:00 PM	32.394
548	07/28/19 03:35:00 PM	32.497
549	07/28/19 03:40:00 PM	32.704
550	07/28/19 03:45:00 PM	32.807
551	07/28/19 03:50:00 PM	33.014
552	07/28/19 03:55:00 PM	33.118
553	07/28/19 04:00:00 PM	33.222
554	07/28/19 04:05:00 PM	33.430
555	07/28/19 04:10:00 PM	33.535
556	07/28/19 04:15:00 PM	33.639
557	07/28/19 04:20:00 PM	33.848
558	07/28/19 04:25:00 PM	33.953
559	07/28/19 04:30:00 PM	34.058
560	07/28/19 04:35:00 PM	34.163
561	07/28/19 04:40:00 PM	34.268
562	07/28/19 04:45:00 PM	34.374
563	07/28/19 04:50:00 PM	34.479
564	07/28/19 04:55:00 PM	34.585
565	07/28/19 05:00:00 PM	34.691
566	07/28/19 05:05:00 PM	34.796
567	07/28/19 05:10:00 PM	34.903
568	07/28/19 05:15:00 PM	35.009
569	07/28/19 05:20:00 PM	35.115
570	07/28/19 05:25:00 PM	35.222
571	07/28/19 05:30:00 PM	35.328
572	07/28/19 05:35:00 PM	35.435
573	07/28/19 05:40:00 PM	35.542
574	07/28/19 05:45:00 PM	35.542
575	07/28/19 05:50:00 PM	35.649
576	07/28/19 05:55:00 PM	35.756
577	07/28/19 06:00:00 PM	35.756
578	07/28/19 06:05:00 PM	35.864
579	07/28/19 06:10:00 PM	35.971
580	07/28/19 06:15:00 PM	35.971
581	07/28/19 06:20:00 PM	36.079
582	07/28/19 06:25:00 PM	36.187
583	07/28/19 06:30:00 PM	35.542
584	07/28/19 06:35:00 PM	34.903
585	07/28/19 06:40:00 PM	34.268
586	07/28/19 06:45:00 PM	33.014
587	07/28/19 06:50:00 PM	31.472
588	07/28/19 06:55:00 PM	30.356
589	07/28/19 07:00:00 PM	29.853
590	07/28/19 07:05:00 PM	29.452
591	07/28/19 07:10:00 PM	29.152
592	07/28/19 07:15:00 PM	28.853
593	07/28/19 07:20:00 PM	28.655
594	07/28/19 07:25:00 PM	28.555
595	07/28/19 07:30:00 PM	28.555
596	07/28/19 07:35:00 PM	28.555
597	07/28/19 07:40:00 PM	28.456
598	07/28/19 07:45:00 PM	28.555
599	07/28/19 07:50:00 PM	28.754
600	07/28/19 07:55:00 PM	29.053
601	07/28/19 08:00:00 PM	29.152
602	07/28/19 08:05:00 PM	29.152
603	07/28/19 08:10:00 PM	29.252
604	07/28/19 08:15:00 PM	29.352
605	07/28/19 08:20:00 PM	29.352
606	07/28/19 08:25:00 PM	29.352
607	07/28/19 08:30:00 PM	29.352
608	07/28/19 08:35:00 PM	29.352
609	07/28/19 08:40:00 PM	29.352
610	07/28/19 08:45:00 PM	29.352
611	07/28/19 08:50:00 PM	29.352
612	07/28/19 08:55:00 PM	29.352
613	07/28/19 09:00:00 PM	29.352
614	07/28/19 09:05:00 PM	29.352
615	07/28/19 09:10:00 PM	29.352
616	07/28/19 09:15:00 PM	29.352
617	07/28/19 09:20:00 PM	29.452
618	07/28/19 09:25:00 PM	29.552
619	07/28/19 09:30:00 PM	29.552
620	07/28/19 09:35:00 PM	29.552
621	07/28/19 09:40:00 PM	29.552
622	07/28/19 09:45:00 PM	29.552
623	07/28/19 09:50:00 PM	29.552
624	07/28/19 09:55:00 PM	29.552
625	07/28/19 10:00:00 PM	29.552
626	07/28/19 10:05:00 PM	29.552
627	07/28/19 10:10:00 PM	29.652
628	07/28/19 10:15:00 PM	29.752
629	07/28/19 10:20:00 PM	29.752
630	07/28/19 10:25:00 PM	29.752
631	07/28/19 10:30:00 PM	29.752
632	07/28/19 10:35:00 PM	29.752
633	07/28/19 10:40:00 PM	29.752
634	07/28/19 10:45:00 PM	29.752
635	07/28/19 10:50:00 PM	29.752
636	07/28/19 10:55:00 PM	29.752
637	07/28/19 11:00:00 PM	29.752
638	07/28/19 11:05:00 PM	29.752
639	07/28/19 11:10:00 PM	29.853
640	07/28/19 11:15:00 PM	29.953
641	07/28/19 11:20:00 PM	30.054
642	07/28/19 11:25:00 PM	30.054
643	07/28/19 11:30:00 PM	30.054
644	07/28/19 11:35:00 PM	29.953
645	07/28/19 11:40:00 PM	30.054
646	07/28/19 11:45:00 PM	30.054
647	07/28/19 11:50:00 PM	30.054
648	07/28/19 11:55:00 PM	29.953
649	07/29/19 12:00:00 AM	30.054
650	07/29/19 12:05:00 AM	30.054
651	07/29/19 12:10:00 AM	30.054
652	07/29/19 12:15:00 AM	30.154
653	07/29/19 12:20:00 AM	30.255
654	07/29/19 12:25:00 AM	30.255
655	07/29/19 12:30:00 AM	30.255
656	07/29/19 12:35:00 AM	30.255
657	07/29/19 12:40:00 AM	30.255
658	07/29/19 12:45:00 AM	30.255
659	07/29/19 12:50:00 AM	30.255
660	07/29/19 12:55:00 AM	30.255
661	07/29/19 01:00:00 AM	30.255
662	07/29/19 01:05:00 AM	30.255
663	07/29/19 01:10:00 AM	30.255
