RecNum	DateTime	KAUST_LT_Tank9-F35A
1	07/26/19 06:00:00 PM	29.252
2	07/26/19 06:05:00 PM	29.252
3	07/26/19 06:10:00 PM	29.152
4	07/26/19 06:15:00 PM	29.152
5	07/26/19 06:20:00 PM	29.152
6	07/26/19 06:25:00 PM	29.252
7	07/26/19 06:30:00 PM	29.152
8	07/26/19 06:35:00 PM	29.053
9	07/26/19 06:40:00 PM	29.053
10	07/26/19 06:45:00 PM	29.152
11	07/26/19 06:50:00 PM	29.152
12	07/26/19 06:55:00 PM	29.152
13	07/26/19 07:00:00 PM	29.152
14	07/26/19 07:05:00 PM	29.152
15	07/26/19 07:10:00 PM	29.053
16	07/26/19 07:15:00 PM	28.953
17	07/26/19 07:20:00 PM	28.953
18	07/26/19 07:25:00 PM	28.953
19	07/26/19 07:30:00 PM	29.053
20	07/26/19 07:35:00 PM	29.053
21	07/26/19 07:40:00 PM	29.053
22	07/26/19 07:45:00 PM	29.053
23	07/26/19 07:50:00 PM	29.053
24	07/26/19 07:55:00 PM	28.953
25	07/26/19 08:00:00 PM	28.953
26	07/26/19 08:05:00 PM	28.953
27	07/26/19 08:10:00 PM	29.053
28	07/26/19 08:15:00 PM	29.152
29	07/26/19 08:20:00 PM	29.053
30	07/26/19 08:25:00 PM	29.053
31	07/26/19 08:30:00 PM	29.053
32	07/26/19 08:35:00 PM	29.053
33	07/26/19 08:40:00 PM	28.953
34	07/26/19 08:45:00 PM	28.953
35	07/26/19 08:50:00 PM	28.953
36	07/26/19 08:55:00 PM	29.053
37	07/26/19 09:00:00 PM	29.053
38	07/26/19 09:05:00 PM	29.053
39	07/26/19 09:10:00 PM	29.053
40	07/26/19 09:15:00 PM	28.953
41	07/26/19 09:20:00 PM	28.953
42	07/26/19 09:25:00 PM	29.053
43	07/26/19 09:30:00 PM	29.053
44	07/26/19 09:35:00 PM	28.953
45	07/26/19 09:40:00 PM	28.953
46	07/26/19 09:45:00 PM	29.053
47	07/26/19 09:50:00 PM	29.053
48	07/26/19 09:55:00 PM	28.953
49	07/26/19 10:00:00 PM	28.953
50	07/26/19 10:05:00 PM	28.953
51	07/26/19 10:10:00 PM	29.053
52	07/26/19 10:15:00 PM	29.053
53	07/26/19 10:20:00 PM	29.053
54	07/26/19 10:25:00 PM	29.053
55	07/26/19 10:30:00 PM	29.053
56	07/26/19 10:35:00 PM	29.152
57	07/26/19 10:40:00 PM	29.053
58	07/26/19 10:45:00 PM	29.053
59	07/26/19 10:50:00 PM	28.953
60	07/26/19 10:55:00 PM	29.053
61	07/26/19 11:00:00 PM	29.053
62	07/26/19 11:05:00 PM	29.152
63	07/26/19 11:10:00 PM	29.053
64	07/26/19 11:15:00 PM	28.953
65	07/26/19 11:20:00 PM	28.953
66	07/26/19 11:25:00 PM	29.053
67	07/26/19 11:30:00 PM	29.053
68	07/26/19 11:35:00 PM	29.152
69	07/26/19 11:40:00 PM	29.152
70	07/26/19 11:45:00 PM	29.053
71	07/26/19 11:50:00 PM	28.953
72	07/26/19 11:55:00 PM	28.953
73	07/27/19 12:00:00 AM	28.953
74	07/27/19 12:05:00 AM	29.053
75	07/27/19 12:10:00 AM	29.053
76	07/27/19 12:15:00 AM	29.152
77	07/27/19 12:20:00 AM	29.152
78	07/27/19 12:25:00 AM	29.152
79	07/27/19 12:30:00 AM	29.053
80	07/27/19 12:35:00 AM	29.053
81	07/27/19 12:40:00 AM	29.053
82	07/27/19 12:45:00 AM	29.152
83	07/27/19 12:50:00 AM	29.152
84	07/27/19 12:55:00 AM	29.152
85	07/27/19 01:00:00 AM	29.152
86	07/27/19 01:05:00 AM	29.152
87	07/27/19 01:10:00 AM	29.053
88	07/27/19 01:15:00 AM	29.053
89	07/27/19 01:20:00 AM	28.953
90	07/27/19 01:25:00 AM	29.053
91	07/27/19 01:30:00 AM	29.152
92	07/27/19 01:35:00 AM	29.152
93	07/27/19 01:40:00 AM	29.152
94	07/27/19 01:45:00 AM	29.152
95	07/27/19 01:50:00 AM	29.152
96	07/27/19 01:55:00 AM	29.053
97	07/27/19 02:00:00 AM	29.053
98	07/27/19 02:05:00 AM	28.953
99	07/27/19 02:10:00 AM	28.953
100	07/27/19 02:15:00 AM	29.053
101	07/27/19 02:20:00 AM	29.152
102	07/27/19 02:25:00 AM	29.152
103	07/27/19 02:30:00 AM	29.152
104	07/27/19 02:35:00 AM	29.152
105	07/27/19 02:40:00 AM	29.053
106	07/27/19 02:45:00 AM	29.053
107	07/27/19 02:50:00 AM	29.053
108	07/27/19 02:55:00 AM	29.053
109	07/27/19 03:00:00 AM	29.152
110	07/27/19 03:05:00 AM	29.152
111	07/27/19 03:10:00 AM	29.053
112	07/27/19 03:15:00 AM	29.053
113	07/27/19 03:20:00 AM	29.053
114	07/27/19 03:25:00 AM	29.053
115	07/27/19 03:30:00 AM	29.053
116	07/27/19 03:35:00 AM	29.053
117	07/27/19 03:40:00 AM	29.053
118	07/27/19 03:45:00 AM	29.152
119	07/27/19 03:50:00 AM	29.252
120	07/27/19 03:55:00 AM	29.152
121	07/27/19 04:00:00 AM	29.053
122	07/27/19 04:05:00 AM	29.053
123	07/27/19 04:10:00 AM	29.152
124	07/27/19 04:15:00 AM	29.053
125	07/27/19 04:20:00 AM	29.053
126	07/27/19 04:25:00 AM	29.152
127	07/27/19 04:30:00 AM	29.152
128	07/27/19 04:35:00 AM	29.152
129	07/27/19 04:40:00 AM	29.053
130	07/27/19 04:45:00 AM	29.053
131	07/27/19 04:50:00 AM	29.053
132	07/27/19 04:55:00 AM	29.053
133	07/27/19 05:00:00 AM	29.152
134	07/27/19 05:05:00 AM	29.152
135	07/27/19 05:10:00 AM	29.152
136	07/27/19 05:15:00 AM	29.152
137	07/27/19 05:20:00 AM	29.053
138	07/27/19 05:25:00 AM	29.053
139	07/27/19 05:30:00 AM	29.053
140	07/27/19 05:35:00 AM	28.953
141	07/27/19 05:40:00 AM	29.053
142	07/27/19 05:45:00 AM	29.053
143	07/27/19 05:50:00 AM	29.152
144	07/27/19 05:55:00 AM	29.053
145	07/27/19 06:00:00 AM	29.053
146	07/27/19 06:05:00 AM	29.053
147	07/27/19 06:10:00 AM	29.053
148	07/27/19 06:15:00 AM	29.053
149	07/27/19 06:20:00 AM	29.053
150	07/27/19 06:25:00 AM	29.053
151	07/27/19 06:30:00 AM	28.953
152	07/27/19 06:35:00 AM	28.953
153	07/27/19 06:40:00 AM	28.953
154	07/27/19 06:45:00 AM	29.053
155	07/27/19 06:50:00 AM	29.053
156	07/27/19 06:55:00 AM	29.053
157	07/27/19 07:00:00 AM	29.053
158	07/27/19 07:05:00 AM	28.953
159	07/27/19 07:10:00 AM	28.953
160	07/27/19 07:15:00 AM	28.953
161	07/27/19 07:20:00 AM	28.953
162	07/27/19 07:25:00 AM	29.053
163	07/27/19 07:30:00 AM	29.053
164	07/27/19 07:35:00 AM	29.053
165	07/27/19 07:40:00 AM	28.953
166	07/27/19 07:45:00 AM	28.953
167	07/27/19 07:50:00 AM	28.953
168	07/27/19 07:55:00 AM	28.953
169	07/27/19 08:00:00 AM	28.853
170	07/27/19 08:05:00 AM	28.953
171	07/27/19 08:10:00 AM	28.953
172	07/27/19 08:15:00 AM	29.053
173	07/27/19 08:20:00 AM	28.953
174	07/27/19 08:25:00 AM	28.953
175	07/27/19 08:30:00 AM	28.953
176	07/27/19 08:35:00 AM	28.953
177	07/27/19 08:40:00 AM	28.953
178	07/27/19 08:45:00 AM	28.953
179	07/27/19 08:50:00 AM	28.953
180	07/27/19 08:55:00 AM	28.953
181	07/27/19 09:00:00 AM	28.953
182	07/27/19 09:05:00 AM	29.053
183	07/27/19 09:10:00 AM	29.053
184	07/27/19 09:15:00 AM	28.853
185	07/27/19 09:20:00 AM	28.853
186	07/27/19 09:25:00 AM	28.853
187	07/27/19 09:30:00 AM	28.953
188	07/27/19 09:35:00 AM	28.953
189	07/27/19 09:40:00 AM	28.953
190	07/27/19 09:45:00 AM	28.953
191	07/27/19 09:50:00 AM	28.953
192	07/27/19 09:55:00 AM	28.853
193	07/27/19 10:00:00 AM	28.754
194	07/27/19 10:05:00 AM	28.853
195	07/27/19 10:10:00 AM	28.853
196	07/27/19 10:15:00 AM	28.953
197	07/27/19 10:20:00 AM	28.953
198	07/27/19 10:25:00 AM	28.953
199	07/27/19 10:30:00 AM	28.853
200	07/27/19 10:35:00 AM	28.853
201	07/27/19 10:40:00 AM	28.754
202	07/27/19 10:45:00 AM	28.853
203	07/27/19 10:50:00 AM	28.953
204	07/27/19 10:55:00 AM	28.853
205	07/27/19 11:00:00 AM	28.754
206	07/27/19 11:05:00 AM	28.853
207	07/27/19 11:10:00 AM	28.853
208	07/27/19 11:15:00 AM	28.953
209	07/27/19 11:20:00 AM	28.953
210	07/27/19 11:25:00 AM	28.953
211	07/27/19 11:30:00 AM	28.953
212	07/27/19 11:35:00 AM	28.953
213	07/27/19 11:40:00 AM	28.853
214	07/27/19 11:45:00 AM	28.953
215	07/27/19 11:50:00 AM	28.953
216	07/27/19 11:55:00 AM	28.853
217	07/27/19 12:00:00 PM	28.853
218	07/27/19 12:05:00 PM	28.853
219	07/27/19 12:10:00 PM	28.754
220	07/27/19 12:15:00 PM	28.853
221	07/27/19 12:20:00 PM	28.953
222	07/27/19 12:25:00 PM	29.053
223	07/27/19 12:30:00 PM	29.053
224	07/27/19 12:35:00 PM	28.953
225	07/27/19 12:40:00 PM	28.953
226	07/27/19 12:45:00 PM	28.953
227	07/27/19 12:50:00 PM	28.953
228	07/27/19 12:55:00 PM	28.953
229	07/27/19 01:00:00 PM	28.953
230	07/27/19 01:05:00 PM	29.152
231	07/27/19 01:10:00 PM	29.152
232	07/27/19 01:15:00 PM	29.053
233	07/27/19 01:20:00 PM	28.953
234	07/27/19 01:25:00 PM	29.053
235	07/27/19 01:30:00 PM	29.053
236	07/27/19 01:35:00 PM	29.152
237	07/27/19 01:40:00 PM	29.152
238	07/27/19 01:45:00 PM	29.152
239	07/27/19 01:50:00 PM	29.053
240	07/27/19 01:55:00 PM	28.953
241	07/27/19 02:00:00 PM	28.953
242	07/27/19 02:05:00 PM	29.053
243	07/27/19 02:10:00 PM	29.053
244	07/27/19 02:15:00 PM	29.053
245	07/27/19 02:20:00 PM	28.953
246	07/27/19 02:25:00 PM	28.953
247	07/27/19 02:30:00 PM	28.953
248	07/27/19 02:35:00 PM	28.953
249	07/27/19 02:40:00 PM	29.053
250	07/27/19 02:45:00 PM	29.053
251	07/27/19 02:50:00 PM	29.053
252	07/27/19 02:55:00 PM	29.053
253	07/27/19 03:00:00 PM	29.053
254	07/27/19 03:05:00 PM	29.053
255	07/27/19 03:10:00 PM	29.053
256	07/27/19 03:15:00 PM	28.953
257	07/27/19 03:20:00 PM	28.953
258	07/27/19 03:25:00 PM	28.953
259	07/27/19 03:30:00 PM	28.853
260	07/27/19 03:35:00 PM	28.953
261	07/27/19 03:40:00 PM	29.053
262	07/27/19 03:45:00 PM	29.053
263	07/27/19 03:50:00 PM	29.053
264	07/27/19 03:55:00 PM	28.953
265	07/27/19 04:00:00 PM	28.953
266	07/27/19 04:05:00 PM	28.953
267	07/27/19 04:10:00 PM	29.053
268	07/27/19 04:15:00 PM	29.053
269	07/27/19 04:20:00 PM	29.053
270	07/27/19 04:25:00 PM	29.152
271	07/27/19 04:30:00 PM	29.053
272	07/27/19 04:35:00 PM	28.953
273	07/27/19 04:40:00 PM	28.953
274	07/27/19 04:45:00 PM	29.053
275	07/27/19 04:50:00 PM	29.053
276	07/27/19 04:55:00 PM	29.053
277	07/27/19 05:00:00 PM	29.152
278	07/27/19 05:05:00 PM	29.152
279	07/27/19 05:10:00 PM	29.053
280	07/27/19 05:15:00 PM	28.953
281	07/27/19 05:20:00 PM	29.053
282	07/27/19 05:25:00 PM	29.053
283	07/27/19 05:30:00 PM	29.152
284	07/27/19 05:35:00 PM	29.152
285	07/27/19 05:40:00 PM	29.053
286	07/27/19 05:45:00 PM	29.053
287	07/27/19 05:50:00 PM	29.053
288	07/27/19 05:55:00 PM	28.953
289	07/27/19 06:00:00 PM	28.953
290	07/27/19 06:05:00 PM	29.053
291	07/27/19 06:10:00 PM	29.152
292	07/27/19 06:15:00 PM	29.152
293	07/27/19 06:20:00 PM	29.152
294	07/27/19 06:25:00 PM	29.152
295	07/27/19 06:30:00 PM	29.053
296	07/27/19 06:35:00 PM	29.053
297	07/27/19 06:40:00 PM	29.053
298	07/27/19 06:45:00 PM	29.053
299	07/27/19 06:50:00 PM	28.953
300	07/27/19 06:55:00 PM	29.053
301	07/27/19 07:00:00 PM	29.053
302	07/27/19 07:05:00 PM	29.152
303	07/27/19 07:10:00 PM	29.053
304	07/27/19 07:15:00 PM	28.953
305	07/27/19 07:20:00 PM	28.953
306	07/27/19 07:25:00 PM	28.953
307	07/27/19 07:30:00 PM	29.053
308	07/27/19 07:35:00 PM	29.053
309	07/27/19 07:40:00 PM	29.053
310	07/27/19 07:45:00 PM	29.053
311	07/27/19 07:50:00 PM	29.053
312	07/27/19 07:55:00 PM	28.953
313	07/27/19 08:00:00 PM	28.953
314	07/27/19 08:05:00 PM	28.953
315	07/27/19 08:10:00 PM	29.053
316	07/27/19 08:15:00 PM	29.053
317	07/27/19 08:20:00 PM	29.053
318	07/27/19 08:25:00 PM	29.053
319	07/27/19 08:30:00 PM	28.953
320	07/27/19 08:35:00 PM	28.953
321	07/27/19 08:40:00 PM	28.953
322	07/27/19 08:45:00 PM	29.053
323	07/27/19 08:50:00 PM	29.053
324	07/27/19 08:55:00 PM	29.152
325	07/27/19 09:00:00 PM	29.053
326	07/27/19 09:05:00 PM	28.953
327	07/27/19 09:10:00 PM	28.953
328	07/27/19 09:15:00 PM	28.953
329	07/27/19 09:20:00 PM	29.053
330	07/27/19 09:25:00 PM	29.152
331	07/27/19 09:30:00 PM	29.152
332	07/27/19 09:35:00 PM	29.053
333	07/27/19 09:40:00 PM	29.053
334	07/27/19 09:45:00 PM	29.053
335	07/27/19 09:50:00 PM	29.053
336	07/27/19 09:55:00 PM	28.953
337	07/27/19 10:00:00 PM	28.953
338	07/27/19 10:05:00 PM	28.953
339	07/27/19 10:10:00 PM	28.953
340	07/27/19 10:15:00 PM	28.953
341	07/27/19 10:20:00 PM	28.953
342	07/27/19 10:25:00 PM	28.953
343	07/27/19 10:30:00 PM	28.953
344	07/27/19 10:35:00 PM	28.953
345	07/27/19 10:40:00 PM	28.953
346	07/27/19 10:45:00 PM	29.053
347	07/27/19 10:50:00 PM	29.053
348	07/27/19 10:55:00 PM	29.152
349	07/27/19 11:00:00 PM	29.053
350	07/27/19 11:05:00 PM	29.053
351	07/27/19 11:10:00 PM	29.053
352	07/27/19 11:15:00 PM	29.053
353	07/27/19 11:20:00 PM	29.053
354	07/27/19 11:25:00 PM	28.953
355	07/27/19 11:30:00 PM	28.953
356	07/27/19 11:35:00 PM	28.953
357	07/27/19 11:40:00 PM	29.053
358	07/27/19 11:45:00 PM	29.152
359	07/27/19 11:50:00 PM	29.152
360	07/27/19 11:55:00 PM	29.053
361	07/28/19 12:00:00 AM	28.953
362	07/28/19 12:05:00 AM	28.953
363	07/28/19 12:10:00 AM	29.053
364	07/28/19 12:15:00 AM	29.053
365	07/28/19 12:20:00 AM	29.152
366	07/28/19 12:25:00 AM	29.053
367	07/28/19 12:30:00 AM	28.953
368	07/28/19 12:35:00 AM	28.953
369	07/28/19 12:40:00 AM	28.953
370	07/28/19 12:45:00 AM	29.053
371	07/28/19 12:50:00 AM	29.053
372	07/28/19 12:55:00 AM	29.152
373	07/28/19 01:00:00 AM	29.152
374	07/28/19 01:05:00 AM	29.152
375	07/28/19 01:10:00 AM	29.152
376	07/28/19 01:15:00 AM	29.053
377	07/28/19 01:20:00 AM	28.953
378	07/28/19 01:25:00 AM	28.953
379	07/28/19 01:30:00 AM	28.953
380	07/28/19 01:35:00 AM	28.953
381	07/28/19 01:40:00 AM	28.953
382	07/28/19 01:45:00 AM	29.053
383	07/28/19 01:50:00 AM	29.053
384	07/28/19 01:55:00 AM	29.053
385	07/28/19 02:00:00 AM	28.953
386	07/28/19 02:05:00 AM	28.953
387	07/28/19 02:10:00 AM	28.953
388	07/28/19 02:15:00 AM	29.053
389	07/28/19 02:20:00 AM	29.053
390	07/28/19 02:25:00 AM	29.053
391	07/28/19 02:30:00 AM	29.053
392	07/28/19 02:35:00 AM	29.053
393	07/28/19 02:40:00 AM	28.953
394	07/28/19 02:45:00 AM	28.953
395	07/28/19 02:50:00 AM	28.953
396	07/28/19 02:55:00 AM	29.053
397	07/28/19 03:00:00 AM	29.053
398	07/28/19 03:05:00 AM	29.053
399	07/28/19 03:10:00 AM	29.053
400	07/28/19 03:15:00 AM	29.053
401	07/28/19 03:20:00 AM	28.953
402	07/28/19 03:25:00 AM	28.953
403	07/28/19 03:30:00 AM	28.953
404	07/28/19 03:35:00 AM	29.053
405	07/28/19 03:40:00 AM	29.053
406	07/28/19 03:45:00 AM	29.053
407	07/28/19 03:50:00 AM	29.053
408	07/28/19 03:55:00 AM	29.053
409	07/28/19 04:00:00 AM	28.953
410	07/28/19 04:05:00 AM	28.853
411	07/28/19 04:10:00 AM	28.953
412	07/28/19 04:15:00 AM	28.953
413	07/28/19 04:20:00 AM	29.053
414	07/28/19 04:25:00 AM	28.953
415	07/28/19 04:30:00 AM	28.953
416	07/28/19 04:35:00 AM	28.953
417	07/28/19 04:40:00 AM	28.953
418	07/28/19 04:45:00 AM	28.953
419	07/28/19 04:50:00 AM	29.053
420	07/28/19 04:55:00 AM	29.053
421	07/28/19 05:00:00 AM	28.953
422	07/28/19 05:05:00 AM	28.953
423	07/28/19 05:10:00 AM	28.953
424	07/28/19 05:15:00 AM	28.953
425	07/28/19 05:20:00 AM	28.853
426	07/28/19 05:25:00 AM	28.953
427	07/28/19 05:30:00 AM	29.053
428	07/28/19 05:35:00 AM	29.053
429	07/28/19 05:40:00 AM	29.053
430	07/28/19 05:45:00 AM	29.053
431	07/28/19 05:50:00 AM	29.053
432	07/28/19 05:55:00 AM	29.053
433	07/28/19 06:00:00 AM	29.053
434	07/28/19 06:05:00 AM	28.853
435	07/28/19 06:10:00 AM	28.853
436	07/28/19 06:15:00 AM	28.953
437	07/28/19 06:20:00 AM	29.053
438	07/28/19 06:25:00 AM	29.053
439	07/28/19 06:30:00 AM	29.053
440	07/28/19 06:35:00 AM	28.953
441	07/28/19 06:40:00 AM	28.853
442	07/28/19 06:45:00 AM	28.853
443	07/28/19 06:50:00 AM	28.953
444	07/28/19 06:55:00 AM	29.053
445	07/28/19 07:00:00 AM	29.053
446	07/28/19 07:05:00 AM	29.053
447	07/28/19 07:10:00 AM	29.053
448	07/28/19 07:15:00 AM	28.953
449	07/28/19 07:20:00 AM	28.953
450	07/28/19 07:25:00 AM	28.853
451	07/28/19 07:30:00 AM	28.853
452	07/28/19 07:35:00 AM	28.953
453	07/28/19 07:40:00 AM	28.953
454	07/28/19 07:45:00 AM	29.053
455	07/28/19 07:50:00 AM	29.053
456	07/28/19 07:55:00 AM	28.953
457	07/28/19 08:00:00 AM	28.853
458	07/28/19 08:05:00 AM	28.853
459	07/28/19 08:10:00 AM	28.953
460	07/28/19 08:15:00 AM	28.953
461	07/28/19 08:20:00 AM	28.853
462	07/28/19 08:25:00 AM	28.853
463	07/28/19 08:30:00 AM	28.953
464	07/28/19 08:35:00 AM	28.953
465	07/28/19 08:40:00 AM	28.953
466	07/28/19 08:45:00 AM	28.853
467	07/28/19 08:50:00 AM	28.853
468	07/28/19 08:55:00 AM	28.953
469	07/28/19 09:00:00 AM	28.953
470	07/28/19 09:05:00 AM	29.053
471	07/28/19 09:10:00 AM	29.053
472	07/28/19 09:15:00 AM	28.953
473	07/28/19 09:20:00 AM	28.953
474	07/28/19 09:25:00 AM	28.853
475	07/28/19 09:30:00 AM	28.853
476	07/28/19 09:35:00 AM	28.853
477	07/28/19 09:40:00 AM	28.953
478	07/28/19 09:45:00 AM	29.053
479	07/28/19 09:50:00 AM	28.953
480	07/28/19 09:55:00 AM	28.853
481	07/28/19 10:00:00 AM	28.853
482	07/28/19 10:05:00 AM	28.953
483	07/28/19 10:10:00 AM	28.953
484	07/28/19 10:15:00 AM	29.053
485	07/28/19 10:20:00 AM	29.053
486	07/28/19 10:25:00 AM	29.053
487	07/28/19 10:30:00 AM	28.953
488	07/28/19 10:35:00 AM	28.953
489	07/28/19 10:40:00 AM	28.953
490	07/28/19 10:45:00 AM	28.853
491	07/28/19 10:50:00 AM	28.953
492	07/28/19 10:55:00 AM	28.953
493	07/28/19 11:00:00 AM	29.053
494	07/28/19 11:05:00 AM	29.053
495	07/28/19 11:10:00 AM	28.953
496	07/28/19 11:15:00 AM	28.953
497	07/28/19 11:20:00 AM	28.953
498	07/28/19 11:25:00 AM	29.053
499	07/28/19 11:30:00 AM	28.953
500	07/28/19 11:35:00 AM	28.853
501	07/28/19 11:40:00 AM	28.853
502	07/28/19 11:45:00 AM	28.953
503	07/28/19 11:50:00 AM	28.953
504	07/28/19 11:55:00 AM	29.053
505	07/28/19 12:00:00 PM	29.053
506	07/28/19 12:05:00 PM	28.953
507	07/28/19 12:10:00 PM	28.853
508	07/28/19 12:15:00 PM	28.953
509	07/28/19 12:20:00 PM	28.953
510	07/28/19 12:25:00 PM	29.053
511	07/28/19 12:30:00 PM	29.053
512	07/28/19 12:35:00 PM	28.953
513	07/28/19 12:40:00 PM	28.853
514	07/28/19 12:45:00 PM	28.953
515	07/28/19 12:50:00 PM	28.953
516	07/28/19 12:55:00 PM	29.053
517	07/28/19 01:00:00 PM	29.053
518	07/28/19 01:05:00 PM	29.053
519	07/28/19 01:10:00 PM	29.053
520	07/28/19 01:15:00 PM	28.953
521	07/28/19 01:20:00 PM	28.853
522	07/28/19 01:25:00 PM	28.953
523	07/28/19 01:30:00 PM	28.853
524	07/28/19 01:35:00 PM	28.953
525	07/28/19 01:40:00 PM	28.953
526	07/28/19 01:45:00 PM	29.053
527	07/28/19 01:50:00 PM	29.152
528	07/28/19 01:55:00 PM	29.252
529	07/28/19 02:00:00 PM	29.352
530	07/28/19 02:05:00 PM	29.452
531	07/28/19 02:10:00 PM	29.552
532	07/28/19 02:15:00 PM	29.552
533	07/28/19 02:20:00 PM	29.652
534	07/28/19 02:25:00 PM	29.552
535	07/28/19 02:30:00 PM	29.352
536	07/28/19 02:35:00 PM	29.053
537	07/28/19 02:40:00 PM	29.252
538	07/28/19 02:45:00 PM	29.252
539	07/28/19 02:50:00 PM	29.252
540	07/28/19 02:55:00 PM	29.452
541	07/28/19 03:00:00 PM	29.552
542	07/28/19 03:05:00 PM	29.752
543	07/28/19 03:10:00 PM	29.853
544	07/28/19 03:15:00 PM	29.953
545	07/28/19 03:20:00 PM	30.154
546	07/28/19 03:25:00 PM	30.255
547	07/28/19 03:30:00 PM	30.457
548	07/28/19 03:35:00 PM	30.457
549	07/28/19 03:40:00 PM	30.457
550	07/28/19 03:45:00 PM	30.558
551	07/28/19 03:50:00 PM	30.558
552	07/28/19 03:55:00 PM	30.659
553	07/28/19 04:00:00 PM	30.760
554	07/28/19 04:05:00 PM	30.862
555	07/28/19 04:10:00 PM	30.862
556	07/28/19 04:15:00 PM	30.963
557	07/28/19 04:20:00 PM	30.963
558	07/28/19 04:25:00 PM	30.963
559	07/28/19 04:30:00 PM	30.963
560	07/28/19 04:35:00 PM	31.064
561	07/28/19 04:40:00 PM	31.166
562	07/28/19 04:45:00 PM	31.166
563	07/28/19 04:50:00 PM	31.166
564	07/28/19 04:55:00 PM	31.166
565	07/28/19 05:00:00 PM	31.166
566	07/28/19 05:05:00 PM	31.166
567	07/28/19 05:10:00 PM	31.268
568	07/28/19 05:15:00 PM	31.268
569	07/28/19 05:20:00 PM	31.268
570	07/28/19 05:25:00 PM	31.370
571	07/28/19 05:30:00 PM	31.370
572	07/28/19 05:35:00 PM	31.370
573	07/28/19 05:40:00 PM	31.370
574	07/28/19 05:45:00 PM	31.370
575	07/28/19 05:50:00 PM	31.370
576	07/28/19 05:55:00 PM	31.370
577	07/28/19 06:00:00 PM	31.370
578	07/28/19 06:05:00 PM	31.370
579	07/28/19 06:10:00 PM	31.370
580	07/28/19 06:15:00 PM	31.370
581	07/28/19 06:20:00 PM	31.370
582	07/28/19 06:25:00 PM	31.370
583	07/28/19 06:30:00 PM	31.370
584	07/28/19 06:35:00 PM	31.268
585	07/28/19 06:40:00 PM	30.862
586	07/28/19 06:45:00 PM	30.659
587	07/28/19 06:50:00 PM	30.457
588	07/28/19 06:55:00 PM	30.255
589	07/28/19 07:00:00 PM	30.054
590	07/28/19 07:05:00 PM	29.953
591	07/28/19 07:10:00 PM	29.853
592	07/28/19 07:15:00 PM	29.752
593	07/28/19 07:20:00 PM	29.552
594	07/28/19 07:25:00 PM	29.452
595	07/28/19 07:30:00 PM	29.352
596	07/28/19 07:35:00 PM	29.352
597	07/28/19 07:40:00 PM	29.252
598	07/28/19 07:45:00 PM	29.152
599	07/28/19 07:50:00 PM	29.152
600	07/28/19 07:55:00 PM	29.152
601	07/28/19 08:00:00 PM	29.152
602	07/28/19 08:05:00 PM	29.152
603	07/28/19 08:10:00 PM	29.053
604	07/28/19 08:15:00 PM	29.152
605	07/28/19 08:20:00 PM	29.152
606	07/28/19 08:25:00 PM	29.152
607	07/28/19 08:30:00 PM	29.152
608	07/28/19 08:35:00 PM	29.152
609	07/28/19 08:40:00 PM	29.152
610	07/28/19 08:45:00 PM	29.152
611	07/28/19 08:50:00 PM	29.152
612	07/28/19 08:55:00 PM	29.152
613	07/28/19 09:00:00 PM	29.152
614	07/28/19 09:05:00 PM	29.152
615	07/28/19 09:10:00 PM	29.152
616	07/28/19 09:15:00 PM	29.252
617	07/28/19 09:20:00 PM	29.352
618	07/28/19 09:25:00 PM	29.452
619	07/28/19 09:30:00 PM	29.352
620	07/28/19 09:35:00 PM	29.352
621	07/28/19 09:40:00 PM	29.352
622	07/28/19 09:45:00 PM	29.352
623	07/28/19 09:50:00 PM	29.352
624	07/28/19 09:55:00 PM	29.352
625	07/28/19 10:00:00 PM	29.352
626	07/28/19 10:05:00 PM	29.352
627	07/28/19 10:10:00 PM	29.452
628	07/28/19 10:15:00 PM	29.552
629	07/28/19 10:20:00 PM	29.552
630	07/28/19 10:25:00 PM	29.552
631	07/28/19 10:30:00 PM	29.552
632	07/28/19 10:35:00 PM	29.552
633	07/28/19 10:40:00 PM	29.552
634	07/28/19 10:45:00 PM	29.552
635	07/28/19 10:50:00 PM	29.552
636	07/28/19 10:55:00 PM	29.552
637	07/28/19 11:00:00 PM	29.552
638	07/28/19 11:05:00 PM	29.552
639	07/28/19 11:10:00 PM	29.652
640	07/28/19 11:15:00 PM	29.853
641	07/28/19 11:20:00 PM	29.853
642	07/28/19 11:25:00 PM	29.853
643	07/28/19 11:30:00 PM	29.853
644	07/28/19 11:35:00 PM	29.853
645	07/28/19 11:40:00 PM	29.853
646	07/28/19 11:45:00 PM	29.853
647	07/28/19 11:50:00 PM	29.853
648	07/28/19 11:55:00 PM	29.853
649	07/29/19 12:00:00 AM	29.853
650	07/29/19 12:05:00 AM	29.853
651	07/29/19 12:10:00 AM	29.853
652	07/29/19 12:15:00 AM	30.054
653	07/29/19 12:20:00 AM	30.054
654	07/29/19 12:25:00 AM	30.054
655	07/29/19 12:30:00 AM	30.054
656	07/29/19 12:35:00 AM	30.054
657	07/29/19 12:40:00 AM	30.054
658	07/29/19 12:45:00 AM	30.054
659	07/29/19 12:50:00 AM	30.054
660	07/29/19 12:55:00 AM	30.054
661	07/29/19 01:00:00 AM	30.054
662	07/29/19 01:05:00 AM	30.054
663	07/29/19 01:10:00 AM	30.054
664	07/29/19 01:15:00 AM	30.255
665	07/29/19 01:20:00 AM	30.255
