RecNum	DateTime	KAUST_LT_Tank4-S35B
1	07/26/19 06:00:00 PM	28.953
2	07/26/19 06:05:00 PM	28.953
3	07/26/19 06:10:00 PM	29.053
4	07/26/19 06:15:00 PM	29.053
5	07/26/19 06:20:00 PM	29.152
6	07/26/19 06:25:00 PM	29.152
7	07/26/19 06:30:00 PM	29.152
8	07/26/19 06:35:00 PM	29.152
9	07/26/19 06:40:00 PM	29.252
10	07/26/19 06:45:00 PM	29.252
11	07/26/19 06:50:00 PM	29.252
12	07/26/19 06:55:00 PM	29.352
13	07/26/19 07:00:00 PM	29.352
14	07/26/19 07:05:00 PM	29.352
15	07/26/19 07:10:00 PM	29.352
16	07/26/19 07:15:00 PM	29.352
17	07/26/19 07:20:00 PM	29.352
18	07/26/19 07:25:00 PM	29.352
19	07/26/19 07:30:00 PM	29.452
20	07/26/19 07:35:00 PM	29.452
21	07/26/19 07:40:00 PM	29.452
22	07/26/19 07:45:00 PM	29.452
23	07/26/19 07:50:00 PM	29.452
24	07/26/19 07:55:00 PM	29.452
25	07/26/19 08:00:00 PM	29.452
26	07/26/19 08:05:00 PM	29.452
27	07/26/19 08:10:00 PM	29.452
28	07/26/19 08:15:00 PM	29.552
29	07/26/19 08:20:00 PM	29.552
30	07/26/19 08:25:00 PM	29.552
31	07/26/19 08:30:00 PM	29.552
32	07/26/19 08:35:00 PM	29.552
33	07/26/19 08:40:00 PM	29.452
34	07/26/19 08:45:00 PM	29.452
35	07/26/19 08:50:00 PM	29.452
36	07/26/19 08:55:00 PM	29.552
37	07/26/19 09:00:00 PM	29.552
38	07/26/19 09:05:00 PM	29.552
39	07/26/19 09:10:00 PM	29.552
40	07/26/19 09:15:00 PM	29.552
41	07/26/19 09:20:00 PM	29.552
42	07/26/19 09:25:00 PM	29.552
43	07/26/19 09:30:00 PM	29.552
44	07/26/19 09:35:00 PM	29.552
45	07/26/19 09:40:00 PM	29.552
46	07/26/19 09:45:00 PM	29.552
47	07/26/19 09:50:00 PM	29.552
48	07/26/19 09:55:00 PM	29.552
49	07/26/19 10:00:00 PM	29.552
50	07/26/19 10:05:00 PM	29.552
51	07/26/19 10:10:00 PM	29.552
52	07/26/19 10:15:00 PM	29.552
53	07/26/19 10:20:00 PM	29.552
54	07/26/19 10:25:00 PM	29.552
55	07/26/19 10:30:00 PM	29.552
56	07/26/19 10:35:00 PM	29.552
57	07/26/19 10:40:00 PM	29.552
58	07/26/19 10:45:00 PM	29.552
59	07/26/19 10:50:00 PM	29.552
60	07/26/19 10:55:00 PM	29.552
61	07/26/19 11:00:00 PM	29.552
62	07/26/19 11:05:00 PM	29.652
63	07/26/19 11:10:00 PM	29.552
64	07/26/19 11:15:00 PM	29.552
65	07/26/19 11:20:00 PM	29.552
66	07/26/19 11:25:00 PM	29.552
67	07/26/19 11:30:00 PM	29.552
68	07/26/19 11:35:00 PM	29.652
69	07/26/19 11:40:00 PM	29.652
70	07/26/19 11:45:00 PM	29.552
71	07/26/19 11:50:00 PM	29.552
72	07/26/19 11:55:00 PM	29.552
73	07/27/19 12:00:00 AM	29.552
74	07/27/19 12:05:00 AM	29.552
75	07/27/19 12:10:00 AM	29.552
76	07/27/19 12:15:00 AM	29.652
77	07/27/19 12:20:00 AM	29.652
78	07/27/19 12:25:00 AM	29.652
79	07/27/19 12:30:00 AM	29.552
80	07/27/19 12:35:00 AM	29.552
81	07/27/19 12:40:00 AM	29.552
82	07/27/19 12:45:00 AM	29.652
83	07/27/19 12:50:00 AM	29.652
84	07/27/19 12:55:00 AM	29.652
85	07/27/19 01:00:00 AM	29.652
86	07/27/19 01:05:00 AM	29.652
87	07/27/19 01:10:00 AM	29.652
88	07/27/19 01:15:00 AM	29.552
89	07/27/19 01:20:00 AM	29.552
90	07/27/19 01:25:00 AM	29.552
91	07/27/19 01:30:00 AM	29.652
92	07/27/19 01:35:00 AM	29.652
93	07/27/19 01:40:00 AM	29.652
94	07/27/19 01:45:00 AM	29.652
95	07/27/19 01:50:00 AM	29.652
96	07/27/19 01:55:00 AM	29.652
97	07/27/19 02:00:00 AM	29.552
98	07/27/19 02:05:00 AM	29.552
99	07/27/19 02:10:00 AM	29.552
100	07/27/19 02:15:00 AM	29.552
101	07/27/19 02:20:00 AM	29.652
102	07/27/19 02:25:00 AM	29.652
103	07/27/19 02:30:00 AM	29.652
104	07/27/19 02:35:00 AM	29.652
105	07/27/19 02:40:00 AM	29.652
106	07/27/19 02:45:00 AM	29.552
107	07/27/19 02:50:00 AM	29.552
108	07/27/19 02:55:00 AM	29.652
109	07/27/19 03:00:00 AM	29.652
110	07/27/19 03:05:00 AM	29.652
111	07/27/19 03:10:00 AM	29.652
112	07/27/19 03:15:00 AM	29.652
113	07/27/19 03:20:00 AM	29.652
114	07/27/19 03:25:00 AM	29.652
115	07/27/19 03:30:00 AM	29.652
116	07/27/19 03:35:00 AM	29.652
117	07/27/19 03:40:00 AM	29.652
118	07/27/19 03:45:00 AM	29.652
119	07/27/19 03:50:00 AM	29.652
120	07/27/19 03:55:00 AM	29.652
121	07/27/19 04:00:00 AM	29.652
122	07/27/19 04:05:00 AM	29.652
123	07/27/19 04:10:00 AM	29.652
124	07/27/19 04:15:00 AM	29.552
125	07/27/19 04:20:00 AM	29.552
126	07/27/19 04:25:00 AM	29.652
127	07/27/19 04:30:00 AM	29.652
128	07/27/19 04:35:00 AM	29.652
129	07/27/19 04:40:00 AM	29.652
130	07/27/19 04:45:00 AM	29.552
131	07/27/19 04:50:00 AM	29.552
132	07/27/19 04:55:00 AM	29.652
133	07/27/19 05:00:00 AM	29.652
134	07/27/19 05:05:00 AM	29.652
135	07/27/19 05:10:00 AM	29.652
136	07/27/19 05:15:00 AM	29.652
137	07/27/19 05:20:00 AM	29.652
138	07/27/19 05:25:00 AM	29.552
139	07/27/19 05:30:00 AM	29.552
140	07/27/19 05:35:00 AM	29.552
141	07/27/19 05:40:00 AM	29.552
142	07/27/19 05:45:00 AM	29.552
143	07/27/19 05:50:00 AM	29.652
144	07/27/19 05:55:00 AM	29.652
145	07/27/19 06:00:00 AM	29.652
146	07/27/19 06:05:00 AM	29.652
147	07/27/19 06:10:00 AM	29.552
148	07/27/19 06:15:00 AM	29.552
149	07/27/19 06:20:00 AM	29.652
150	07/27/19 06:25:00 AM	29.652
151	07/27/19 06:30:00 AM	29.552
152	07/27/19 06:35:00 AM	29.552
153	07/27/19 06:40:00 AM	29.552
154	07/27/19 06:45:00 AM	29.552
155	07/27/19 06:50:00 AM	29.652
156	07/27/19 06:55:00 AM	29.552
157	07/27/19 07:00:00 AM	29.552
158	07/27/19 07:05:00 AM	29.552
159	07/27/19 07:10:00 AM	29.552
160	07/27/19 07:15:00 AM	29.552
161	07/27/19 07:20:00 AM	29.552
162	07/27/19 07:25:00 AM	29.552
163	07/27/19 07:30:00 AM	29.552
164	07/27/19 07:35:00 AM	29.552
165	07/27/19 07:40:00 AM	29.552
166	07/27/19 07:45:00 AM	29.552
167	07/27/19 07:50:00 AM	29.552
168	07/27/19 07:55:00 AM	29.552
169	07/27/19 08:00:00 AM	29.552
170	07/27/19 08:05:00 AM	29.552
171	07/27/19 08:10:00 AM	29.552
172	07/27/19 08:15:00 AM	29.552
173	07/27/19 08:20:00 AM	29.552
174	07/27/19 08:25:00 AM	29.552
175	07/27/19 08:30:00 AM	29.552
176	07/27/19 08:35:00 AM	29.552
177	07/27/19 08:40:00 AM	29.552
178	07/27/19 08:45:00 AM	29.552
179	07/27/19 08:50:00 AM	29.552
180	07/27/19 08:55:00 AM	29.552
181	07/27/19 09:00:00 AM	29.552
182	07/27/19 09:05:00 AM	29.552
183	07/27/19 09:10:00 AM	29.552
184	07/27/19 09:15:00 AM	29.552
185	07/27/19 09:20:00 AM	29.552
186	07/27/19 09:25:00 AM	29.552
187	07/27/19 09:30:00 AM	29.552
188	07/27/19 09:35:00 AM	29.552
189	07/27/19 09:40:00 AM	29.552
190	07/27/19 09:45:00 AM	29.552
191	07/27/19 09:50:00 AM	29.552
192	07/27/19 09:55:00 AM	29.552
193	07/27/19 10:00:00 AM	29.552
194	07/27/19 10:05:00 AM	29.552
195	07/27/19 10:10:00 AM	29.552
196	07/27/19 10:15:00 AM	29.552
197	07/27/19 10:20:00 AM	29.552
198	07/27/19 10:25:00 AM	29.552
199	07/27/19 10:30:00 AM	29.552
200	07/27/19 10:35:00 AM	29.552
201	07/27/19 10:40:00 AM	29.552
202	07/27/19 10:45:00 AM	29.552
203	07/27/19 10:50:00 AM	29.552
204	07/27/19 10:55:00 AM	29.552
205	07/27/19 11:00:00 AM	29.552
206	07/27/19 11:05:00 AM	29.552
207	07/27/19 11:10:00 AM	29.552
208	07/27/19 11:15:00 AM	29.552
209	07/27/19 11:20:00 AM	29.552
210	07/27/19 11:25:00 AM	29.552
211	07/27/19 11:30:00 AM	29.552
212	07/27/19 11:35:00 AM	29.552
213	07/27/19 11:40:00 AM	29.552
214	07/27/19 11:45:00 AM	29.552
215	07/27/19 11:50:00 AM	29.552
216	07/27/19 11:55:00 AM	29.552
217	07/27/19 12:00:00 PM	29.552
218	07/27/19 12:05:00 PM	29.552
219	07/27/19 12:10:00 PM	29.552
220	07/27/19 12:15:00 PM	29.552
221	07/27/19 12:20:00 PM	29.552
222	07/27/19 12:25:00 PM	29.652
223	07/27/19 12:30:00 PM	29.652
224	07/27/19 12:35:00 PM	29.552
225	07/27/19 12:40:00 PM	29.552
226	07/27/19 12:45:00 PM	29.552
227	07/27/19 12:50:00 PM	29.552
228	07/27/19 12:55:00 PM	29.552
229	07/27/19 01:00:00 PM	29.552
230	07/27/19 01:05:00 PM	29.652
231	07/27/19 01:10:00 PM	29.652
232	07/27/19 01:15:00 PM	29.652
233	07/27/19 01:20:00 PM	29.652
234	07/27/19 01:25:00 PM	29.652
235	07/27/19 01:30:00 PM	29.652
236	07/27/19 01:35:00 PM	29.652
237	07/27/19 01:40:00 PM	29.652
238	07/27/19 01:45:00 PM	29.652
239	07/27/19 01:50:00 PM	29.652
240	07/27/19 01:55:00 PM	29.652
241	07/27/19 02:00:00 PM	29.652
242	07/27/19 02:05:00 PM	29.652
243	07/27/19 02:10:00 PM	29.652
244	07/27/19 02:15:00 PM	29.652
245	07/27/19 02:20:00 PM	29.652
246	07/27/19 02:25:00 PM	29.652
247	07/27/19 02:30:00 PM	29.652
248	07/27/19 02:35:00 PM	29.652
249	07/27/19 02:40:00 PM	29.652
250	07/27/19 02:45:00 PM	29.652
251	07/27/19 02:50:00 PM	29.652
252	07/27/19 02:55:00 PM	29.652
253	07/27/19 03:00:00 PM	29.652
254	07/27/19 03:05:00 PM	29.652
255	07/27/19 03:10:00 PM	29.652
256	07/27/19 03:15:00 PM	29.652
257	07/27/19 03:20:00 PM	29.652
258	07/27/19 03:25:00 PM	29.652
259	07/27/19 03:30:00 PM	29.552
260	07/27/19 03:35:00 PM	29.652
261	07/27/19 03:40:00 PM	29.652
262	07/27/19 03:45:00 PM	29.652
263	07/27/19 03:50:00 PM	29.652
264	07/27/19 03:55:00 PM	29.652
265	07/27/19 04:00:00 PM	29.552
266	07/27/19 04:05:00 PM	29.552
267	07/27/19 04:10:00 PM	29.652
268	07/27/19 04:15:00 PM	29.652
269	07/27/19 04:20:00 PM	29.652
270	07/27/19 04:25:00 PM	29.652
271	07/27/19 04:30:00 PM	29.652
272	07/27/19 04:35:00 PM	29.552
273	07/27/19 04:40:00 PM	29.552
274	07/27/19 04:45:00 PM	29.652
275	07/27/19 04:50:00 PM	29.452
276	07/27/19 04:55:00 PM	29.352
277	07/27/19 05:00:00 PM	29.352
278	07/27/19 05:05:00 PM	29.452
279	07/27/19 05:10:00 PM	29.652
280	07/27/19 05:15:00 PM	29.853
281	07/27/19 05:20:00 PM	30.054
282	07/27/19 05:25:00 PM	30.255
283	07/27/19 05:30:00 PM	30.457
284	07/27/19 05:35:00 PM	30.558
285	07/27/19 05:40:00 PM	30.760
286	07/27/19 05:45:00 PM	30.862
287	07/27/19 05:50:00 PM	31.064
288	07/27/19 05:55:00 PM	31.166
289	07/27/19 06:00:00 PM	31.370
290	07/27/19 06:05:00 PM	31.574
291	07/27/19 06:10:00 PM	31.676
292	07/27/19 06:15:00 PM	31.778
293	07/27/19 06:20:00 PM	31.983
294	07/27/19 06:25:00 PM	32.086
295	07/27/19 06:30:00 PM	32.188
296	07/27/19 06:35:00 PM	32.291
297	07/27/19 06:40:00 PM	32.394
298	07/27/19 06:45:00 PM	32.497
299	07/27/19 06:50:00 PM	32.600
300	07/27/19 06:55:00 PM	32.704
301	07/27/19 07:00:00 PM	32.911
302	07/27/19 07:05:00 PM	33.014
303	07/27/19 07:10:00 PM	33.222
304	07/27/19 07:15:00 PM	33.326
305	07/27/19 07:20:00 PM	33.430
306	07/27/19 07:25:00 PM	33.639
307	07/27/19 07:30:00 PM	33.743
308	07/27/19 07:35:00 PM	33.848
309	07/27/19 07:40:00 PM	34.058
310	07/27/19 07:45:00 PM	34.163
311	07/27/19 07:50:00 PM	34.268
312	07/27/19 07:55:00 PM	34.374
313	07/27/19 08:00:00 PM	34.479
314	07/27/19 08:05:00 PM	34.585
315	07/27/19 08:10:00 PM	34.691
316	07/27/19 08:15:00 PM	34.796
317	07/27/19 08:20:00 PM	35.009
318	07/27/19 08:25:00 PM	35.009
319	07/27/19 08:30:00 PM	35.115
320	07/27/19 08:35:00 PM	35.222
321	07/27/19 08:40:00 PM	35.328
322	07/27/19 08:45:00 PM	35.435
323	07/27/19 08:50:00 PM	35.542
324	07/27/19 08:55:00 PM	35.649
325	07/27/19 09:00:00 PM	35.756
326	07/27/19 09:05:00 PM	35.864
327	07/27/19 09:10:00 PM	35.864
328	07/27/19 09:15:00 PM	35.971
329	07/27/19 09:20:00 PM	36.079
330	07/27/19 09:25:00 PM	36.187
331	07/27/19 09:30:00 PM	36.295
332	07/27/19 09:35:00 PM	36.295
333	07/27/19 09:40:00 PM	36.403
334	07/27/19 09:45:00 PM	36.511
335	07/27/19 09:50:00 PM	36.511
336	07/27/19 09:55:00 PM	36.620
337	07/27/19 10:00:00 PM	36.728
338	07/27/19 10:05:00 PM	36.728
339	07/27/19 10:10:00 PM	36.728
340	07/27/19 10:15:00 PM	36.837
341	07/27/19 10:20:00 PM	36.837
342	07/27/19 10:25:00 PM	36.728
343	07/27/19 10:30:00 PM	36.728
344	07/27/19 10:35:00 PM	36.728
345	07/27/19 10:40:00 PM	36.728
346	07/27/19 10:45:00 PM	36.728
347	07/27/19 10:50:00 PM	36.728
348	07/27/19 10:55:00 PM	36.728
349	07/27/19 11:00:00 PM	36.728
350	07/27/19 11:05:00 PM	36.728
351	07/27/19 11:10:00 PM	36.728
352	07/27/19 11:15:00 PM	36.728
353	07/27/19 11:20:00 PM	36.728
354	07/27/19 11:25:00 PM	36.728
355	07/27/19 11:30:00 PM	36.728
356	07/27/19 11:35:00 PM	36.728
357	07/27/19 11:40:00 PM	36.728
358	07/27/19 11:45:00 PM	36.728
359	07/27/19 11:50:00 PM	36.728
360	07/27/19 11:55:00 PM	36.728
361	07/28/19 12:00:00 AM	36.728
362	07/28/19 12:05:00 AM	36.620
363	07/28/19 12:10:00 AM	36.728
364	07/28/19 12:15:00 AM	36.728
365	07/28/19 12:20:00 AM	36.728
366	07/28/19 12:25:00 AM	36.728
367	07/28/19 12:30:00 AM	36.728
368	07/28/19 12:35:00 AM	36.620
369	07/28/19 12:40:00 AM	36.728
370	07/28/19 12:45:00 AM	36.728
371	07/28/19 12:50:00 AM	36.728
372	07/28/19 12:55:00 AM	36.728
373	07/28/19 01:00:00 AM	36.728
374	07/28/19 01:05:00 AM	36.728
375	07/28/19 01:10:00 AM	36.728
376	07/28/19 01:15:00 AM	36.728
377	07/28/19 01:20:00 AM	36.728
378	07/28/19 01:25:00 AM	36.728
379	07/28/19 01:30:00 AM	36.728
380	07/28/19 01:35:00 AM	36.728
381	07/28/19 01:40:00 AM	36.728
382	07/28/19 01:45:00 AM	36.728
383	07/28/19 01:50:00 AM	36.728
384	07/28/19 01:55:00 AM	36.728
385	07/28/19 02:00:00 AM	36.728
386	07/28/19 02:05:00 AM	36.728
387	07/28/19 02:10:00 AM	36.728
388	07/28/19 02:15:00 AM	36.728
389	07/28/19 02:20:00 AM	36.728
390	07/28/19 02:25:00 AM	36.728
391	07/28/19 02:30:00 AM	36.728
392	07/28/19 02:35:00 AM	36.728
393	07/28/19 02:40:00 AM	36.728
394	07/28/19 02:45:00 AM	36.728
395	07/28/19 02:50:00 AM	36.728
396	07/28/19 02:55:00 AM	36.728
397	07/28/19 03:00:00 AM	36.728
398	07/28/19 03:05:00 AM	36.728
399	07/28/19 03:10:00 AM	36.837
400	07/28/19 03:15:00 AM	36.728
401	07/28/19 03:20:00 AM	36.728
402	07/28/19 03:25:00 AM	36.728
403	07/28/19 03:30:00 AM	36.728
404	07/28/19 03:35:00 AM	36.837
405	07/28/19 03:40:00 AM	36.728
406	07/28/19 03:45:00 AM	36.837
407	07/28/19 03:50:00 AM	36.837
408	07/28/19 03:55:00 AM	36.837
409	07/28/19 04:00:00 AM	36.728
410	07/28/19 04:05:00 AM	36.728
411	07/28/19 04:10:00 AM	36.728
412	07/28/19 04:15:00 AM	36.728
413	07/28/19 04:20:00 AM	36.728
414	07/28/19 04:25:00 AM	36.728
415	07/28/19 04:30:00 AM	36.728
416	07/28/19 04:35:00 AM	36.728
417	07/28/19 04:40:00 AM	36.728
418	07/28/19 04:45:00 AM	36.728
419	07/28/19 04:50:00 AM	36.728
420	07/28/19 04:55:00 AM	36.728
421	07/28/19 05:00:00 AM	36.728
422	07/28/19 05:05:00 AM	36.728
423	07/28/19 05:10:00 AM	36.728
424	07/28/19 05:15:00 AM	36.728
425	07/28/19 05:20:00 AM	36.728
426	07/28/19 05:25:00 AM	36.728
427	07/28/19 05:30:00 AM	36.728
428	07/28/19 05:35:00 AM	36.728
429	07/28/19 05:40:00 AM	36.728
430	07/28/19 05:45:00 AM	36.728
431	07/28/19 05:50:00 AM	36.728
432	07/28/19 05:55:00 AM	36.837
433	07/28/19 06:00:00 AM	36.837
434	07/28/19 06:05:00 AM	36.728
435	07/28/19 06:10:00 AM	36.728
436	07/28/19 06:15:00 AM	36.728
437	07/28/19 06:20:00 AM	36.728
438	07/28/19 06:25:00 AM	36.728
439	07/28/19 06:30:00 AM	36.728
440	07/28/19 06:35:00 AM	36.728
441	07/28/19 06:40:00 AM	36.728
442	07/28/19 06:45:00 AM	36.728
443	07/28/19 06:50:00 AM	36.728
444	07/28/19 06:55:00 AM	36.728
445	07/28/19 07:00:00 AM	36.728
446	07/28/19 07:05:00 AM	36.837
447	07/28/19 07:10:00 AM	36.837
448	07/28/19 07:15:00 AM	36.837
449	07/28/19 07:20:00 AM	36.837
450	07/28/19 07:25:00 AM	36.837
451	07/28/19 07:30:00 AM	36.837
452	07/28/19 07:35:00 AM	36.728
453	07/28/19 07:40:00 AM	36.837
454	07/28/19 07:45:00 AM	36.837
455	07/28/19 07:50:00 AM	36.837
456	07/28/19 07:55:00 AM	36.728
457	07/28/19 08:00:00 AM	36.837
458	07/28/19 08:05:00 AM	36.837
459	07/28/19 08:10:00 AM	36.837
460	07/28/19 08:15:00 AM	36.837
461	07/28/19 08:20:00 AM	36.837
462	07/28/19 08:25:00 AM	36.837
463	07/28/19 08:30:00 AM	36.837
464	07/28/19 08:35:00 AM	36.728
465	07/28/19 08:40:00 AM	36.837
466	07/28/19 08:45:00 AM	36.837
467	07/28/19 08:50:00 AM	36.728
468	07/28/19 08:55:00 AM	36.728
469	07/28/19 09:00:00 AM	36.837
470	07/28/19 09:05:00 AM	36.837
471	07/28/19 09:10:00 AM	36.837
472	07/28/19 09:15:00 AM	36.837
473	07/28/19 09:20:00 AM	36.837
474	07/28/19 09:25:00 AM	36.837
475	07/28/19 09:30:00 AM	36.837
476	07/28/19 09:35:00 AM	36.837
477	07/28/19 09:40:00 AM	36.837
478	07/28/19 09:45:00 AM	36.837
479	07/28/19 09:50:00 AM	36.837
480	07/28/19 09:55:00 AM	36.837
481	07/28/19 10:00:00 AM	36.837
482	07/28/19 10:05:00 AM	36.837
483	07/28/19 10:10:00 AM	36.837
484	07/28/19 10:15:00 AM	36.837
485	07/28/19 10:20:00 AM	36.728
486	07/28/19 10:25:00 AM	36.728
487	07/28/19 10:30:00 AM	36.620
488	07/28/19 10:35:00 AM	36.728
489	07/28/19 10:40:00 AM	36.728
490	07/28/19 10:45:00 AM	36.728
491	07/28/19 10:50:00 AM	36.728
492	07/28/19 10:55:00 AM	36.728
493	07/28/19 11:00:00 AM	36.728
494	07/28/19 11:05:00 AM	36.728
495	07/28/19 11:10:00 AM	36.728
496	07/28/19 11:15:00 AM	36.728
497	07/28/19 11:20:00 AM	36.728
498	07/28/19 11:25:00 AM	36.728
499	07/28/19 11:30:00 AM	36.728
500	07/28/19 11:35:00 AM	36.728
501	07/28/19 11:40:00 AM	36.728
502	07/28/19 11:45:00 AM	36.728
503	07/28/19 11:50:00 AM	36.728
504	07/28/19 11:55:00 AM	36.837
505	07/28/19 12:00:00 PM	36.837
506	07/28/19 12:05:00 PM	36.728
507	07/28/19 12:10:00 PM	36.728
508	07/28/19 12:15:00 PM	36.728
509	07/28/19 12:20:00 PM	36.837
510	07/28/19 12:25:00 PM	36.837
511	07/28/19 12:30:00 PM	36.837
512	07/28/19 12:35:00 PM	36.837
513	07/28/19 12:40:00 PM	36.837
514	07/28/19 12:45:00 PM	36.728
515	07/28/19 12:50:00 PM	36.728
516	07/28/19 12:55:00 PM	36.728
517	07/28/19 01:00:00 PM	36.728
518	07/28/19 01:05:00 PM	36.728
519	07/28/19 01:10:00 PM	36.728
520	07/28/19 01:15:00 PM	36.837
521	07/28/19 01:20:00 PM	36.837
522	07/28/19 01:25:00 PM	36.837
523	07/28/19 01:30:00 PM	36.837
524	07/28/19 01:35:00 PM	36.728
525	07/28/19 01:40:00 PM	36.728
526	07/28/19 01:45:00 PM	36.511
527	07/28/19 01:50:00 PM	35.435
528	07/28/19 01:55:00 PM	34.058
529	07/28/19 02:00:00 PM	32.704
530	07/28/19 02:05:00 PM	31.676
531	07/28/19 02:10:00 PM	31.064
532	07/28/19 02:15:00 PM	30.558
533	07/28/19 02:20:00 PM	30.154
534	07/28/19 02:25:00 PM	29.953
535	07/28/19 02:30:00 PM	29.752
536	07/28/19 02:35:00 PM	29.452
537	07/28/19 02:40:00 PM	29.252
538	07/28/19 02:45:00 PM	29.352
539	07/28/19 02:50:00 PM	29.352
540	07/28/19 02:55:00 PM	29.252
541	07/28/19 03:00:00 PM	28.953
542	07/28/19 03:05:00 PM	28.754
543	07/28/19 03:10:00 PM	28.754
544	07/28/19 03:15:00 PM	28.655
545	07/28/19 03:20:00 PM	28.655
546	07/28/19 03:25:00 PM	28.655
547	07/28/19 03:30:00 PM	28.655
548	07/28/19 03:35:00 PM	28.555
549	07/28/19 03:40:00 PM	28.357
550	07/28/19 03:45:00 PM	28.357
551	07/28/19 03:50:00 PM	28.357
552	07/28/19 03:55:00 PM	28.357
553	07/28/19 04:00:00 PM	28.456
554	07/28/19 04:05:00 PM	28.456
555	07/28/19 04:10:00 PM	28.456
556	07/28/19 04:15:00 PM	28.357
557	07/28/19 04:20:00 PM	28.258
558	07/28/19 04:25:00 PM	28.258
559	07/28/19 04:30:00 PM	28.258
560	07/28/19 04:35:00 PM	28.357
561	07/28/19 04:40:00 PM	28.555
562	07/28/19 04:45:00 PM	28.456
563	07/28/19 04:50:00 PM	28.357
564	07/28/19 04:55:00 PM	28.357
565	07/28/19 05:00:00 PM	28.258
566	07/28/19 05:05:00 PM	28.258
567	07/28/19 05:10:00 PM	28.357
568	07/28/19 05:15:00 PM	28.456
569	07/28/19 05:20:00 PM	28.456
570	07/28/19 05:25:00 PM	28.456
571	07/28/19 05:30:00 PM	28.456
572	07/28/19 05:35:00 PM	28.456
573	07/28/19 05:40:00 PM	28.357
574	07/28/19 05:45:00 PM	28.357
575	07/28/19 05:50:00 PM	28.456
576	07/28/19 05:55:00 PM	28.357
577	07/28/19 06:00:00 PM	28.357
578	07/28/19 06:05:00 PM	28.258
579	07/28/19 06:10:00 PM	28.258
580	07/28/19 06:15:00 PM	28.258
581	07/28/19 06:20:00 PM	28.258
582	07/28/19 06:25:00 PM	28.456
583	07/28/19 06:30:00 PM	28.456
584	07/28/19 06:35:00 PM	28.456
585	07/28/19 06:40:00 PM	28.357
586	07/28/19 06:45:00 PM	28.357
587	07/28/19 06:50:00 PM	28.357
588	07/28/19 06:55:00 PM	28.357
589	07/28/19 07:00:00 PM	28.357
590	07/28/19 07:05:00 PM	28.456
591	07/28/19 07:10:00 PM	28.456
592	07/28/19 07:15:00 PM	28.456
593	07/28/19 07:20:00 PM	28.357
594	07/28/19 07:25:00 PM	28.357
595	07/28/19 07:30:00 PM	28.357
596	07/28/19 07:35:00 PM	28.456
597	07/28/19 07:40:00 PM	28.258
598	07/28/19 07:45:00 PM	28.258
599	07/28/19 07:50:00 PM	28.357
600	07/28/19 07:55:00 PM	28.655
601	07/28/19 08:00:00 PM	28.754
602	07/28/19 08:05:00 PM	28.655
603	07/28/19 08:10:00 PM	28.754
604	07/28/19 08:15:00 PM	28.754
605	07/28/19 08:20:00 PM	28.953
606	07/28/19 08:25:00 PM	28.953
607	07/28/19 08:30:00 PM	28.953
608	07/28/19 08:35:00 PM	28.953
609	07/28/19 08:40:00 PM	28.953
610	07/28/19 08:45:00 PM	28.953
611	07/28/19 08:50:00 PM	28.853
612	07/28/19 08:55:00 PM	28.853
613	07/28/19 09:00:00 PM	28.953
614	07/28/19 09:05:00 PM	28.953
615	07/28/19 09:10:00 PM	28.953
616	07/28/19 09:15:00 PM	29.053
617	07/28/19 09:20:00 PM	29.152
618	07/28/19 09:25:00 PM	29.053
619	07/28/19 09:30:00 PM	29.053
620	07/28/19 09:35:00 PM	29.053
621	07/28/19 09:40:00 PM	29.053
622	07/28/19 09:45:00 PM	29.152
623	07/28/19 09:50:00 PM	29.152
624	07/28/19 09:55:00 PM	29.152
625	07/28/19 10:00:00 PM	29.053
626	07/28/19 10:05:00 PM	28.953
627	07/28/19 10:10:00 PM	29.053
628	07/28/19 10:15:00 PM	29.152
629	07/28/19 10:20:00 PM	29.252
630	07/28/19 10:25:00 PM	29.352
631	07/28/19 10:30:00 PM	29.352
632	07/28/19 10:35:00 PM	29.352
633	07/28/19 10:40:00 PM	29.352
634	07/28/19 10:45:00 PM	29.252
635	07/28/19 10:50:00 PM	29.352
636	07/28/19 10:55:00 PM	29.452
637	07/28/19 11:00:00 PM	29.352
638	07/28/19 11:05:00 PM	29.352
639	07/28/19 11:10:00 PM	29.352
640	07/28/19 11:15:00 PM	29.452
641	07/28/19 11:20:00 PM	29.452
642	07/28/19 11:25:00 PM	29.452
643	07/28/19 11:30:00 PM	29.552
644	07/28/19 11:35:00 PM	29.552
645	07/28/19 11:40:00 PM	29.552
646	07/28/19 11:45:00 PM	29.552
647	07/28/19 11:50:00 PM	29.552
648	07/28/19 11:55:00 PM	29.552
649	07/29/19 12:00:00 AM	29.452
650	07/29/19 12:05:00 AM	29.452
651	07/29/19 12:10:00 AM	29.452
652	07/29/19 12:15:00 AM	29.652
653	07/29/19 12:20:00 AM	29.652
654	07/29/19 12:25:00 AM	29.752
655	07/29/19 12:30:00 AM	29.652
656	07/29/19 12:35:00 AM	29.652
657	07/29/19 12:40:00 AM	29.652
658	07/29/19 12:45:00 AM	29.652
659	07/29/19 12:50:00 AM	29.752
660	07/29/19 12:55:00 AM	29.853
661	07/29/19 01:00:00 AM	29.752
662	07/29/19 01:05:00 AM	29.752
663	07/29/19 01:10:00 AM	29.652
664	07/29/19 01:15:00 AM	29.652
665	07/29/19 01:20:00 AM	29.652
