RecNum	DateTime	KAUST_LT_Tank3-S35A
1486	07/31/19 09:45:00 PM	33.639
1487	07/31/19 09:50:00 PM	33.639
1488	07/31/19 09:55:00 PM	33.639
1489	07/31/19 10:00:00 PM	33.639
1490	07/31/19 10:05:00 PM	33.639
1491	07/31/19 10:10:00 PM	33.639
1492	07/31/19 10:15:00 PM	33.639
1493	07/31/19 10:20:00 PM	33.639
1494	07/31/19 10:25:00 PM	33.639
1495	07/31/19 10:30:00 PM	33.639
1496	07/31/19 10:35:00 PM	33.639
1497	07/31/19 10:40:00 PM	33.639
1498	07/31/19 10:45:00 PM	33.639
1499	07/31/19 10:50:00 PM	33.639
1500	07/31/19 10:55:00 PM	33.639
1501	07/31/19 11:00:00 PM	33.639
1502	07/31/19 11:05:00 PM	33.639
1503	07/31/19 11:10:00 PM	33.639
1504	07/31/19 11:15:00 PM	33.639
1505	07/31/19 11:20:00 PM	33.743
1506	07/31/19 11:25:00 PM	33.743
1507	07/31/19 11:30:00 PM	33.743
1508	07/31/19 11:35:00 PM	33.743
1509	07/31/19 11:40:00 PM	33.743
1510	07/31/19 11:45:00 PM	33.743
1511	07/31/19 11:50:00 PM	33.743
1512	07/31/19 11:55:00 PM	33.743
1513	08/01/19 12:00:00 AM	33.743
1514	08/01/19 12:05:00 AM	33.743
1515	08/01/19 12:10:00 AM	33.743
1516	08/01/19 12:15:00 AM	33.743
1517	08/01/19 12:20:00 AM	33.743
1518	08/01/19 12:25:00 AM	33.743
1519	08/01/19 12:30:00 AM	33.743
1520	08/01/19 12:35:00 AM	33.743
1521	08/01/19 12:40:00 AM	33.743
1522	08/01/19 12:45:00 AM	33.743
1523	08/01/19 12:50:00 AM	33.743
1524	08/01/19 12:55:00 AM	33.743
1525	08/01/19 01:00:00 AM	33.743
1526	08/01/19 01:05:00 AM	33.743
1527	08/01/19 01:10:00 AM	33.743
1528	08/01/19 01:15:00 AM	33.743
1529	08/01/19 01:20:00 AM	33.743
1530	08/01/19 01:25:00 AM	33.743
1531	08/01/19 01:30:00 AM	33.743
1532	08/01/19 01:35:00 AM	33.743
1533	08/01/19 01:40:00 AM	33.743
1534	08/01/19 01:45:00 AM	33.743
1535	08/01/19 01:50:00 AM	33.743
1536	08/01/19 01:55:00 AM	33.743
1537	08/01/19 02:00:00 AM	33.743
1538	08/01/19 02:05:00 AM	33.743
1539	08/01/19 02:10:00 AM	33.743
1540	08/01/19 02:15:00 AM	33.743
1541	08/01/19 02:20:00 AM	33.743
1542	08/01/19 02:25:00 AM	33.743
1543	08/01/19 02:30:00 AM	33.743
1544	08/01/19 02:35:00 AM	33.743
1545	08/01/19 02:40:00 AM	33.743
1546	08/01/19 02:45:00 AM	33.743
1547	08/01/19 02:50:00 AM	33.743
1548	08/01/19 02:55:00 AM	33.743
1549	08/01/19 03:00:00 AM	33.743
1550	08/01/19 03:05:00 AM	33.743
1551	08/01/19 03:10:00 AM	33.743
1552	08/01/19 03:15:00 AM	33.743
1553	08/01/19 03:20:00 AM	33.743
1554	08/01/19 03:25:00 AM	33.743
1555	08/01/19 03:30:00 AM	33.743
1556	08/01/19 03:35:00 AM	33.743
1557	08/01/19 03:40:00 AM	33.743
1558	08/01/19 03:45:00 AM	33.743
1559	08/01/19 03:50:00 AM	33.743
1560	08/01/19 03:55:00 AM	33.743
1561	08/01/19 04:00:00 AM	33.743
1562	08/01/19 04:05:00 AM	33.743
1563	08/01/19 04:10:00 AM	33.743
1564	08/01/19 04:15:00 AM	33.743
1565	08/01/19 04:20:00 AM	33.743
1566	08/01/19 04:25:00 AM	33.743
1567	08/01/19 04:30:00 AM	33.743
1568	08/01/19 04:35:00 AM	33.743
1569	08/01/19 04:40:00 AM	33.743
1570	08/01/19 04:45:00 AM	33.743
1571	08/01/19 04:50:00 AM	33.743
1572	08/01/19 04:55:00 AM	33.743
1573	08/01/19 05:00:00 AM	33.743
1574	08/01/19 05:05:00 AM	33.743
1575	08/01/19 05:10:00 AM	33.743
1576	08/01/19 05:15:00 AM	33.743
1577	08/01/19 05:20:00 AM	33.743
1578	08/01/19 05:25:00 AM	33.743
1579	08/01/19 05:30:00 AM	33.743
1580	08/01/19 05:35:00 AM	33.743
1581	08/01/19 05:40:00 AM	33.743
1582	08/01/19 05:45:00 AM	33.848
1583	08/01/19 05:50:00 AM	33.848
1584	08/01/19 05:55:00 AM	33.848
1585	08/01/19 06:00:00 AM	33.848
1586	08/01/19 06:05:00 AM	33.848
1587	08/01/19 06:10:00 AM	33.848
1588	08/01/19 06:15:00 AM	33.848
1589	08/01/19 06:20:00 AM	33.848
1590	08/01/19 06:25:00 AM	33.848
1591	08/01/19 06:30:00 AM	33.848
1592	08/01/19 06:35:00 AM	33.848
1593	08/01/19 06:40:00 AM	33.848
1594	08/01/19 06:45:00 AM	33.848
1595	08/01/19 06:50:00 AM	33.848
1596	08/01/19 06:55:00 AM	33.848
1597	08/01/19 07:00:00 AM	33.848
1598	08/01/19 07:05:00 AM	33.848
1599	08/01/19 07:10:00 AM	33.848
1600	08/01/19 07:15:00 AM	33.848
1601	08/01/19 07:20:00 AM	33.848
1602	08/01/19 07:25:00 AM	33.848
1603	08/01/19 07:30:00 AM	33.848
1604	08/01/19 07:35:00 AM	33.848
1605	08/01/19 07:40:00 AM	33.848
1606	08/01/19 07:45:00 AM	33.848
1607	08/01/19 07:50:00 AM	33.848
1608	08/01/19 07:55:00 AM	33.848
1609	08/01/19 08:00:00 AM	33.848
1610	08/01/19 08:05:00 AM	33.848
1611	08/01/19 08:10:00 AM	33.848
1612	08/01/19 08:15:00 AM	33.848
1613	08/01/19 08:20:00 AM	33.848
1614	08/01/19 08:25:00 AM	33.848
1615	08/01/19 08:30:00 AM	33.848
1616	08/01/19 08:35:00 AM	33.848
1617	08/01/19 08:40:00 AM	33.848
1618	08/01/19 08:45:00 AM	33.848
1619	08/01/19 08:50:00 AM	33.848
1620	08/01/19 08:55:00 AM	33.848
1621	08/01/19 09:00:00 AM	33.848
1622	08/01/19 09:05:00 AM	33.848
1623	08/01/19 09:10:00 AM	33.848
1624	08/01/19 09:15:00 AM	33.848
1625	08/01/19 09:20:00 AM	33.953
1626	08/01/19 09:25:00 AM	33.953
1627	08/01/19 09:30:00 AM	33.953
1628	08/01/19 09:35:00 AM	33.953
1629	08/01/19 09:40:00 AM	33.953
1630	08/01/19 09:45:00 AM	33.848
1631	08/01/19 09:50:00 AM	33.953
1632	08/01/19 09:55:00 AM	33.953
1633	08/01/19 10:00:00 AM	33.953
1634	08/01/19 10:05:00 AM	33.953
1635	08/01/19 10:10:00 AM	33.953
1636	08/01/19 10:15:00 AM	33.953
1637	08/01/19 10:20:00 AM	33.953
1638	08/01/19 10:25:00 AM	33.953
1639	08/01/19 10:30:00 AM	33.953
1640	08/01/19 10:35:00 AM	33.953
1641	08/01/19 10:40:00 AM	33.953
1642	08/01/19 10:45:00 AM	33.953
1643	08/01/19 10:50:00 AM	33.953
1644	08/01/19 10:55:00 AM	33.953
1645	08/01/19 11:00:00 AM	33.953
1646	08/01/19 11:05:00 AM	33.953
1647	08/01/19 11:10:00 AM	33.953
1648	08/01/19 11:15:00 AM	33.953
1649	08/01/19 11:20:00 AM	33.953
1650	08/01/19 11:25:00 AM	33.953
1651	08/01/19 11:30:00 AM	33.953
1652	08/01/19 11:35:00 AM	33.953
1653	08/01/19 11:40:00 AM	33.953
1654	08/01/19 11:45:00 AM	33.953
1655	08/01/19 11:50:00 AM	33.953
1656	08/01/19 11:55:00 AM	33.953
1657	08/01/19 12:00:00 PM	33.953
1658	08/01/19 12:05:00 PM	33.953
1659	08/01/19 12:10:00 PM	33.953
1660	08/01/19 12:15:00 PM	33.953
1661	08/01/19 12:20:00 PM	33.953
1662	08/01/19 12:25:00 PM	33.953
1663	08/01/19 12:30:00 PM	33.953
1664	08/01/19 12:35:00 PM	33.953
1665	08/01/19 12:40:00 PM	33.953
1666	08/01/19 12:45:00 PM	33.953
1667	08/01/19 12:50:00 PM	33.953
1668	08/01/19 12:55:00 PM	33.953
1669	08/01/19 01:00:00 PM	33.953
1670	08/01/19 01:05:00 PM	33.953
1671	08/01/19 01:10:00 PM	33.953
1672	08/01/19 01:15:00 PM	33.953
1673	08/01/19 01:20:00 PM	33.953
1674	08/01/19 01:25:00 PM	33.953
1675	08/01/19 01:30:00 PM	33.953
1676	08/01/19 01:35:00 PM	33.953
1677	08/01/19 01:40:00 PM	33.953
1678	08/01/19 01:45:00 PM	33.953
1679	08/01/19 01:50:00 PM	33.953
1680	08/01/19 01:55:00 PM	33.953
1681	08/01/19 02:00:00 PM	33.953
1682	08/01/19 02:05:00 PM	33.953
1683	08/01/19 02:10:00 PM	33.953
1684	08/01/19 02:15:00 PM	33.953
1685	08/01/19 02:20:00 PM	33.953
1686	08/01/19 02:25:00 PM	33.848
1687	08/01/19 02:30:00 PM	33.848
1688	08/01/19 02:35:00 PM	34.058
1689	08/01/19 02:40:00 PM	34.058
1690	08/01/19 02:45:00 PM	34.058
1691	08/01/19 02:50:00 PM	34.058
1692	08/01/19 02:55:00 PM	34.058
1693	08/01/19 03:00:00 PM	34.058
1694	08/01/19 03:05:00 PM	34.058
1695	08/01/19 03:10:00 PM	34.058
1696	08/01/19 03:15:00 PM	34.058
1697	08/01/19 03:20:00 PM	34.058
1698	08/01/19 03:25:00 PM	34.058
1699	08/01/19 03:30:00 PM	34.058
1700	08/01/19 03:35:00 PM	34.058
1701	08/01/19 03:40:00 PM	34.058
1702	08/01/19 03:45:00 PM	34.058
1703	08/01/19 03:50:00 PM	34.058
1704	08/01/19 03:55:00 PM	34.058
1705	08/01/19 04:00:00 PM	34.058
1706	08/01/19 04:05:00 PM	34.058
1707	08/01/19 04:10:00 PM	34.058
1708	08/01/19 04:15:00 PM	34.058
1709	08/01/19 04:20:00 PM	34.058
1710	08/01/19 04:25:00 PM	34.058
1711	08/01/19 04:30:00 PM	34.058
1712	08/01/19 04:35:00 PM	34.058
1713	08/01/19 04:40:00 PM	34.058
1714	08/01/19 04:45:00 PM	34.058
1715	08/01/19 04:50:00 PM	34.058
1716	08/01/19 04:55:00 PM	34.058
1717	08/01/19 05:00:00 PM	34.058
1718	08/01/19 05:05:00 PM	34.058
1719	08/01/19 05:10:00 PM	34.058
1720	08/01/19 05:15:00 PM	34.058
1721	08/01/19 05:20:00 PM	34.058
1722	08/01/19 05:25:00 PM	34.058
1723	08/01/19 05:30:00 PM	34.058
1724	08/01/19 05:35:00 PM	34.058
1725	08/01/19 05:40:00 PM	34.058
1726	08/01/19 05:45:00 PM	34.058
1727	08/01/19 05:50:00 PM	34.058
1728	08/01/19 05:55:00 PM	34.058
1729	08/01/19 06:00:00 PM	34.058
1730	08/01/19 06:05:00 PM	34.058
1731	08/01/19 06:10:00 PM	34.058
1732	08/01/19 06:15:00 PM	34.058
1733	08/01/19 06:20:00 PM	34.058
1734	08/01/19 06:25:00 PM	34.058
1735	08/01/19 06:30:00 PM	34.058
1736	08/01/19 06:35:00 PM	34.058
1737	08/01/19 06:40:00 PM	34.058
1738	08/01/19 06:45:00 PM	34.058
1739	08/01/19 06:50:00 PM	34.058
1740	08/01/19 06:55:00 PM	34.058
1741	08/01/19 07:00:00 PM	34.058
1742	08/01/19 07:05:00 PM	34.058
1743	08/01/19 07:10:00 PM	34.058
1744	08/01/19 07:15:00 PM	34.058
1745	08/01/19 07:20:00 PM	34.058
1746	08/01/19 07:25:00 PM	34.058
1747	08/01/19 07:30:00 PM	34.058
1748	08/01/19 07:35:00 PM	34.058
1749	08/01/19 07:40:00 PM	34.058
1750	08/01/19 07:45:00 PM	34.058
1751	08/01/19 07:50:00 PM	34.058
1752	08/01/19 07:55:00 PM	34.058
1753	08/01/19 08:00:00 PM	34.058
1754	08/01/19 08:05:00 PM	34.058
1755	08/01/19 08:10:00 PM	34.058
1756	08/01/19 08:15:00 PM	34.058
1757	08/01/19 08:20:00 PM	34.058
1758	08/01/19 08:25:00 PM	34.058
1759	08/01/19 08:30:00 PM	34.058
1760	08/01/19 08:35:00 PM	34.058
1761	08/01/19 08:40:00 PM	34.058
1762	08/01/19 08:45:00 PM	34.163
1763	08/01/19 08:50:00 PM	34.163
1764	08/01/19 08:55:00 PM	34.163
1765	08/01/19 09:00:00 PM	34.058
1766	08/01/19 09:05:00 PM	34.163
1767	08/01/19 09:10:00 PM	34.058
1768	08/01/19 09:15:00 PM	34.163
1769	08/01/19 09:20:00 PM	34.163
1770	08/01/19 09:25:00 PM	34.163
1771	08/01/19 09:30:00 PM	34.163
1772	08/01/19 09:35:00 PM	34.163
1773	08/01/19 09:40:00 PM	34.163
1774	08/01/19 09:45:00 PM	34.163
1775	08/01/19 09:50:00 PM	34.163
1776	08/01/19 09:55:00 PM	34.163
1777	08/01/19 10:00:00 PM	34.163
1778	08/01/19 10:05:00 PM	34.163
1779	08/01/19 10:10:00 PM	34.163
1780	08/01/19 10:15:00 PM	34.163
1781	08/01/19 10:20:00 PM	34.163
1782	08/01/19 10:25:00 PM	34.163
1783	08/01/19 10:30:00 PM	34.163
1784	08/01/19 10:35:00 PM	34.163
1785	08/01/19 10:40:00 PM	34.163
1786	08/01/19 10:45:00 PM	34.163
1787	08/01/19 10:50:00 PM	34.163
1788	08/01/19 10:55:00 PM	34.163
1789	08/01/19 11:00:00 PM	34.163
1790	08/01/19 11:05:00 PM	34.163
1791	08/01/19 11:10:00 PM	34.163
1792	08/01/19 11:15:00 PM	34.163
1793	08/01/19 11:20:00 PM	34.163
1794	08/01/19 11:25:00 PM	34.268
1795	08/01/19 11:30:00 PM	34.268
1796	08/01/19 11:35:00 PM	34.163
1797	08/01/19 11:40:00 PM	34.268
1798	08/01/19 11:45:00 PM	34.163
1799	08/01/19 11:50:00 PM	34.268
1800	08/01/19 11:55:00 PM	34.163
1801	08/02/19 12:00:00 AM	34.268
1802	08/02/19 12:05:00 AM	34.163
1803	08/02/19 12:10:00 AM	34.163
1804	08/02/19 12:15:00 AM	34.163
1805	08/02/19 12:20:00 AM	34.163
1806	08/02/19 12:25:00 AM	34.163
1807	08/02/19 12:30:00 AM	34.268
1808	08/02/19 12:35:00 AM	34.268
1809	08/02/19 12:40:00 AM	34.163
1810	08/02/19 12:45:00 AM	34.163
1811	08/02/19 12:50:00 AM	34.163
1812	08/02/19 12:55:00 AM	34.163
1813	08/02/19 01:00:00 AM	34.163
1814	08/02/19 01:05:00 AM	34.163
1815	08/02/19 01:10:00 AM	34.163
1816	08/02/19 01:15:00 AM	34.163
1817	08/02/19 01:20:00 AM	34.163
1818	08/02/19 01:25:00 AM	34.163
1819	08/02/19 01:30:00 AM	34.163
1820	08/02/19 01:35:00 AM	34.163
1821	08/02/19 01:40:00 AM	34.163
1822	08/02/19 01:45:00 AM	34.163
1823	08/02/19 01:50:00 AM	34.163
1824	08/02/19 01:55:00 AM	34.163
1825	08/02/19 02:00:00 AM	34.163
1826	08/02/19 02:05:00 AM	34.163
1827	08/02/19 02:10:00 AM	34.163
1828	08/02/19 02:15:00 AM	34.163
1829	08/02/19 02:20:00 AM	34.163
1830	08/02/19 02:25:00 AM	34.163
1831	08/02/19 02:30:00 AM	34.163
1832	08/02/19 02:35:00 AM	34.163
1833	08/02/19 02:40:00 AM	34.163
1834	08/02/19 02:45:00 AM	34.163
1835	08/02/19 02:50:00 AM	34.163
1836	08/02/19 02:55:00 AM	34.163
1837	08/02/19 03:00:00 AM	34.163
1838	08/02/19 03:05:00 AM	34.163
1839	08/02/19 03:10:00 AM	34.163
1840	08/02/19 03:15:00 AM	34.163
1841	08/02/19 03:20:00 AM	34.163
1842	08/02/19 03:25:00 AM	34.163
1843	08/02/19 03:30:00 AM	34.163
1844	08/02/19 03:35:00 AM	34.268
1845	08/02/19 03:40:00 AM	34.163
1846	08/02/19 03:45:00 AM	34.163
1847	08/02/19 03:50:00 AM	34.163
1848	08/02/19 03:55:00 AM	34.163
1849	08/02/19 04:00:00 AM	34.163
1850	08/02/19 04:05:00 AM	34.163
1851	08/02/19 04:10:00 AM	34.163
1852	08/02/19 04:15:00 AM	34.163
1853	08/02/19 04:20:00 AM	34.163
1854	08/02/19 04:25:00 AM	34.163
1855	08/02/19 04:30:00 AM	34.163
1856	08/02/19 04:35:00 AM	34.163
1857	08/02/19 04:40:00 AM	34.163
1858	08/02/19 04:45:00 AM	34.163
1859	08/02/19 04:50:00 AM	34.163
1860	08/02/19 04:55:00 AM	34.163
1861	08/02/19 05:00:00 AM	34.163
1862	08/02/19 05:05:00 AM	34.163
1863	08/02/19 05:10:00 AM	34.163
1864	08/02/19 05:15:00 AM	34.163
1865	08/02/19 05:20:00 AM	34.163
1866	08/02/19 05:25:00 AM	34.163
1867	08/02/19 05:30:00 AM	34.163
1868	08/02/19 05:35:00 AM	34.163
1869	08/02/19 05:40:00 AM	34.163
1870	08/02/19 05:45:00 AM	34.163
1871	08/02/19 05:50:00 AM	34.163
1872	08/02/19 05:55:00 AM	34.163
1873	08/02/19 06:00:00 AM	34.163
1874	08/02/19 06:05:00 AM	34.163
1875	08/02/19 06:10:00 AM	34.163
1876	08/02/19 06:15:00 AM	34.163
1877	08/02/19 06:20:00 AM	34.163
1878	08/02/19 06:25:00 AM	34.163
1879	08/02/19 06:30:00 AM	34.163
1880	08/02/19 06:35:00 AM	34.163
1881	08/02/19 06:40:00 AM	34.163
1882	08/02/19 06:45:00 AM	34.163
1883	08/02/19 06:50:00 AM	34.163
1884	08/02/19 06:55:00 AM	34.163
1885	08/02/19 07:00:00 AM	34.163
1886	08/02/19 07:05:00 AM	34.163
1887	08/02/19 07:10:00 AM	34.163
1888	08/02/19 07:15:00 AM	34.163
1889	08/02/19 07:20:00 AM	34.163
1890	08/02/19 07:25:00 AM	34.163
1891	08/02/19 07:30:00 AM	34.163
1892	08/02/19 07:35:00 AM	34.163
1893	08/02/19 07:40:00 AM	34.163
1894	08/02/19 07:45:00 AM	34.268
1895	08/02/19 07:50:00 AM	34.163
1896	08/02/19 07:55:00 AM	34.163
1897	08/02/19 08:00:00 AM	34.163
1898	08/02/19 08:05:00 AM	34.163
1899	08/02/19 08:10:00 AM	34.163
1900	08/02/19 08:15:00 AM	34.163
1901	08/02/19 08:20:00 AM	34.163
1902	08/02/19 08:25:00 AM	34.163
1903	08/02/19 08:30:00 AM	34.163
1904	08/02/19 08:35:00 AM	34.163
1905	08/02/19 08:40:00 AM	34.163
1906	08/02/19 08:45:00 AM	34.163
1907	08/02/19 08:50:00 AM	34.268
1908	08/02/19 08:55:00 AM	34.163
1909	08/02/19 09:00:00 AM	34.163
1910	08/02/19 09:05:00 AM	34.163
1911	08/02/19 09:10:00 AM	34.163
1912	08/02/19 09:15:00 AM	34.163
1913	08/02/19 09:20:00 AM	34.163
1914	08/02/19 09:25:00 AM	34.163
1915	08/02/19 09:30:00 AM	34.268
1916	08/02/19 09:35:00 AM	34.163
1917	08/02/19 09:40:00 AM	34.163
1918	08/02/19 09:45:00 AM	34.163
1919	08/02/19 09:50:00 AM	34.163
1920	08/02/19 09:55:00 AM	34.163
1921	08/02/19 10:00:00 AM	34.163
1922	08/02/19 10:05:00 AM	34.163
1923	08/02/19 10:10:00 AM	34.163
1924	08/02/19 10:15:00 AM	34.163
1925	08/02/19 10:20:00 AM	34.268
1926	08/02/19 10:25:00 AM	34.374
1927	08/02/19 10:30:00 AM	34.374
1928	08/02/19 10:35:00 AM	34.374
1929	08/02/19 10:40:00 AM	34.374
1930	08/02/19 10:45:00 AM	34.374
1931	08/02/19 10:50:00 AM	34.374
1932	08/02/19 10:55:00 AM	34.374
1933	08/02/19 11:00:00 AM	34.374
1934	08/02/19 11:05:00 AM	34.374
1935	08/02/19 11:10:00 AM	34.374
1936	08/02/19 11:15:00 AM	34.374
1937	08/02/19 11:20:00 AM	34.479
1938	08/02/19 11:25:00 AM	34.479
1939	08/02/19 11:30:00 AM	34.479
1940	08/02/19 11:35:00 AM	34.479
1941	08/02/19 11:40:00 AM	34.479
1942	08/02/19 11:45:00 AM	34.479
1943	08/02/19 11:50:00 AM	34.479
1944	08/02/19 11:55:00 AM	34.479
1945	08/02/19 12:00:00 PM	34.479
1946	08/02/19 12:05:00 PM	34.479
1947	08/02/19 12:10:00 PM	34.479
1948	08/02/19 12:15:00 PM	34.479
1949	08/02/19 12:20:00 PM	34.479
1950	08/02/19 12:25:00 PM	34.479
1951	08/02/19 12:30:00 PM	34.479
1952	08/02/19 12:35:00 PM	34.479
1953	08/02/19 12:40:00 PM	34.479
1954	08/02/19 12:45:00 PM	34.479
1955	08/02/19 12:50:00 PM	34.479
1956	08/02/19 12:55:00 PM	34.479
1957	08/02/19 01:00:00 PM	34.479
1958	08/02/19 01:05:00 PM	34.479
1959	08/02/19 01:10:00 PM	34.479
1960	08/02/19 01:15:00 PM	34.479
1961	08/02/19 01:20:00 PM	34.479
1962	08/02/19 01:25:00 PM	34.479
1963	08/02/19 01:30:00 PM	34.479
1964	08/02/19 01:35:00 PM	34.479
1965	08/02/19 01:40:00 PM	34.479
1966	08/02/19 01:45:00 PM	34.479
1967	08/02/19 01:50:00 PM	34.479
1968	08/02/19 01:55:00 PM	34.479
1969	08/02/19 02:00:00 PM	34.479
1970	08/02/19 02:05:00 PM	34.479
1971	08/02/19 02:10:00 PM	34.585
1972	08/02/19 02:15:00 PM	34.691
1973	08/02/19 02:20:00 PM	34.796
1974	08/02/19 02:25:00 PM	34.691
1975	08/02/19 02:30:00 PM	34.585
1976	08/02/19 02:35:00 PM	34.585
1977	08/02/19 02:40:00 PM	34.585
1978	08/02/19 02:45:00 PM	34.585
1979	08/02/19 02:50:00 PM	34.585
1980	08/02/19 02:55:00 PM	34.585
1981	08/02/19 03:00:00 PM	34.585
1982	08/02/19 03:05:00 PM	34.479
1983	08/02/19 03:10:00 PM	34.585
1984	08/02/19 03:15:00 PM	34.585
1985	08/02/19 03:20:00 PM	34.585
1986	08/02/19 03:25:00 PM	34.585
1987	08/02/19 03:30:00 PM	34.585
1988	08/02/19 03:35:00 PM	34.585
1989	08/02/19 03:40:00 PM	34.585
1990	08/02/19 03:45:00 PM	34.585
1991	08/02/19 03:50:00 PM	34.585
1992	08/02/19 03:55:00 PM	34.585
1993	08/02/19 04:00:00 PM	34.585
1994	08/02/19 04:05:00 PM	34.585
1995	08/02/19 04:10:00 PM	34.585
1996	08/02/19 04:15:00 PM	34.585
1997	08/02/19 04:20:00 PM	34.585
1998	08/02/19 04:25:00 PM	34.585
1999	08/02/19 04:30:00 PM	34.479
2000	08/02/19 04:35:00 PM	34.479
2001	08/02/19 04:40:00 PM	34.585
2002	08/02/19 04:45:00 PM	34.585
2003	08/02/19 04:50:00 PM	34.585
2004	08/02/19 04:55:00 PM	34.479
2005	08/02/19 05:00:00 PM	34.479
2006	08/02/19 05:05:00 PM	34.585
2007	08/02/19 05:10:00 PM	34.479
2008	08/02/19 05:15:00 PM	34.585
2009	08/02/19 05:20:00 PM	34.585
2010	08/02/19 05:25:00 PM	34.585
2011	08/02/19 05:30:00 PM	34.585
2012	08/02/19 05:35:00 PM	34.585
2013	08/02/19 05:40:00 PM	34.585
2014	08/02/19 05:45:00 PM	34.585
2015	08/02/19 05:50:00 PM	34.585
2016	08/02/19 05:55:00 PM	34.585
2017	08/02/19 06:00:00 PM	34.585
2018	08/02/19 06:05:00 PM	34.585
2019	08/02/19 06:10:00 PM	34.585
2020	08/02/19 06:15:00 PM	34.585
2021	08/02/19 06:20:00 PM	34.585
2022	08/02/19 06:25:00 PM	34.585
2023	08/02/19 06:30:00 PM	34.585
2024	08/02/19 06:35:00 PM	34.585
2025	08/02/19 06:40:00 PM	34.585
2026	08/02/19 06:45:00 PM	34.585
2027	08/02/19 06:50:00 PM	34.585
2028	08/02/19 06:55:00 PM	34.585
2029	08/02/19 07:00:00 PM	34.585
2030	08/02/19 07:05:00 PM	34.585
2031	08/02/19 07:10:00 PM	34.585
2032	08/02/19 07:15:00 PM	34.585
2033	08/02/19 07:20:00 PM	34.585
2034	08/02/19 07:25:00 PM	34.585
2035	08/02/19 07:30:00 PM	34.585
2036	08/02/19 07:35:00 PM	34.585
2037	08/02/19 07:40:00 PM	34.585
2038	08/02/19 07:45:00 PM	34.585
2039	08/02/19 07:50:00 PM	34.585
2040	08/02/19 07:55:00 PM	34.585
2041	08/02/19 08:00:00 PM	34.585
2042	08/02/19 08:05:00 PM	34.585
2043	08/02/19 08:10:00 PM	34.585
2044	08/02/19 08:15:00 PM	34.585
2045	08/02/19 08:20:00 PM	34.585
2046	08/02/19 08:25:00 PM	34.585
2047	08/02/19 08:30:00 PM	34.585
2048	08/02/19 08:35:00 PM	34.585
2049	08/02/19 08:40:00 PM	34.585
2050	08/02/19 08:45:00 PM	34.691
2051	08/02/19 08:50:00 PM	34.585
2052	08/02/19 08:55:00 PM	34.585
2053	08/02/19 09:00:00 PM	34.585
2054	08/02/19 09:05:00 PM	34.585
2055	08/02/19 09:10:00 PM	34.585
2056	08/02/19 09:15:00 PM	34.585
2057	08/02/19 09:20:00 PM	34.585
2058	08/02/19 09:25:00 PM	34.691
2059	08/02/19 09:30:00 PM	34.691
2060	08/02/19 09:35:00 PM	34.691
2061	08/02/19 09:40:00 PM	34.691
2062	08/02/19 09:45:00 PM	34.691
2063	08/02/19 09:50:00 PM	34.691
2064	08/02/19 09:55:00 PM	34.691
2065	08/02/19 10:00:00 PM	34.691
2066	08/02/19 10:05:00 PM	34.691
2067	08/02/19 10:10:00 PM	34.691
2068	08/02/19 10:15:00 PM	34.691
2069	08/02/19 10:20:00 PM	34.691
2070	08/02/19 10:25:00 PM	34.691
2071	08/02/19 10:30:00 PM	34.691
2072	08/02/19 10:35:00 PM	34.691
2073	08/02/19 10:40:00 PM	34.691
2074	08/02/19 10:45:00 PM	34.691
2075	08/02/19 10:50:00 PM	34.691
2076	08/02/19 10:55:00 PM	34.691
2077	08/02/19 11:00:00 PM	34.691
2078	08/02/19 11:05:00 PM	34.691
2079	08/02/19 11:10:00 PM	34.691
2080	08/02/19 11:15:00 PM	34.691
2081	08/02/19 11:20:00 PM	34.691
2082	08/02/19 11:25:00 PM	34.691
2083	08/02/19 11:30:00 PM	34.691
2084	08/02/19 11:35:00 PM	34.691
2085	08/02/19 11:40:00 PM	34.691
2086	08/02/19 11:45:00 PM	34.691
2087	08/02/19 11:50:00 PM	34.691
2088	08/02/19 11:55:00 PM	34.691
2089	08/03/19 12:00:00 AM	34.691
2090	08/03/19 12:05:00 AM	34.691
2091	08/03/19 12:10:00 AM	34.691
2092	08/03/19 12:15:00 AM	34.691
2093	08/03/19 12:20:00 AM	34.691
2094	08/03/19 12:25:00 AM	34.691
2095	08/03/19 12:30:00 AM	34.691
2096	08/03/19 12:35:00 AM	34.691
2097	08/03/19 12:40:00 AM	34.691
2098	08/03/19 12:45:00 AM	34.691
2099	08/03/19 12:50:00 AM	34.691
2100	08/03/19 12:55:00 AM	34.691
2101	08/03/19 01:00:00 AM	34.691
2102	08/03/19 01:05:00 AM	34.691
2103	08/03/19 01:10:00 AM	34.691
2104	08/03/19 01:15:00 AM	34.691
2105	08/03/19 01:20:00 AM	34.691
2106	08/03/19 01:25:00 AM	34.691
2107	08/03/19 01:30:00 AM	34.691
2108	08/03/19 01:35:00 AM	34.691
2109	08/03/19 01:40:00 AM	34.691
2110	08/03/19 01:45:00 AM	34.691
2111	08/03/19 01:50:00 AM	34.691
2112	08/03/19 01:55:00 AM	34.691
2113	08/03/19 02:00:00 AM	34.691
2114	08/03/19 02:05:00 AM	34.691
2115	08/03/19 02:10:00 AM	34.691
2116	08/03/19 02:15:00 AM	34.691
2117	08/03/19 02:20:00 AM	34.691
2118	08/03/19 02:25:00 AM	34.691
2119	08/03/19 02:30:00 AM	34.691
2120	08/03/19 02:35:00 AM	34.691
