RecNum	DateTime	KAUST_LT_Tank5-S36.5A
88	07/27/19 01:15:00 AM	30.054
89	07/27/19 01:20:00 AM	30.054
90	07/27/19 01:25:00 AM	30.054
91	07/27/19 01:30:00 AM	30.154
92	07/27/19 01:35:00 AM	30.154
93	07/27/19 01:40:00 AM	30.154
94	07/27/19 01:45:00 AM	30.154
95	07/27/19 01:50:00 AM	30.154
96	07/27/19 01:55:00 AM	30.154
97	07/27/19 02:00:00 AM	30.054
98	07/27/19 02:05:00 AM	30.054
99	07/27/19 02:10:00 AM	30.054
100	07/27/19 02:15:00 AM	30.154
101	07/27/19 02:20:00 AM	30.154
102	07/27/19 02:25:00 AM	30.154
103	07/27/19 02:30:00 AM	30.154
104	07/27/19 02:35:00 AM	30.154
105	07/27/19 02:40:00 AM	30.154
106	07/27/19 02:45:00 AM	30.154
107	07/27/19 02:50:00 AM	30.054
108	07/27/19 02:55:00 AM	30.154
109	07/27/19 03:00:00 AM	30.154
110	07/27/19 03:05:00 AM	30.154
111	07/27/19 03:10:00 AM	30.154
112	07/27/19 03:15:00 AM	30.154
113	07/27/19 03:20:00 AM	30.154
114	07/27/19 03:25:00 AM	30.154
115	07/27/19 03:30:00 AM	30.154
116	07/27/19 03:35:00 AM	30.154
117	07/27/19 03:40:00 AM	30.154
118	07/27/19 03:45:00 AM	30.154
119	07/27/19 03:50:00 AM	30.154
120	07/27/19 03:55:00 AM	30.154
121	07/27/19 04:00:00 AM	30.154
122	07/27/19 04:05:00 AM	30.154
123	07/27/19 04:10:00 AM	30.154
124	07/27/19 04:15:00 AM	30.154
125	07/27/19 04:20:00 AM	30.154
126	07/27/19 04:25:00 AM	30.154
127	07/27/19 04:30:00 AM	30.154
128	07/27/19 04:35:00 AM	30.154
129	07/27/19 04:40:00 AM	30.154
130	07/27/19 04:45:00 AM	30.154
131	07/27/19 04:50:00 AM	30.054
132	07/27/19 04:55:00 AM	30.154
133	07/27/19 05:00:00 AM	30.154
134	07/27/19 05:05:00 AM	30.154
135	07/27/19 05:10:00 AM	30.154
136	07/27/19 05:15:00 AM	30.154
137	07/27/19 05:20:00 AM	30.154
138	07/27/19 05:25:00 AM	30.054
139	07/27/19 05:30:00 AM	30.154
140	07/27/19 05:35:00 AM	30.054
141	07/27/19 05:40:00 AM	30.054
142	07/27/19 05:45:00 AM	30.054
143	07/27/19 05:50:00 AM	30.154
144	07/27/19 05:55:00 AM	30.154
145	07/27/19 06:00:00 AM	30.154
146	07/27/19 06:05:00 AM	30.154
147	07/27/19 06:10:00 AM	30.154
148	07/27/19 06:15:00 AM	30.054
149	07/27/19 06:20:00 AM	30.154
150	07/27/19 06:25:00 AM	30.154
151	07/27/19 06:30:00 AM	30.054
152	07/27/19 06:35:00 AM	30.054
153	07/27/19 06:40:00 AM	30.054
154	07/27/19 06:45:00 AM	30.054
155	07/27/19 06:50:00 AM	30.154
156	07/27/19 06:55:00 AM	30.154
157	07/27/19 07:00:00 AM	30.054
158	07/27/19 07:05:00 AM	30.054
159	07/27/19 07:10:00 AM	30.054
160	07/27/19 07:15:00 AM	30.054
161	07/27/19 07:20:00 AM	30.054
162	07/27/19 07:25:00 AM	30.054
163	07/27/19 07:30:00 AM	30.154
164	07/27/19 07:35:00 AM	30.054
165	07/27/19 07:40:00 AM	30.054
166	07/27/19 07:45:00 AM	30.054
167	07/27/19 07:50:00 AM	30.054
168	07/27/19 07:55:00 AM	30.054
169	07/27/19 08:00:00 AM	30.054
170	07/27/19 08:05:00 AM	30.054
171	07/27/19 08:10:00 AM	30.054
172	07/27/19 08:15:00 AM	30.054
173	07/27/19 08:20:00 AM	30.054
174	07/27/19 08:25:00 AM	30.054
175	07/27/19 08:30:00 AM	30.054
176	07/27/19 08:35:00 AM	30.054
177	07/27/19 08:40:00 AM	30.054
178	07/27/19 08:45:00 AM	30.054
179	07/27/19 08:50:00 AM	30.054
180	07/27/19 08:55:00 AM	30.054
181	07/27/19 09:00:00 AM	30.054
182	07/27/19 09:05:00 AM	30.054
183	07/27/19 09:10:00 AM	30.054
184	07/27/19 09:15:00 AM	30.054
185	07/27/19 09:20:00 AM	30.054
186	07/27/19 09:25:00 AM	30.054
187	07/27/19 09:30:00 AM	30.054
188	07/27/19 09:35:00 AM	30.054
189	07/27/19 09:40:00 AM	30.054
190	07/27/19 09:45:00 AM	30.054
191	07/27/19 09:50:00 AM	30.054
192	07/27/19 09:55:00 AM	30.054
193	07/27/19 10:00:00 AM	30.054
194	07/27/19 10:05:00 AM	30.054
195	07/27/19 10:10:00 AM	30.054
196	07/27/19 10:15:00 AM	30.054
197	07/27/19 10:20:00 AM	30.054
198	07/27/19 10:25:00 AM	30.054
199	07/27/19 10:30:00 AM	30.054
200	07/27/19 10:35:00 AM	30.054
201	07/27/19 10:40:00 AM	30.054
202	07/27/19 10:45:00 AM	30.054
203	07/27/19 10:50:00 AM	30.054
204	07/27/19 10:55:00 AM	30.054
205	07/27/19 11:00:00 AM	30.054
206	07/27/19 11:05:00 AM	30.054
207	07/27/19 11:10:00 AM	30.054
208	07/27/19 11:15:00 AM	30.054
209	07/27/19 11:20:00 AM	30.054
210	07/27/19 11:25:00 AM	30.054
211	07/27/19 11:30:00 AM	30.054
212	07/27/19 11:35:00 AM	30.054
213	07/27/19 11:40:00 AM	30.054
214	07/27/19 11:45:00 AM	30.054
215	07/27/19 11:50:00 AM	30.054
216	07/27/19 11:55:00 AM	30.054
217	07/27/19 12:00:00 PM	30.054
218	07/27/19 12:05:00 PM	29.953
219	07/27/19 12:10:00 PM	29.953
220	07/27/19 12:15:00 PM	30.054
221	07/27/19 12:20:00 PM	30.054
222	07/27/19 12:25:00 PM	30.054
223	07/27/19 12:30:00 PM	30.054
224	07/27/19 12:35:00 PM	30.054
225	07/27/19 12:40:00 PM	30.054
226	07/27/19 12:45:00 PM	30.054
227	07/27/19 12:50:00 PM	30.054
228	07/27/19 12:55:00 PM	30.054
229	07/27/19 01:00:00 PM	30.054
230	07/27/19 01:05:00 PM	30.154
231	07/27/19 01:10:00 PM	30.154
232	07/27/19 01:15:00 PM	30.154
233	07/27/19 01:20:00 PM	30.054
234	07/27/19 01:25:00 PM	30.154
235	07/27/19 01:30:00 PM	30.154
236	07/27/19 01:35:00 PM	30.154
237	07/27/19 01:40:00 PM	30.154
238	07/27/19 01:45:00 PM	30.154
239	07/27/19 01:50:00 PM	30.154
240	07/27/19 01:55:00 PM	30.154
241	07/27/19 02:00:00 PM	30.054
242	07/27/19 02:05:00 PM	30.154
243	07/27/19 02:10:00 PM	30.154
244	07/27/19 02:15:00 PM	30.154
245	07/27/19 02:20:00 PM	30.154
246	07/27/19 02:25:00 PM	30.054
247	07/27/19 02:30:00 PM	30.054
248	07/27/19 02:35:00 PM	30.054
249	07/27/19 02:40:00 PM	30.154
250	07/27/19 02:45:00 PM	30.154
251	07/27/19 02:50:00 PM	30.154
252	07/27/19 02:55:00 PM	30.154
253	07/27/19 03:00:00 PM	30.154
254	07/27/19 03:05:00 PM	30.154
255	07/27/19 03:10:00 PM	30.154
256	07/27/19 03:15:00 PM	30.154
257	07/27/19 03:20:00 PM	30.154
258	07/27/19 03:25:00 PM	30.054
259	07/27/19 03:30:00 PM	30.054
260	07/27/19 03:35:00 PM	30.054
261	07/27/19 03:40:00 PM	30.154
262	07/27/19 03:45:00 PM	30.154
263	07/27/19 03:50:00 PM	30.154
264	07/27/19 03:55:00 PM	30.054
265	07/27/19 04:00:00 PM	30.054
266	07/27/19 04:05:00 PM	30.054
267	07/27/19 04:10:00 PM	30.154
268	07/27/19 04:15:00 PM	30.154
269	07/27/19 04:20:00 PM	30.154
270	07/27/19 04:25:00 PM	30.154
271	07/27/19 04:30:00 PM	30.154
272	07/27/19 04:35:00 PM	30.054
273	07/27/19 04:40:00 PM	30.054
274	07/27/19 04:45:00 PM	30.154
275	07/27/19 04:50:00 PM	30.154
276	07/27/19 04:55:00 PM	30.255
277	07/27/19 05:00:00 PM	30.255
278	07/27/19 05:05:00 PM	30.255
279	07/27/19 05:10:00 PM	30.255
280	07/27/19 05:15:00 PM	30.255
281	07/27/19 05:20:00 PM	30.255
282	07/27/19 05:25:00 PM	30.255
283	07/27/19 05:30:00 PM	30.356
284	07/27/19 05:35:00 PM	30.356
285	07/27/19 05:40:00 PM	30.255
286	07/27/19 05:45:00 PM	30.255
287	07/27/19 05:50:00 PM	30.255
288	07/27/19 05:55:00 PM	30.255
289	07/27/19 06:00:00 PM	30.255
290	07/27/19 06:05:00 PM	30.255
291	07/27/19 06:10:00 PM	30.356
292	07/27/19 06:15:00 PM	30.255
293	07/27/19 06:20:00 PM	30.356
294	07/27/19 06:25:00 PM	30.356
295	07/27/19 06:30:00 PM	30.255
296	07/27/19 06:35:00 PM	30.255
297	07/27/19 06:40:00 PM	30.255
298	07/27/19 06:45:00 PM	30.255
299	07/27/19 06:50:00 PM	30.255
300	07/27/19 06:55:00 PM	30.255
301	07/27/19 07:00:00 PM	30.255
302	07/27/19 07:05:00 PM	30.255
303	07/27/19 07:10:00 PM	30.255
304	07/27/19 07:15:00 PM	30.154
305	07/27/19 07:20:00 PM	30.154
306	07/27/19 07:25:00 PM	30.154
307	07/27/19 07:30:00 PM	30.154
308	07/27/19 07:35:00 PM	30.154
309	07/27/19 07:40:00 PM	30.154
310	07/27/19 07:45:00 PM	30.154
311	07/27/19 07:50:00 PM	30.154
312	07/27/19 07:55:00 PM	30.054
313	07/27/19 08:00:00 PM	30.054
314	07/27/19 08:05:00 PM	30.054
315	07/27/19 08:10:00 PM	30.054
316	07/27/19 08:15:00 PM	30.154
317	07/27/19 08:20:00 PM	30.054
318	07/27/19 08:25:00 PM	30.054
319	07/27/19 08:30:00 PM	30.054
320	07/27/19 08:35:00 PM	30.054
321	07/27/19 08:40:00 PM	30.054
322	07/27/19 08:45:00 PM	30.054
323	07/27/19 08:50:00 PM	30.054
324	07/27/19 08:55:00 PM	30.154
325	07/27/19 09:00:00 PM	30.054
326	07/27/19 09:05:00 PM	30.054
327	07/27/19 09:10:00 PM	30.054
328	07/27/19 09:15:00 PM	30.054
329	07/27/19 09:20:00 PM	30.054
330	07/27/19 09:25:00 PM	30.054
331	07/27/19 09:30:00 PM	30.054
332	07/27/19 09:35:00 PM	30.054
333	07/27/19 09:40:00 PM	30.054
334	07/27/19 09:45:00 PM	30.054
335	07/27/19 09:50:00 PM	30.054
336	07/27/19 09:55:00 PM	30.054
337	07/27/19 10:00:00 PM	30.054
338	07/27/19 10:05:00 PM	30.054
339	07/27/19 10:10:00 PM	30.054
340	07/27/19 10:15:00 PM	30.054
341	07/27/19 10:20:00 PM	29.953
342	07/27/19 10:25:00 PM	30.054
343	07/27/19 10:30:00 PM	30.054
344	07/27/19 10:35:00 PM	30.054
345	07/27/19 10:40:00 PM	30.054
346	07/27/19 10:45:00 PM	30.054
347	07/27/19 10:50:00 PM	30.054
348	07/27/19 10:55:00 PM	30.054
349	07/27/19 11:00:00 PM	30.054
350	07/27/19 11:05:00 PM	30.054
351	07/27/19 11:10:00 PM	30.054
352	07/27/19 11:15:00 PM	30.054
353	07/27/19 11:20:00 PM	30.054
354	07/27/19 11:25:00 PM	30.054
355	07/27/19 11:30:00 PM	30.054
356	07/27/19 11:35:00 PM	30.054
357	07/27/19 11:40:00 PM	30.054
358	07/27/19 11:45:00 PM	30.054
359	07/27/19 11:50:00 PM	30.054
360	07/27/19 11:55:00 PM	30.054
361	07/28/19 12:00:00 AM	30.054
362	07/28/19 12:05:00 AM	30.054
363	07/28/19 12:10:00 AM	30.054
364	07/28/19 12:15:00 AM	30.054
365	07/28/19 12:20:00 AM	30.054
366	07/28/19 12:25:00 AM	30.054
367	07/28/19 12:30:00 AM	30.054
368	07/28/19 12:35:00 AM	29.953
369	07/28/19 12:40:00 AM	30.054
370	07/28/19 12:45:00 AM	30.054
371	07/28/19 12:50:00 AM	30.054
372	07/28/19 12:55:00 AM	30.054
373	07/28/19 01:00:00 AM	30.054
374	07/28/19 01:05:00 AM	30.054
375	07/28/19 01:10:00 AM	30.054
376	07/28/19 01:15:00 AM	30.054
377	07/28/19 01:20:00 AM	30.054
378	07/28/19 01:25:00 AM	30.054
379	07/28/19 01:30:00 AM	30.054
380	07/28/19 01:35:00 AM	29.953
381	07/28/19 01:40:00 AM	29.953
382	07/28/19 01:45:00 AM	30.054
383	07/28/19 01:50:00 AM	30.054
384	07/28/19 01:55:00 AM	30.054
385	07/28/19 02:00:00 AM	29.953
386	07/28/19 02:05:00 AM	29.953
387	07/28/19 02:10:00 AM	29.953
388	07/28/19 02:15:00 AM	30.054
389	07/28/19 02:20:00 AM	30.054
390	07/28/19 02:25:00 AM	30.054
391	07/28/19 02:30:00 AM	30.054
392	07/28/19 02:35:00 AM	30.054
393	07/28/19 02:40:00 AM	30.054
394	07/28/19 02:45:00 AM	29.953
395	07/28/19 02:50:00 AM	29.953
396	07/28/19 02:55:00 AM	30.054
397	07/28/19 03:00:00 AM	30.054
398	07/28/19 03:05:00 AM	30.054
399	07/28/19 03:10:00 AM	30.054
400	07/28/19 03:15:00 AM	30.054
401	07/28/19 03:20:00 AM	29.953
402	07/28/19 03:25:00 AM	29.953
403	07/28/19 03:30:00 AM	30.054
404	07/28/19 03:35:00 AM	30.054
405	07/28/19 03:40:00 AM	30.054
406	07/28/19 03:45:00 AM	30.054
407	07/28/19 03:50:00 AM	30.054
408	07/28/19 03:55:00 AM	30.054
409	07/28/19 04:00:00 AM	30.054
410	07/28/19 04:05:00 AM	29.953
411	07/28/19 04:10:00 AM	29.953
412	07/28/19 04:15:00 AM	29.953
413	07/28/19 04:20:00 AM	30.054
414	07/28/19 04:25:00 AM	29.953
415	07/28/19 04:30:00 AM	30.054
416	07/28/19 04:35:00 AM	29.953
417	07/28/19 04:40:00 AM	29.953
418	07/28/19 04:45:00 AM	29.953
419	07/28/19 04:50:00 AM	30.054
420	07/28/19 04:55:00 AM	30.054
421	07/28/19 05:00:00 AM	29.953
422	07/28/19 05:05:00 AM	29.953
423	07/28/19 05:10:00 AM	29.953
424	07/28/19 05:15:00 AM	29.953
425	07/28/19 05:20:00 AM	29.953
426	07/28/19 05:25:00 AM	29.953
427	07/28/19 05:30:00 AM	29.953
428	07/28/19 05:35:00 AM	30.054
429	07/28/19 05:40:00 AM	30.054
430	07/28/19 05:45:00 AM	30.054
431	07/28/19 05:50:00 AM	30.054
432	07/28/19 05:55:00 AM	30.054
433	07/28/19 06:00:00 AM	29.953
434	07/28/19 06:05:00 AM	29.953
435	07/28/19 06:10:00 AM	29.953
436	07/28/19 06:15:00 AM	29.953
437	07/28/19 06:20:00 AM	29.953
438	07/28/19 06:25:00 AM	30.054
439	07/28/19 06:30:00 AM	30.054
440	07/28/19 06:35:00 AM	29.953
441	07/28/19 06:40:00 AM	29.953
442	07/28/19 06:45:00 AM	29.953
443	07/28/19 06:50:00 AM	29.953
444	07/28/19 06:55:00 AM	30.054
445	07/28/19 07:00:00 AM	30.054
446	07/28/19 07:05:00 AM	30.054
447	07/28/19 07:10:00 AM	30.054
448	07/28/19 07:15:00 AM	30.054
449	07/28/19 07:20:00 AM	29.953
450	07/28/19 07:25:00 AM	29.953
451	07/28/19 07:30:00 AM	29.953
452	07/28/19 07:35:00 AM	29.953
453	07/28/19 07:40:00 AM	29.953
454	07/28/19 07:45:00 AM	30.054
455	07/28/19 07:50:00 AM	30.054
456	07/28/19 07:55:00 AM	29.953
457	07/28/19 08:00:00 AM	29.953
458	07/28/19 08:05:00 AM	29.953
459	07/28/19 08:10:00 AM	29.953
460	07/28/19 08:15:00 AM	29.953
461	07/28/19 08:20:00 AM	29.953
462	07/28/19 08:25:00 AM	29.953
463	07/28/19 08:30:00 AM	29.953
464	07/28/19 08:35:00 AM	29.953
465	07/28/19 08:40:00 AM	29.953
466	07/28/19 08:45:00 AM	29.953
467	07/28/19 08:50:00 AM	29.953
468	07/28/19 08:55:00 AM	29.953
469	07/28/19 09:00:00 AM	29.953
470	07/28/19 09:05:00 AM	29.953
471	07/28/19 09:10:00 AM	29.953
472	07/28/19 09:15:00 AM	29.953
473	07/28/19 09:20:00 AM	29.953
474	07/28/19 09:25:00 AM	29.953
475	07/28/19 09:30:00 AM	29.953
476	07/28/19 09:35:00 AM	29.953
477	07/28/19 09:40:00 AM	29.953
478	07/28/19 09:45:00 AM	30.054
479	07/28/19 09:50:00 AM	29.953
480	07/28/19 09:55:00 AM	29.953
481	07/28/19 10:00:00 AM	29.953
482	07/28/19 10:05:00 AM	29.953
483	07/28/19 10:10:00 AM	30.054
484	07/28/19 10:15:00 AM	30.054
485	07/28/19 10:20:00 AM	30.054
486	07/28/19 10:25:00 AM	30.054
487	07/28/19 10:30:00 AM	29.953
488	07/28/19 10:35:00 AM	30.054
489	07/28/19 10:40:00 AM	30.054
490	07/28/19 10:45:00 AM	30.054
491	07/28/19 10:50:00 AM	30.054
492	07/28/19 10:55:00 AM	30.054
493	07/28/19 11:00:00 AM	30.054
494	07/28/19 11:05:00 AM	30.054
495	07/28/19 11:10:00 AM	30.054
496	07/28/19 11:15:00 AM	30.054
497	07/28/19 11:20:00 AM	30.054
498	07/28/19 11:25:00 AM	30.054
499	07/28/19 11:30:00 AM	30.054
500	07/28/19 11:35:00 AM	30.054
501	07/28/19 11:40:00 AM	30.054
502	07/28/19 11:45:00 AM	30.054
503	07/28/19 11:50:00 AM	30.054
504	07/28/19 11:55:00 AM	30.054
505	07/28/19 12:00:00 PM	30.054
506	07/28/19 12:05:00 PM	30.054
507	07/28/19 12:10:00 PM	30.054
508	07/28/19 12:15:00 PM	30.054
509	07/28/19 12:20:00 PM	30.054
510	07/28/19 12:25:00 PM	30.054
511	07/28/19 12:30:00 PM	30.054
512	07/28/19 12:35:00 PM	30.054
513	07/28/19 12:40:00 PM	30.054
514	07/28/19 12:45:00 PM	30.054
515	07/28/19 12:50:00 PM	30.054
516	07/28/19 12:55:00 PM	30.054
517	07/28/19 01:00:00 PM	30.054
518	07/28/19 01:05:00 PM	30.054
519	07/28/19 01:10:00 PM	30.054
520	07/28/19 01:15:00 PM	30.054
521	07/28/19 01:20:00 PM	30.054
522	07/28/19 01:25:00 PM	30.054
523	07/28/19 01:30:00 PM	30.054
524	07/28/19 01:35:00 PM	30.054
525	07/28/19 01:40:00 PM	30.054
526	07/28/19 01:45:00 PM	30.054
527	07/28/19 01:50:00 PM	30.054
528	07/28/19 01:55:00 PM	29.953
529	07/28/19 02:00:00 PM	29.752
530	07/28/19 02:05:00 PM	29.652
531	07/28/19 02:10:00 PM	29.552
532	07/28/19 02:15:00 PM	29.552
533	07/28/19 02:20:00 PM	27.567
534	07/28/19 02:25:00 PM	28.555
535	07/28/19 02:30:00 PM	29.452
536	07/28/19 02:35:00 PM	29.752
537	07/28/19 02:40:00 PM	29.953
538	07/28/19 02:45:00 PM	30.154
539	07/28/19 02:50:00 PM	30.457
540	07/28/19 02:55:00 PM	30.659
541	07/28/19 03:00:00 PM	30.760
542	07/28/19 03:05:00 PM	30.963
543	07/28/19 03:10:00 PM	31.064
544	07/28/19 03:15:00 PM	31.268
545	07/28/19 03:20:00 PM	31.370
546	07/28/19 03:25:00 PM	31.574
547	07/28/19 03:30:00 PM	31.676
548	07/28/19 03:35:00 PM	31.880
549	07/28/19 03:40:00 PM	31.880
550	07/28/19 03:45:00 PM	31.983
551	07/28/19 03:50:00 PM	32.086
552	07/28/19 03:55:00 PM	32.188
553	07/28/19 04:00:00 PM	32.291
554	07/28/19 04:05:00 PM	32.394
555	07/28/19 04:10:00 PM	32.497
556	07/28/19 04:15:00 PM	32.600
557	07/28/19 04:20:00 PM	32.600
558	07/28/19 04:25:00 PM	32.704
559	07/28/19 04:30:00 PM	32.807
560	07/28/19 04:35:00 PM	32.807
561	07/28/19 04:40:00 PM	32.911
562	07/28/19 04:45:00 PM	33.014
563	07/28/19 04:50:00 PM	33.014
564	07/28/19 04:55:00 PM	33.118
565	07/28/19 05:00:00 PM	33.118
566	07/28/19 05:05:00 PM	33.118
567	07/28/19 05:10:00 PM	33.222
568	07/28/19 05:15:00 PM	33.222
569	07/28/19 05:20:00 PM	33.326
570	07/28/19 05:25:00 PM	33.326
571	07/28/19 05:30:00 PM	33.430
572	07/28/19 05:35:00 PM	33.430
573	07/28/19 05:40:00 PM	33.535
574	07/28/19 05:45:00 PM	33.535
575	07/28/19 05:50:00 PM	33.535
576	07/28/19 05:55:00 PM	33.535
577	07/28/19 06:00:00 PM	33.639
578	07/28/19 06:05:00 PM	33.639
579	07/28/19 06:10:00 PM	33.639
580	07/28/19 06:15:00 PM	33.639
581	07/28/19 06:20:00 PM	33.639
582	07/28/19 06:25:00 PM	33.639
583	07/28/19 06:30:00 PM	32.807
584	07/28/19 06:35:00 PM	31.676
585	07/28/19 06:40:00 PM	30.760
586	07/28/19 06:45:00 PM	30.054
587	07/28/19 06:50:00 PM	29.552
588	07/28/19 06:55:00 PM	29.152
589	07/28/19 07:00:00 PM	29.053
590	07/28/19 07:05:00 PM	28.953
591	07/28/19 07:10:00 PM	28.853
592	07/28/19 07:15:00 PM	28.754
593	07/28/19 07:20:00 PM	28.555
594	07/28/19 07:25:00 PM	28.555
595	07/28/19 07:30:00 PM	28.555
596	07/28/19 07:35:00 PM	28.754
597	07/28/19 07:40:00 PM	28.853
598	07/28/19 07:45:00 PM	28.853
599	07/28/19 07:50:00 PM	29.053
600	07/28/19 07:55:00 PM	29.152
601	07/28/19 08:00:00 PM	29.152
602	07/28/19 08:05:00 PM	29.152
603	07/28/19 08:10:00 PM	29.152
604	07/28/19 08:15:00 PM	29.152
605	07/28/19 08:20:00 PM	29.252
606	07/28/19 08:25:00 PM	29.252
607	07/28/19 08:30:00 PM	29.352
608	07/28/19 08:35:00 PM	29.352
609	07/28/19 08:40:00 PM	29.352
610	07/28/19 08:45:00 PM	29.252
611	07/28/19 08:50:00 PM	29.252
612	07/28/19 08:55:00 PM	29.252
613	07/28/19 09:00:00 PM	29.352
614	07/28/19 09:05:00 PM	29.352
615	07/28/19 09:10:00 PM	29.352
616	07/28/19 09:15:00 PM	29.452
617	07/28/19 09:20:00 PM	29.552
618	07/28/19 09:25:00 PM	29.552
619	07/28/19 09:30:00 PM	29.552
620	07/28/19 09:35:00 PM	29.552
621	07/28/19 09:40:00 PM	29.552
622	07/28/19 09:45:00 PM	29.552
623	07/28/19 09:50:00 PM	29.552
624	07/28/19 09:55:00 PM	29.552
625	07/28/19 10:00:00 PM	29.552
626	07/28/19 10:05:00 PM	29.552
627	07/28/19 10:10:00 PM	29.552
628	07/28/19 10:15:00 PM	29.552
629	07/28/19 10:20:00 PM	29.652
630	07/28/19 10:25:00 PM	29.752
631	07/28/19 10:30:00 PM	29.752
632	07/28/19 10:35:00 PM	29.853
633	07/28/19 10:40:00 PM	29.752
634	07/28/19 10:45:00 PM	29.752
635	07/28/19 10:50:00 PM	29.652
636	07/28/19 10:55:00 PM	29.853
637	07/28/19 11:00:00 PM	29.853
638	07/28/19 11:05:00 PM	29.853
639	07/28/19 11:10:00 PM	29.752
640	07/28/19 11:15:00 PM	29.752
641	07/28/19 11:20:00 PM	29.752
642	07/28/19 11:25:00 PM	29.752
643	07/28/19 11:30:00 PM	29.752
644	07/28/19 11:35:00 PM	29.853
645	07/28/19 11:40:00 PM	29.953
646	07/28/19 11:45:00 PM	29.953
647	07/28/19 11:50:00 PM	29.953
648	07/28/19 11:55:00 PM	29.953
649	07/29/19 12:00:00 AM	29.853
650	07/29/19 12:05:00 AM	29.752
651	07/29/19 12:10:00 AM	29.752
652	07/29/19 12:15:00 AM	29.853
653	07/29/19 12:20:00 AM	29.953
654	07/29/19 12:25:00 AM	30.054
655	07/29/19 12:30:00 AM	29.953
656	07/29/19 12:35:00 AM	29.853
657	07/29/19 12:40:00 AM	29.853
658	07/29/19 12:45:00 AM	29.853
659	07/29/19 12:50:00 AM	29.953
660	07/29/19 12:55:00 AM	30.054
661	07/29/19 01:00:00 AM	29.953
662	07/29/19 01:05:00 AM	29.953
663	07/29/19 01:10:00 AM	29.953
