RecNum	DateTime	KAUST_LT_Tank13-Control_32A
313	07/27/19 08:00:00 PM	32.497
314	07/27/19 08:05:00 PM	32.600
315	07/27/19 08:10:00 PM	32.807
316	07/27/19 08:15:00 PM	32.911
317	07/27/19 08:20:00 PM	33.014
318	07/27/19 08:25:00 PM	33.118
319	07/27/19 08:30:00 PM	33.222
320	07/27/19 08:35:00 PM	33.222
321	07/27/19 08:40:00 PM	33.326
322	07/27/19 08:45:00 PM	33.430
323	07/27/19 08:50:00 PM	33.535
324	07/27/19 08:55:00 PM	33.639
325	07/27/19 09:00:00 PM	33.743
326	07/27/19 09:05:00 PM	33.743
327	07/27/19 09:10:00 PM	33.848
328	07/27/19 09:15:00 PM	33.953
329	07/27/19 09:20:00 PM	33.953
330	07/27/19 09:25:00 PM	34.058
331	07/27/19 09:30:00 PM	34.163
332	07/27/19 09:35:00 PM	34.268
333	07/27/19 09:40:00 PM	34.268
334	07/27/19 09:45:00 PM	34.374
335	07/27/19 09:50:00 PM	34.374
336	07/27/19 09:55:00 PM	34.479
337	07/27/19 10:00:00 PM	34.479
338	07/27/19 10:05:00 PM	34.585
339	07/27/19 10:10:00 PM	34.585
340	07/27/19 10:15:00 PM	34.585
341	07/27/19 10:20:00 PM	34.691
342	07/27/19 10:25:00 PM	34.796
343	07/27/19 10:30:00 PM	34.796
344	07/27/19 10:35:00 PM	34.796
345	07/27/19 10:40:00 PM	34.903
346	07/27/19 10:45:00 PM	34.903
347	07/27/19 10:50:00 PM	34.903
348	07/27/19 10:55:00 PM	35.009
349	07/27/19 11:00:00 PM	35.009
350	07/27/19 11:05:00 PM	35.115
351	07/27/19 11:10:00 PM	35.115
352	07/27/19 11:15:00 PM	35.115
353	07/27/19 11:20:00 PM	35.222
354	07/27/19 11:25:00 PM	35.222
355	07/27/19 11:30:00 PM	35.222
356	07/27/19 11:35:00 PM	35.222
357	07/27/19 11:40:00 PM	35.328
358	07/27/19 11:45:00 PM	35.328
359	07/27/19 11:50:00 PM	35.328
360	07/27/19 11:55:00 PM	35.435
361	07/28/19 12:00:00 AM	35.328
362	07/28/19 12:05:00 AM	35.328
363	07/28/19 12:10:00 AM	35.435
364	07/28/19 12:15:00 AM	35.435
365	07/28/19 12:20:00 AM	35.435
366	07/28/19 12:25:00 AM	35.435
367	07/28/19 12:30:00 AM	35.435
368	07/28/19 12:35:00 AM	35.542
369	07/28/19 12:40:00 AM	35.435
370	07/28/19 12:45:00 AM	35.542
371	07/28/19 12:50:00 AM	35.542
372	07/28/19 12:55:00 AM	35.542
373	07/28/19 01:00:00 AM	35.542
374	07/28/19 01:05:00 AM	35.542
375	07/28/19 01:10:00 AM	35.542
376	07/28/19 01:15:00 AM	35.649
377	07/28/19 01:20:00 AM	35.542
378	07/28/19 01:25:00 AM	35.649
379	07/28/19 01:30:00 AM	35.542
380	07/28/19 01:35:00 AM	35.542
381	07/28/19 01:40:00 AM	35.542
382	07/28/19 01:45:00 AM	35.542
383	07/28/19 01:50:00 AM	35.649
384	07/28/19 01:55:00 AM	35.649
385	07/28/19 02:00:00 AM	35.649
386	07/28/19 02:05:00 AM	35.649
387	07/28/19 02:10:00 AM	35.649
388	07/28/19 02:15:00 AM	35.649
389	07/28/19 02:20:00 AM	35.756
390	07/28/19 02:25:00 AM	35.756
391	07/28/19 02:30:00 AM	35.649
392	07/28/19 02:35:00 AM	35.756
393	07/28/19 02:40:00 AM	35.649
394	07/28/19 02:45:00 AM	35.649
395	07/28/19 02:50:00 AM	35.649
396	07/28/19 02:55:00 AM	35.649
397	07/28/19 03:00:00 AM	35.756
398	07/28/19 03:05:00 AM	35.756
399	07/28/19 03:10:00 AM	35.756
400	07/28/19 03:15:00 AM	35.756
401	07/28/19 03:20:00 AM	35.756
402	07/28/19 03:25:00 AM	35.756
403	07/28/19 03:30:00 AM	35.756
404	07/28/19 03:35:00 AM	35.756
405	07/28/19 03:40:00 AM	35.756
406	07/28/19 03:45:00 AM	35.756
407	07/28/19 03:50:00 AM	35.756
408	07/28/19 03:55:00 AM	35.756
409	07/28/19 04:00:00 AM	35.756
410	07/28/19 04:05:00 AM	35.756
411	07/28/19 04:10:00 AM	35.756
412	07/28/19 04:15:00 AM	35.756
413	07/28/19 04:20:00 AM	35.756
414	07/28/19 04:25:00 AM	35.756
415	07/28/19 04:30:00 AM	35.756
416	07/28/19 04:35:00 AM	35.756
417	07/28/19 04:40:00 AM	35.756
418	07/28/19 04:45:00 AM	35.756
419	07/28/19 04:50:00 AM	35.756
420	07/28/19 04:55:00 AM	35.864
421	07/28/19 05:00:00 AM	35.756
422	07/28/19 05:05:00 AM	35.756
423	07/28/19 05:10:00 AM	35.756
424	07/28/19 05:15:00 AM	35.756
425	07/28/19 05:20:00 AM	35.756
426	07/28/19 05:25:00 AM	35.756
427	07/28/19 05:30:00 AM	35.756
428	07/28/19 05:35:00 AM	35.756
429	07/28/19 05:40:00 AM	35.756
430	07/28/19 05:45:00 AM	35.864
431	07/28/19 05:50:00 AM	35.756
432	07/28/19 05:55:00 AM	35.864
433	07/28/19 06:00:00 AM	35.756
434	07/28/19 06:05:00 AM	35.756
435	07/28/19 06:10:00 AM	35.756
436	07/28/19 06:15:00 AM	35.756
437	07/28/19 06:20:00 AM	35.756
438	07/28/19 06:25:00 AM	35.756
439	07/28/19 06:30:00 AM	35.756
440	07/28/19 06:35:00 AM	35.756
441	07/28/19 06:40:00 AM	35.756
442	07/28/19 06:45:00 AM	35.756
443	07/28/19 06:50:00 AM	35.864
444	07/28/19 06:55:00 AM	35.756
445	07/28/19 07:00:00 AM	35.864
446	07/28/19 07:05:00 AM	35.864
447	07/28/19 07:10:00 AM	35.864
448	07/28/19 07:15:00 AM	35.864
449	07/28/19 07:20:00 AM	35.756
450	07/28/19 07:25:00 AM	35.756
451	07/28/19 07:30:00 AM	35.864
452	07/28/19 07:35:00 AM	35.864
453	07/28/19 07:40:00 AM	35.864
454	07/28/19 07:45:00 AM	35.864
455	07/28/19 07:50:00 AM	35.864
456	07/28/19 07:55:00 AM	35.864
457	07/28/19 08:00:00 AM	35.864
458	07/28/19 08:05:00 AM	35.756
459	07/28/19 08:10:00 AM	35.864
460	07/28/19 08:15:00 AM	35.864
461	07/28/19 08:20:00 AM	35.864
462	07/28/19 08:25:00 AM	35.864
463	07/28/19 08:30:00 AM	35.864
464	07/28/19 08:35:00 AM	35.864
465	07/28/19 08:40:00 AM	35.864
466	07/28/19 08:45:00 AM	35.864
467	07/28/19 08:50:00 AM	35.864
468	07/28/19 08:55:00 AM	35.864
469	07/28/19 09:00:00 AM	35.864
470	07/28/19 09:05:00 AM	35.864
471	07/28/19 09:10:00 AM	35.864
472	07/28/19 09:15:00 AM	35.864
473	07/28/19 09:20:00 AM	35.864
474	07/28/19 09:25:00 AM	35.864
475	07/28/19 09:30:00 AM	35.864
476	07/28/19 09:35:00 AM	35.864
477	07/28/19 09:40:00 AM	35.864
478	07/28/19 09:45:00 AM	35.864
479	07/28/19 09:50:00 AM	35.864
480	07/28/19 09:55:00 AM	35.864
481	07/28/19 10:00:00 AM	35.864
482	07/28/19 10:05:00 AM	35.864
483	07/28/19 10:10:00 AM	35.864
484	07/28/19 10:15:00 AM	35.971
485	07/28/19 10:20:00 AM	35.971
486	07/28/19 10:25:00 AM	35.971
487	07/28/19 10:30:00 AM	35.971
488	07/28/19 10:35:00 AM	35.971
489	07/28/19 10:40:00 AM	35.971
490	07/28/19 10:45:00 AM	35.971
491	07/28/19 10:50:00 AM	35.971
492	07/28/19 10:55:00 AM	35.971
493	07/28/19 11:00:00 AM	35.971
494	07/28/19 11:05:00 AM	35.971
495	07/28/19 11:10:00 AM	35.971
496	07/28/19 11:15:00 AM	35.971
497	07/28/19 11:20:00 AM	35.971
498	07/28/19 11:25:00 AM	35.971
499	07/28/19 11:30:00 AM	35.971
500	07/28/19 11:35:00 AM	35.971
501	07/28/19 11:40:00 AM	35.971
502	07/28/19 11:45:00 AM	35.971
503	07/28/19 11:50:00 AM	35.971
504	07/28/19 11:55:00 AM	35.971
505	07/28/19 12:00:00 PM	35.971
506	07/28/19 12:05:00 PM	35.971
507	07/28/19 12:10:00 PM	35.971
508	07/28/19 12:15:00 PM	35.971
509	07/28/19 12:20:00 PM	35.971
510	07/28/19 12:25:00 PM	35.971
511	07/28/19 12:30:00 PM	35.971
512	07/28/19 12:35:00 PM	35.971
513	07/28/19 12:40:00 PM	35.971
514	07/28/19 12:45:00 PM	35.971
515	07/28/19 12:50:00 PM	35.971
516	07/28/19 12:55:00 PM	35.971
517	07/28/19 01:00:00 PM	35.971
518	07/28/19 01:05:00 PM	35.971
519	07/28/19 01:10:00 PM	35.971
520	07/28/19 01:15:00 PM	35.971
521	07/28/19 01:20:00 PM	35.971
522	07/28/19 01:25:00 PM	35.971
523	07/28/19 01:30:00 PM	35.971
524	07/28/19 01:35:00 PM	35.971
525	07/28/19 01:40:00 PM	35.971
526	07/28/19 01:45:00 PM	35.971
527	07/28/19 01:50:00 PM	33.953
528	07/28/19 01:55:00 PM	32.086
529	07/28/19 02:00:00 PM	30.760
530	07/28/19 02:05:00 PM	30.154
531	07/28/19 02:10:00 PM	29.953
532	07/28/19 02:15:00 PM	30.154
533	07/28/19 02:20:00 PM	30.054
534	07/28/19 02:25:00 PM	30.054
535	07/28/19 02:30:00 PM	29.953
536	07/28/19 02:35:00 PM	29.752
537	07/28/19 02:40:00 PM	29.752
538	07/28/19 02:45:00 PM	29.752
539	07/28/19 02:50:00 PM	29.853
540	07/28/19 02:55:00 PM	29.853
541	07/28/19 03:00:00 PM	29.752
542	07/28/19 03:05:00 PM	29.652
543	07/28/19 03:10:00 PM	29.652
544	07/28/19 03:15:00 PM	29.752
545	07/28/19 03:20:00 PM	29.752
546	07/28/19 03:25:00 PM	29.853
547	07/28/19 03:30:00 PM	29.953
548	07/28/19 03:35:00 PM	29.853
549	07/28/19 03:40:00 PM	29.752
550	07/28/19 03:45:00 PM	29.652
551	07/28/19 03:50:00 PM	29.752
552	07/28/19 03:55:00 PM	29.752
553	07/28/19 04:00:00 PM	29.752
554	07/28/19 04:05:00 PM	29.853
555	07/28/19 04:10:00 PM	29.853
556	07/28/19 04:15:00 PM	29.752
557	07/28/19 04:20:00 PM	29.752
558	07/28/19 04:25:00 PM	29.652
559	07/28/19 04:30:00 PM	29.752
560	07/28/19 04:35:00 PM	29.752
561	07/28/19 04:40:00 PM	29.853
562	07/28/19 04:45:00 PM	29.853
563	07/28/19 04:50:00 PM	29.853
564	07/28/19 04:55:00 PM	29.752
565	07/28/19 05:00:00 PM	29.752
566	07/28/19 05:05:00 PM	29.752
567	07/28/19 05:10:00 PM	29.752
568	07/28/19 05:15:00 PM	29.853
569	07/28/19 05:20:00 PM	29.853
570	07/28/19 05:25:00 PM	29.853
571	07/28/19 05:30:00 PM	29.853
572	07/28/19 05:35:00 PM	29.853
573	07/28/19 05:40:00 PM	29.853
574	07/28/19 05:45:00 PM	29.853
575	07/28/19 05:50:00 PM	29.853
576	07/28/19 05:55:00 PM	29.853
577	07/28/19 06:00:00 PM	29.752
578	07/28/19 06:05:00 PM	29.752
579	07/28/19 06:10:00 PM	29.652
580	07/28/19 06:15:00 PM	29.652
581	07/28/19 06:20:00 PM	29.752
582	07/28/19 06:25:00 PM	29.953
583	07/28/19 06:30:00 PM	30.054
584	07/28/19 06:35:00 PM	30.154
585	07/28/19 06:40:00 PM	30.255
586	07/28/19 06:45:00 PM	30.356
587	07/28/19 06:50:00 PM	30.356
588	07/28/19 06:55:00 PM	30.457
589	07/28/19 07:00:00 PM	30.558
590	07/28/19 07:05:00 PM	30.760
591	07/28/19 07:10:00 PM	30.760
592	07/28/19 07:15:00 PM	30.862
593	07/28/19 07:20:00 PM	30.862
594	07/28/19 07:25:00 PM	30.963
595	07/28/19 07:30:00 PM	31.064
596	07/28/19 07:35:00 PM	31.166
597	07/28/19 07:40:00 PM	31.064
598	07/28/19 07:45:00 PM	30.862
599	07/28/19 07:50:00 PM	30.760
600	07/28/19 07:55:00 PM	30.457
601	07/28/19 08:00:00 PM	30.255
602	07/28/19 08:05:00 PM	30.154
603	07/28/19 08:10:00 PM	30.054
604	07/28/19 08:15:00 PM	30.054
605	07/28/19 08:20:00 PM	30.054
606	07/28/19 08:25:00 PM	30.054
607	07/28/19 08:30:00 PM	30.054
608	07/28/19 08:35:00 PM	30.054
609	07/28/19 08:40:00 PM	30.054
610	07/28/19 08:45:00 PM	30.054
611	07/28/19 08:50:00 PM	29.953
612	07/28/19 08:55:00 PM	29.953
613	07/28/19 09:00:00 PM	29.953
614	07/28/19 09:05:00 PM	29.953
615	07/28/19 09:10:00 PM	30.054
616	07/28/19 09:15:00 PM	30.054
617	07/28/19 09:20:00 PM	30.054
618	07/28/19 09:25:00 PM	30.054
619	07/28/19 09:30:00 PM	29.953
620	07/28/19 09:35:00 PM	29.953
621	07/28/19 09:40:00 PM	29.953
622	07/28/19 09:45:00 PM	30.054
623	07/28/19 09:50:00 PM	30.054
624	07/28/19 09:55:00 PM	30.054
625	07/28/19 10:00:00 PM	30.054
626	07/28/19 10:05:00 PM	29.953
627	07/28/19 10:10:00 PM	29.953
628	07/28/19 10:15:00 PM	29.953
629	07/28/19 10:20:00 PM	30.054
630	07/28/19 10:25:00 PM	30.054
631	07/28/19 10:30:00 PM	30.054
632	07/28/19 10:35:00 PM	30.154
633	07/28/19 10:40:00 PM	30.054
634	07/28/19 10:45:00 PM	29.953
635	07/28/19 10:50:00 PM	29.953
636	07/28/19 10:55:00 PM	30.054
637	07/28/19 11:00:00 PM	30.054
638	07/28/19 11:05:00 PM	29.953
639	07/28/19 11:10:00 PM	29.953
640	07/28/19 11:15:00 PM	29.953
641	07/28/19 11:20:00 PM	29.953
642	07/28/19 11:25:00 PM	29.853
643	07/28/19 11:30:00 PM	29.953
644	07/28/19 11:35:00 PM	30.054
645	07/28/19 11:40:00 PM	30.054
646	07/28/19 11:45:00 PM	30.054
647	07/28/19 11:50:00 PM	30.054
648	07/28/19 11:55:00 PM	30.054
649	07/29/19 12:00:00 AM	29.953
650	07/29/19 12:05:00 AM	29.853
651	07/29/19 12:10:00 AM	29.853
652	07/29/19 12:15:00 AM	29.953
653	07/29/19 12:20:00 AM	30.054
654	07/29/19 12:25:00 AM	30.054
655	07/29/19 12:30:00 AM	30.054
656	07/29/19 12:35:00 AM	29.853
657	07/29/19 12:40:00 AM	29.853
658	07/29/19 12:45:00 AM	29.953
659	07/29/19 12:50:00 AM	30.054
660	07/29/19 12:55:00 AM	30.054
661	07/29/19 01:00:00 AM	29.953
662	07/29/19 01:05:00 AM	30.054
663	07/29/19 01:10:00 AM	29.953
