Species,Date,Day,Temp,Ramp,Tank,Site,Population,Colony,Rep,Fo,Fm,FvFm,AbsTemp,ElapsedT,Heatload32,Heatload33,Heatload34
Porites,8062019,9,33.5,Slow,1,Exposed,Por_Exp,3,A,505,1253,0.597,34.0405,195,327.8184167,142.9106667,2.317166667
Porites,8062019,9,33.5,Slow,1,Exposed,Por_Exp,4,A,729,1858,0.608,34.0405,195,327.8184167,142.9106667,2.317166667
Porites,8062019,9,33.5,Slow,1,Exposed,Por_Exp,5,A,587,1358,0.568,34.0405,195,327.8184167,142.9106667,2.317166667
Porites,8062019,9,33.5,Slow,1,Protected,Por_Pro,6,A,509,1257,0.595,34.0405,195,327.8184167,142.9106667,2.317166667
Porites,8062019,9,33.5,Slow,1,Protected,Por_Pro,7,A,789,1748,0.549,34.0405,195,327.8184167,142.9106667,2.317166667
Porites,8062019,9,33.5,Slow,1,Protected,Por_Pro,8,A,417,1014,0.589,34.0405,195,327.8184167,142.9106667,2.317166667
Porites,8062019,9,33.5,Slow,1,Protected,Por_Pro,9,A,673,1508,0.554,34.0405,195,327.8184167,142.9106667,2.317166667
Porites,8062019,9,33.5,Slow,1,Protected,Por_Pro,10,A,396,975,0.594,34.0405,195,327.8184167,142.9106667,2.317166667
Porites,8062019,9,33.5,Fast,7,Exposed,Por_Exp,1,A,664,1518,0.563,33.8305,195,338.3653333,144.368,0.01425
Porites,8062019,9,33.5,Fast,7,Exposed,Por_Exp,2,A,483,1184,0.592,33.8305,195,338.3653333,144.368,0.01425
Porites,8062019,9,33.5,Fast,7,Exposed,Por_Exp,3,A,663,1662,0.601,33.8305,195,338.3653333,144.368,0.01425
Porites,8062019,9,33.5,Fast,7,Exposed,Por_Exp,4,A,551,1186,0.535,33.8305,195,338.3653333,144.368,0.01425
Porites,8062019,9,33.5,Fast,7,Exposed,Por_Exp,5,A,575,1416,0.594,33.8305,195,338.3653333,144.368,0.01425
Porites,8062019,9,33.5,Fast,7,Protected,Por_Pro,6,A,626,1505,0.584,33.8305,195,338.3653333,144.368,0.01425
Porites,8062019,9,33.5,Fast,7,Protected,Por_Pro,7,A,630,1212,0.48,33.8305,195,338.3653333,144.368,0.01425
Porites,8062019,9,33.5,Fast,7,Protected,Por_Pro,8,A,645,1577,0.591,33.8305,195,338.3653333,144.368,0.01425
Porites,8062019,9,33.5,Fast,7,Protected,Por_Pro,9,A,453,1225,0.63,33.8305,195,338.3653333,144.368,0.01425
Porites,8062019,9,33.5,Fast,7,Protected,Por_Pro,10,A,421,1117,0.623,33.8305,195,338.3653333,144.368,0.01425
Porites,8062019,9,33.5,Fast,8,Exposed,Por_Exp,1,B,541,1421,0.619,33.848,195,339.8474697,144.9025,0.6215
Porites,8062019,9,33.5,Fast,8,Exposed,Por_Exp,2,B,551,1617,0.659,33.848,195,339.8474697,144.9025,0.6215
Porites,8062019,9,33.5,Fast,8,Exposed,Por_Exp,3,B,318,676,0.53,33.848,195,339.8474697,144.9025,0.6215
Porites,8062019,9,33.5,Fast,8,Exposed,Por_Exp,4,B,542,1323,0.59,33.848,195,339.8474697,144.9025,0.6215
Porites,8062019,9,33.5,Fast,8,Exposed,Por_Exp,5,B,461,1163,0.604,33.848,195,339.8474697,144.9025,0.6215
Porites,8062019,9,33.5,Fast,8,Protected,Por_Pro,6,B,602,1345,0.552,33.848,195,339.8474697,144.9025,0.6215
Porites,8062019,9,33.5,Fast,8,Protected,Por_Pro,7,B,598,1512,0.604,33.848,195,339.8474697,144.9025,0.6215
Porites,8062019,9,33.5,Fast,8,Protected,Por_Pro,8,B,663,1611,0.588,33.848,195,339.8474697,144.9025,0.6215
Porites,8062019,9,33.5,Fast,8,Protected,Por_Pro,9,B,541,1311,0.587,33.848,195,339.8474697,144.9025,0.6215
Porites,8062019,9,33.5,Fast,8,Protected,Por_Pro,10,B,583,1410,0.587,33.848,195,339.8474697,144.9025,0.6215
Porites,8072019,10,32,Control_S,13,Exposed,Por_Exp,1,A,559,1755,0.681,32.171,219,36.26772727,0,0
Porites,8072019,10,32,Control_S,13,Exposed,Por_Exp,2,A,641,1562,0.59,32.171,219,36.26772727,0,0
Porites,8072019,10,32,Control_S,13,Exposed,Por_Exp,3,A,527,1421,0.629,32.171,219,36.26772727,0,0
Porites,8072019,10,32,Control_S,13,Exposed,Por_Exp,4,A,597,1632,0.634,32.171,219,36.26772727,0,0
Porites,8072019,10,32,Control_S,13,Exposed,Por_Exp,5,A,511,1432,0.643,32.171,219,36.26772727,0,0
Porites,8072019,10,32,Control_S,13,Protected,Por_Pro,6,A,584,1653,0.647,32.171,219,36.26772727,0,0
Porites,8072019,10,32,Control_S,13,Protected,Por_Pro,7,A,525,1401,0.625,32.171,219,36.26772727,0,0
Porites,8072019,10,32,Control_S,13,Protected,Por_Pro,8,A,736,2025,0.637,32.171,219,36.26772727,0,0
Porites,8072019,10,32,Control_S,13,Protected,Por_Pro,9,A,622,1721,0.639,32.171,219,36.26772727,0,0
Porites,8072019,10,32,Control_S,13,Protected,Por_Pro,10,A,308,876,0.648,32.171,219,36.26772727,0,0
Porites,8072019,10,32,Control_S,14,Exposed,Por_Exp,1,B,586,1850,0.683,32.188,219,41.84066667,0,0
Porites,8072019,10,32,Control_S,14,Exposed,Por_Exp,2,B,772,2033,0.62,32.188,219,41.84066667,0,0
Porites,8072019,10,32,Control_S,14,Exposed,Por_Exp,3,B,678,1704,0.602,32.188,219,41.84066667,0,0
Porites,8072019,10,32,Control_S,14,Exposed,Por_Exp,4,B,569,1600,0.644,32.188,219,41.84066667,0,0
Porites,8072019,10,32,Control_S,14,Exposed,Por_Exp,5,B,461,1305,0.647,32.188,219,41.84066667,0,0
Porites,8072019,10,32,Control_S,14,Protected,Por_Pro,6,B,749,2001,0.626,32.188,219,41.84066667,0,0
Porites,8072019,10,32,Control_S,14,Protected,Por_Pro,7,B,540,1513,0.643,32.188,219,41.84066667,0,0
Porites,8072019,10,32,Control_S,14,Protected,Por_Pro,8,B,557,1565,0.644,32.188,219,41.84066667,0,0
Porites,8072019,10,32,Control_S,14,Protected,Por_Pro,9,B,609,1706,0.643,32.188,219,41.84066667,0,0
Porites,8072019,10,32,Control_S,14,Protected,Por_Pro,10,B,539,1501,0.641,32.188,219,41.84066667,0,0
Porites,8072019,10,33.5,Slow,1,Exposed,Por_Exp,1,A,694,1453,0.522,34.023,219,376.4754167,167.5676667,2.974166667
Porites,8072019,10,33.5,Slow,1,Exposed,Por_Exp,2,A,335,835,0.599,34.023,219,376.4754167,167.5676667,2.974166667
Porites,8072019,10,33.5,Slow,1,Exposed,Por_Exp,3,A,453,1053,0.57,34.023,219,376.4754167,167.5676667,2.974166667
Porites,8072019,10,33.5,Slow,1,Exposed,Por_Exp,4,A,660,1649,0.6,34.023,219,376.4754167,167.5676667,2.974166667
Porites,8072019,10,33.5,Slow,1,Exposed,Por_Exp,5,A,442,977,0.548,34.023,219,376.4754167,167.5676667,2.974166667
Porites,8072019,10,33.5,Slow,1,Protected,Por_Pro,6,A,533,1346,0.604,34.023,219,376.4754167,167.5676667,2.974166667
Porites,8072019,10,33.5,Slow,1,Protected,Por_Pro,7,A,880,1877,0.531,34.023,219,376.4754167,167.5676667,2.974166667
Porites,8072019,10,33.5,Slow,1,Protected,Por_Pro,8,A,358,831,0.569,34.023,219,376.4754167,167.5676667,2.974166667
Porites,8072019,10,33.5,Slow,1,Protected,Por_Pro,9,A,419,995,0.579,34.023,219,376.4754167,167.5676667,2.974166667
Porites,8072019,10,33.5,Slow,1,Protected,Por_Pro,10,A,429,1055,0.593,34.023,219,376.4754167,167.5676667,2.974166667
Porites,8072019,10,33.5,Fast,7,Exposed,Por_Exp,1,A,364,863,0.578,33.73433333,219,382.2974167,164.3000833,0.01425
Porites,8072019,10,33.5,Fast,7,Exposed,Por_Exp,2,A,703,1752,0.599,33.73433333,219,382.2974167,164.3000833,0.01425
Porites,8072019,10,33.5,Fast,7,Exposed,Por_Exp,3,A,734,1794,0.591,33.73433333,219,382.2974167,164.3000833,0.01425
Porites,8072019,10,33.5,Fast,7,Exposed,Por_Exp,4,A,574,1138,0.496,33.73433333,219,382.2974167,164.3000833,0.01425
Porites,8072019,10,33.5,Fast,7,Exposed,Por_Exp,5,A,565,1376,0.589,33.73433333,219,382.2974167,164.3000833,0.01425
Porites,8072019,10,33.5,Fast,7,Protected,Por_Pro,6,A,717,1714,0.582,33.73433333,219,382.2974167,164.3000833,0.01425
Porites,8072019,10,33.5,Fast,7,Protected,Por_Pro,7,A,626,1171,0.465,33.73433333,219,382.2974167,164.3000833,0.01425
Porites,8072019,10,33.5,Fast,7,Protected,Por_Pro,8,A,690,1739,0.603,33.73433333,219,382.2974167,164.3000833,0.01425
Porites,8072019,10,33.5,Fast,7,Protected,Por_Pro,9,A,332,893,0.628,33.73433333,219,382.2974167,164.3000833,0.01425
Porites,8072019,10,33.5,Fast,7,Protected,Por_Pro,10,A,486,1271,0.618,33.73433333,219,382.2974167,164.3000833,0.01425
Porites,8072019,10,33.5,Fast,8,Exposed,Por_Exp,1,B,563,1275,0.558,33.743,219,382.862053,163.9170833,0.6215
Porites,8072019,10,33.5,Fast,8,Exposed,Por_Exp,2,B,630,1738,0.638,33.743,219,382.862053,163.9170833,0.6215
Porites,8072019,10,33.5,Fast,8,Exposed,Por_Exp,3,B,317,684,0.537,33.743,219,382.862053,163.9170833,0.6215
Porites,8072019,10,33.5,Fast,8,Exposed,Por_Exp,4,B,628,1590,0.605,33.743,219,382.862053,163.9170833,0.6215
Porites,8072019,10,33.5,Fast,8,Exposed,Por_Exp,5,B,463,1166,0.603,33.743,219,382.862053,163.9170833,0.6215
Porites,8072019,10,33.5,Fast,8,Protected,Por_Pro,6,B,702,1636,0.571,33.743,219,382.862053,163.9170833,0.6215
Porites,8072019,10,33.5,Fast,8,Protected,Por_Pro,7,B,657,1646,0.601,33.743,219,382.862053,163.9170833,0.6215
Porites,8072019,10,33.5,Fast,8,Protected,Por_Pro,8,B,758,1870,0.595,33.743,219,382.862053,163.9170833,0.6215
Porites,8072019,10,33.5,Fast,8,Protected,Por_Pro,9,B,582,1486,0.608,33.743,219,382.862053,163.9170833,0.6215
Porites,8072019,10,33.5,Fast,8,Protected,Por_Pro,10,B,263,690,0.619,33.743,219,382.862053,163.9170833,0.6215
Porites,8082019,11,32,Control_S,13,Exposed,Por_Exp,1,A,599,1750,0.658,32.188,243,40.40572727,0,0
Porites,8082019,11,32,Control_S,13,Exposed,Por_Exp,2,A,908,1687,0.462,32.188,243,40.40572727,0,0
Porites,8082019,11,32,Control_S,13,Exposed,Por_Exp,3,A,643,1753,0.633,32.188,243,40.40572727,0,0
Porites,8082019,11,32,Control_S,13,Exposed,Por_Exp,4,A,601,1630,0.631,32.188,243,40.40572727,0,0
Porites,8082019,11,32,Control_S,13,Exposed,Por_Exp,5,A,424,1173,0.639,32.188,243,40.40572727,0,0
Porites,8082019,11,32,Control_S,13,Protected,Por_Pro,6,A,274,786,0.651,32.188,243,40.40572727,0,0
Porites,8082019,11,32,Control_S,13,Protected,Por_Pro,7,A,710,1868,0.62,32.188,243,40.40572727,0,0
Porites,8082019,11,32,Control_S,13,Protected,Por_Pro,8,A,641,1745,0.633,32.188,243,40.40572727,0,0
Porites,8082019,11,32,Control_S,13,Protected,Por_Pro,9,A,496,1278,0.612,32.188,243,40.40572727,0,0
Porites,8082019,11,32,Control_S,13,Protected,Por_Pro,10,A,284,782,0.637,32.188,243,40.40572727,0,0
Porites,8082019,11,32,Control_S,14,Exposed,Por_Exp,1,B,647,1961,0.67,32.188,243,46.37841667,0,0
Porites,8082019,11,32,Control_S,14,Exposed,Por_Exp,2,B,654,1747,0.626,32.188,243,46.37841667,0,0
Porites,8082019,11,32,Control_S,14,Exposed,Por_Exp,3,B,627,1706,0.632,32.188,243,46.37841667,0,0
Porites,8082019,11,32,Control_S,14,Exposed,Por_Exp,4,B,579,1613,0.641,32.188,243,46.37841667,0,0
Porites,8082019,11,32,Control_S,14,Exposed,Por_Exp,5,B,526,1498,0.649,32.188,243,46.37841667,0,0
Porites,8082019,11,32,Control_S,14,Protected,Por_Pro,6,B,740,1994,0.629,32.188,243,46.37841667,0,0
Porites,8082019,11,32,Control_S,14,Protected,Por_Pro,7,B,739,1916,0.614,32.188,243,46.37841667,0,0
Porites,8082019,11,32,Control_S,14,Protected,Por_Pro,8,B,594,1598,0.628,32.188,243,46.37841667,0,0
Porites,8082019,11,32,Control_S,14,Protected,Por_Pro,9,B,608,1686,0.639,32.188,243,46.37841667,0,0
Porites,8082019,11,32,Control_S,14,Protected,Por_Pro,10,B,386,1019,0.621,32.188,243,46.37841667,0,0
Porites,8082019,11,33.5,Slow,1,Exposed,Por_Exp,1,A,772,1437,0.463,34.04925,243,425.2374167,192.3296667,3.736166667
Porites,8082019,11,33.5,Slow,1,Exposed,Por_Exp,2,A,626,1372,0.544,34.04925,243,425.2374167,192.3296667,3.736166667
Porites,8082019,11,33.5,Slow,1,Exposed,Por_Exp,3,A,539,1200,0.551,34.04925,243,425.2374167,192.3296667,3.736166667
Porites,8082019,11,33.5,Slow,1,Exposed,Por_Exp,4,A,501,1221,0.59,34.04925,243,425.2374167,192.3296667,3.736166667
Porites,8082019,11,33.5,Slow,1,Exposed,Por_Exp,5,A,366,802,0.544,34.04925,243,425.2374167,192.3296667,3.736166667
Porites,8082019,11,33.5,Slow,1,Protected,Por_Pro,6,A,438,988,0.557,34.04925,243,425.2374167,192.3296667,3.736166667
Porites,8082019,11,33.5,Slow,1,Protected,Por_Pro,7,A,767,1633,0.53,34.04925,243,425.2374167,192.3296667,3.736166667
Porites,8082019,11,33.5,Slow,1,Protected,Por_Pro,8,A,333,710,0.531,34.04925,243,425.2374167,192.3296667,3.736166667
Porites,8082019,11,33.5,Slow,1,Protected,Por_Pro,9,A,564,1284,0.561,34.04925,243,425.2374167,192.3296667,3.736166667
Porites,8082019,11,33.5,Slow,1,Protected,Por_Pro,10,A,356,849,0.581,34.04925,243,425.2374167,192.3296667,3.736166667
Porites,8082019,11,33.5,Fast,7,Exposed,Por_Exp,1,A,485,1047,0.537,33.813,243,425.4165,183.4191667,0.01425
Porites,8082019,11,33.5,Fast,7,Exposed,Por_Exp,2,A,732,1802,0.594,33.813,243,425.4165,183.4191667,0.01425
Porites,8082019,11,33.5,Fast,7,Exposed,Por_Exp,3,A,687,1592,0.568,33.813,243,425.4165,183.4191667,0.01425
Porites,8082019,11,33.5,Fast,7,Exposed,Por_Exp,4,A,557,1117,0.501,33.813,243,425.4165,183.4191667,0.01425
Porites,8082019,11,33.5,Fast,7,Exposed,Por_Exp,5,A,661,1577,0.581,33.813,243,425.4165,183.4191667,0.01425
Porites,8082019,11,33.5,Fast,7,Protected,Por_Pro,6,A,560,1394,0.598,33.813,243,425.4165,183.4191667,0.01425
Porites,8082019,11,33.5,Fast,7,Protected,Por_Pro,7,A,530,1133,0.532,33.813,243,425.4165,183.4191667,0.01425
Porites,8082019,11,33.5,Fast,7,Protected,Por_Pro,8,A,573,1326,0.568,33.813,243,425.4165,183.4191667,0.01425
Porites,8082019,11,33.5,Fast,7,Protected,Por_Pro,9,A,476,1165,0.591,33.813,243,425.4165,183.4191667,0.01425
Porites,8082019,11,33.5,Fast,7,Protected,Por_Pro,10,A,377,960,0.607,33.813,243,425.4165,183.4191667,0.01425
Porites,8082019,11,33.5,Fast,8,Exposed,Por_Exp,1,B,715,1702,0.58,33.75175,243,423.996803,181.0518333,0.6215
Porites,8082019,11,33.5,Fast,8,Exposed,Por_Exp,2,B,533,1432,0.628,33.75175,243,423.996803,181.0518333,0.6215
Porites,8082019,11,33.5,Fast,8,Exposed,Por_Exp,3,B,304,613,0.504,33.75175,243,423.996803,181.0518333,0.6215
Porites,8082019,11,33.5,Fast,8,Exposed,Por_Exp,4,B,400,931,0.57,33.75175,243,423.996803,181.0518333,0.6215
Porites,8082019,11,33.5,Fast,8,Exposed,Por_Exp,5,B,405,982,0.588,33.75175,243,423.996803,181.0518333,0.6215
Porites,8082019,11,33.5,Fast,8,Protected,Por_Pro,6,B,514,1173,0.562,33.75175,243,423.996803,181.0518333,0.6215
Porites,8082019,11,33.5,Fast,8,Protected,Por_Pro,7,B,572,1416,0.596,33.75175,243,423.996803,181.0518333,0.6215
Porites,8082019,11,33.5,Fast,8,Protected,Por_Pro,8,B,871,1990,0.562,33.75175,243,423.996803,181.0518333,0.6215
Porites,8082019,11,33.5,Fast,8,Protected,Por_Pro,9,B,518,1263,0.59,33.75175,243,423.996803,181.0518333,0.6215
Porites,8082019,11,33.5,Fast,8,Protected,Por_Pro,10,B,260,636,0.591,33.75175,243,423.996803,181.0518333,0.6215
Porites,8092019,12,32,Control_S,13,Exposed,Por_Exp,1,A,672,2037,0.67,32.188,267,44.78172727,0,0
Porites,8092019,12,32,Control_S,13,Exposed,Por_Exp,2,A,676,1718,0.607,32.188,267,44.78172727,0,0
Porites,8092019,12,32,Control_S,13,Exposed,Por_Exp,3,A,667,1913,0.651,32.188,267,44.78172727,0,0
Porites,8092019,12,32,Control_S,13,Exposed,Por_Exp,4,A,648,1768,0.633,32.188,267,44.78172727,0,0
Porites,8092019,12,32,Control_S,13,Exposed,Por_Exp,5,A,422,1139,0.629,32.188,267,44.78172727,0,0
Porites,8092019,12,32,Control_S,13,Protected,Por_Pro,6,A,541,1461,0.63,32.188,267,44.78172727,0,0
Porites,8092019,12,32,Control_S,13,Protected,Por_Pro,7,A,644,1745,0.631,32.188,267,44.78172727,0,0
Porites,8092019,12,32,Control_S,13,Protected,Por_Pro,8,A,719,2002,0.641,32.188,267,44.78172727,0,0
Porites,8092019,12,32,Control_S,13,Protected,Por_Pro,9,A,518,1424,0.636,32.188,267,44.78172727,0,0
Porites,8092019,12,32,Control_S,13,Protected,Por_Pro,10,A,480,1304,0.632,32.188,267,44.78172727,0,0
Porites,8092019,12,32,Control_S,14,Exposed,Por_Exp,1,B,638,1946,0.672,32.188,267,50.899,0,0
Porites,8092019,12,32,Control_S,14,Exposed,Por_Exp,2,B,737,1933,0.619,32.188,267,50.899,0,0
Porites,8092019,12,32,Control_S,14,Exposed,Por_Exp,3,B,626,1724,0.637,32.188,267,50.899,0,0
Porites,8092019,12,32,Control_S,14,Exposed,Por_Exp,4,B,631,1760,0.641,32.188,267,50.899,0,0
Porites,8092019,12,32,Control_S,14,Exposed,Por_Exp,5,B,533,1489,0.642,32.188,267,50.899,0,0
Porites,8092019,12,32,Control_S,14,Protected,Por_Pro,6,B,694,1906,0.636,32.188,267,50.899,0,0
Porites,8092019,12,32,Control_S,14,Protected,Por_Pro,7,B,562,1414,0.603,32.188,267,50.899,0,0
Porites,8092019,12,32,Control_S,14,Protected,Por_Pro,8,B,532,1467,0.637,32.188,267,50.899,0,0
Porites,8092019,12,32,Control_S,14,Protected,Por_Pro,9,B,590,1619,0.636,32.188,267,50.899,0,0
Porites,8092019,12,32,Control_S,14,Protected,Por_Pro,10,B,525,1437,0.635,32.188,267,50.899,0,0
Porites,8092019,12,33.5,Slow,1,Exposed,Por_Exp,1,A,872,1538,0.433,34.01425,267,473.7456667,216.8379167,4.259666667
Porites,8092019,12,33.5,Slow,1,Exposed,Por_Exp,2,A,375,800,0.531,34.01425,267,473.7456667,216.8379167,4.259666667
Porites,8092019,12,33.5,Slow,1,Exposed,Por_Exp,3,A,492,1115,0.559,34.01425,267,473.7456667,216.8379167,4.259666667
Porites,8092019,12,33.5,Slow,1,Exposed,Por_Exp,4,A,574,1356,0.577,34.01425,267,473.7456667,216.8379167,4.259666667
Porites,8092019,12,33.5,Slow,1,Exposed,Por_Exp,5,A,380,821,0.537,34.01425,267,473.7456667,216.8379167,4.259666667
Porites,8092019,12,33.5,Slow,1,Protected,Por_Pro,6,A,493,1019,0.516,34.01425,267,473.7456667,216.8379167,4.259666667
Porites,8092019,12,33.5,Slow,1,Protected,Por_Pro,7,A,678,1429,0.526,34.01425,267,473.7456667,216.8379167,4.259666667
Porites,8092019,12,33.5,Slow,1,Protected,Por_Pro,8,A,313,735,0.574,34.01425,267,473.7456667,216.8379167,4.259666667
Porites,8092019,12,33.5,Slow,1,Protected,Por_Pro,9,A,437,842,0.481,34.01425,267,473.7456667,216.8379167,4.259666667
Porites,8092019,12,33.5,Slow,1,Protected,Por_Pro,10,A,318,777,0.591,34.01425,267,473.7456667,216.8379167,4.259666667
Porites,8092019,12,33.5,Fast,7,Exposed,Por_Exp,1,A,646,1361,0.525,33.82175,267,469.1564167,203.1590833,0.01425
Porites,8092019,12,33.5,Fast,7,Exposed,Por_Exp,2,A,598,1438,0.584,33.82175,267,469.1564167,203.1590833,0.01425
Porites,8092019,12,33.5,Fast,7,Exposed,Por_Exp,3,A,582,1390,0.581,33.82175,267,469.1564167,203.1590833,0.01425
Porites,8092019,12,33.5,Fast,7,Exposed,Por_Exp,4,A,397,909,0.563,33.82175,267,469.1564167,203.1590833,0.01425
Porites,8092019,12,33.5,Fast,7,Exposed,Por_Exp,5,A,576,1368,0.579,33.82175,267,469.1564167,203.1590833,0.01425
Porites,8092019,12,33.5,Fast,7,Protected,Por_Pro,6,A,683,1565,0.564,33.82175,267,469.1564167,203.1590833,0.01425
Porites,8092019,12,33.5,Fast,7,Protected,Por_Pro,7,A,587,1112,0.472,33.82175,267,469.1564167,203.1590833,0.01425
Porites,8092019,12,33.5,Fast,7,Protected,Por_Pro,8,A,641,1519,0.578,33.82175,267,469.1564167,203.1590833,0.01425
Porites,8092019,12,33.5,Fast,7,Protected,Por_Pro,9,A,467,1278,0.635,33.82175,267,469.1564167,203.1590833,0.01425
Porites,8092019,12,33.5,Fast,7,Protected,Por_Pro,10,A,348,889,0.609,33.82175,267,469.1564167,203.1590833,0.01425
Porites,8092019,12,33.5,Fast,8,Exposed,Por_Exp,1,B,720,1718,0.581,33.83925,267,468.313803,201.3688333,0.69925
Porites,8092019,12,33.5,Fast,8,Exposed,Por_Exp,2,B,424,1139,0.628,33.83925,267,468.313803,201.3688333,0.69925
Porites,8092019,12,33.5,Fast,8,Exposed,Por_Exp,3,B,403,849,0.525,33.83925,267,468.313803,201.3688333,0.69925
Porites,8092019,12,33.5,Fast,8,Exposed,Por_Exp,4,B,485,1176,0.588,33.83925,267,468.313803,201.3688333,0.69925
Porites,8092019,12,33.5,Fast,8,Exposed,Por_Exp,5,B,389,960,0.595,33.83925,267,468.313803,201.3688333,0.69925
Porites,8092019,12,33.5,Fast,8,Protected,Por_Pro,6,B,512,1110,0.539,33.83925,267,468.313803,201.3688333,0.69925
Porites,8092019,12,33.5,Fast,8,Protected,Por_Pro,7,B,525,1312,0.6,33.83925,267,468.313803,201.3688333,0.69925
Porites,8092019,12,33.5,Fast,8,Protected,Por_Pro,8,B,586,1363,0.57,33.83925,267,468.313803,201.3688333,0.69925
Porites,8092019,12,33.5,Fast,8,Protected,Por_Pro,9,B,518,1215,0.574,33.83925,267,468.313803,201.3688333,0.69925
Porites,8092019,12,33.5,Fast,8,Protected,Por_Pro,10,B,660,1516,0.565,33.83925,267,468.313803,201.3688333,0.69925
Porites,8102019,13,32,Control_S,13,Exposed,Por_Exp,1,A,873,2014,0.567,32.188,291,49.20872727,0,0
Porites,8102019,13,32,Control_S,13,Exposed,Por_Exp,2,A,694,1677,0.586,32.188,291,49.20872727,0,0
Porites,8102019,13,32,Control_S,13,Exposed,Por_Exp,3,A,776,2073,0.626,32.188,291,49.20872727,0,0
Porites,8102019,13,32,Control_S,13,Exposed,Por_Exp,4,A,740,1972,0.625,32.188,291,49.20872727,0,0
Porites,8102019,13,32,Control_S,13,Exposed,Por_Exp,5,A,565,1572,0.641,32.188,291,49.20872727,0,0
Porites,8102019,13,32,Control_S,13,Protected,Por_Pro,6,A,488,1324,0.631,32.188,291,49.20872727,0,0
Porites,8102019,13,32,Control_S,13,Protected,Por_Pro,7,A,315,750,0.58,32.188,291,49.20872727,0,0
Porites,8102019,13,32,Control_S,13,Protected,Por_Pro,8,A,695,1841,0.622,32.188,291,49.20872727,0,0
Porites,8102019,13,32,Control_S,13,Protected,Por_Pro,9,A,467,1198,0.61,32.188,291,49.20872727,0,0
Porites,8102019,13,32,Control_S,13,Protected,Por_Pro,10,A,281,715,0.607,32.188,291,49.20872727,0,0
Porites,8102019,13,32,Control_S,14,Exposed,Por_Exp,1,B,617,1954,0.684,32.188,291,55.41958333,0,0
Porites,8102019,13,32,Control_S,14,Exposed,Por_Exp,2,B,683,1814,0.623,32.188,291,55.41958333,0,0
Porites,8102019,13,32,Control_S,14,Exposed,Por_Exp,3,B,595,1540,0.614,32.188,291,55.41958333,0,0
Porites,8102019,13,32,Control_S,14,Exposed,Por_Exp,4,B,578,1573,0.633,32.188,291,55.41958333,0,0
Porites,8102019,13,32,Control_S,14,Exposed,Por_Exp,5,B,485,1306,0.629,32.188,291,55.41958333,0,0
Porites,8102019,13,32,Control_S,14,Protected,Por_Pro,6,B,693,1795,0.614,32.188,291,55.41958333,0,0
Porites,8102019,13,32,Control_S,14,Protected,Por_Pro,7,B,713,1867,0.618,32.188,291,55.41958333,0,0
Porites,8102019,13,32,Control_S,14,Protected,Por_Pro,8,B,549,1452,0.622,32.188,291,55.41958333,0,0
Porites,8102019,13,32,Control_S,14,Protected,Por_Pro,9,B,663,1805,0.633,32.188,291,55.41958333,0,0
Porites,8102019,13,32,Control_S,14,Protected,Por_Pro,10,B,583,1594,0.634,32.188,291,55.41958333,0,0
Porites,8102019,13,33.5,Slow,1,Exposed,Por_Exp,1,A,748,1353,0.447,33.988,291,522.2276667,241.3199167,4.765666667
Porites,8102019,13,33.5,Slow,1,Exposed,Por_Exp,2,A,252,519,0.514,33.988,291,522.2276667,241.3199167,4.765666667
Porites,8102019,13,33.5,Slow,1,Exposed,Por_Exp,3,A,404,846,0.522,33.988,291,522.2276667,241.3199167,4.765666667
Porites,8102019,13,33.5,Slow,1,Exposed,Por_Exp,4,A,532,1301,0.591,33.988,291,522.2276667,241.3199167,4.765666667
Porites,8102019,13,33.5,Slow,1,Exposed,Por_Exp,5,A,372,790,0.529,33.988,291,522.2276667,241.3199167,4.765666667
Porites,8102019,13,33.5,Slow,1,Protected,Por_Pro,6,A,343,656,0.477,33.988,291,522.2276667,241.3199167,4.765666667
Porites,8102019,13,33.5,Slow,1,Protected,Por_Pro,7,A,609,1218,0.5,33.988,291,522.2276667,241.3199167,4.765666667
Porites,8102019,13,33.5,Slow,1,Protected,Por_Pro,8,A,469,1031,0.545,33.988,291,522.2276667,241.3199167,4.765666667
Porites,8102019,13,33.5,Slow,1,Protected,Por_Pro,9,A,355,764,0.535,33.988,291,522.2276667,241.3199167,4.765666667
Porites,8102019,13,33.5,Slow,1,Protected,Por_Pro,10,A,438,1001,0.562,33.988,291,522.2276667,241.3199167,4.765666667
Porites,8102019,13,33.5,Fast,7,Exposed,Por_Exp,1,A,314,774,0.594,33.56966667,291,512.4439167,222.4465833,0.01425
Porites,8102019,13,33.5,Fast,7,Exposed,Por_Exp,2,A,729,1404,0.481,33.56966667,291,512.4439167,222.4465833,0.01425
Porites,8102019,13,33.5,Fast,7,Exposed,Por_Exp,3,A,264,539,0.51,33.56966667,291,512.4439167,222.4465833,0.01425
Porites,8102019,13,33.5,Fast,7,Exposed,Por_Exp,4,A,482,1008,0.522,33.56966667,291,512.4439167,222.4465833,0.01425
Porites,8102019,13,33.5,Fast,7,Exposed,Por_Exp,5,A,584,1406,0.585,33.56966667,291,512.4439167,222.4465833,0.01425
Porites,8102019,13,33.5,Fast,7,Protected,Por_Pro,6,A,655,1520,0.569,33.56966667,291,512.4439167,222.4465833,0.01425
Porites,8102019,13,33.5,Fast,7,Protected,Por_Pro,7,A,675,1319,0.488,33.56966667,291,512.4439167,222.4465833,0.01425
