Species,Date,Day,Temp,Ramp,Tank,Site,Population,Colony,Rep,Fo,Fm,FvFm,AbsTemp,ElapsedT,Heatload32,Heatload33,Heatload34
Porites,8022019,5,35,Fast,10,Protected,Por_Pro,8,B,306,549,0.443,35.435,99,264.13925,165.8885,84.86908333
Porites,8022019,5,35,Fast,10,Protected,Por_Pro,9,B,314,620,0.494,35.435,99,264.13925,165.8885,84.86908333
Porites,8022019,5,35,Fast,10,Protected,Por_Pro,10,B,347,712,0.513,35.435,99,264.13925,165.8885,84.86908333
Porites,8022019,5,36.5,Fast,11,Exposed,Por_Exp,1,A,221,227,0.026,36.74625,99,342.08975,242.8375833,156.2913333
Porites,8022019,5,36.5,Fast,11,Exposed,Por_Exp,2,A,227,252,0.099,36.74625,99,342.08975,242.8375833,156.2913333
Porites,8022019,5,36.5,Fast,11,Exposed,Por_Exp,3,A,117,157,0.255,36.74625,99,342.08975,242.8375833,156.2913333
Porites,8022019,5,36.5,Fast,11,Exposed,Por_Exp,4,A,248,276,0.101,36.74625,99,342.08975,242.8375833,156.2913333
Porites,8022019,5,36.5,Fast,11,Exposed,Por_Exp,5,A,169,241,0.299,36.74625,99,342.08975,242.8375833,156.2913333
Porites,8022019,5,36.5,Fast,11,Protected,Por_Pro,6,A,241,258,0.066,36.74625,99,342.08975,242.8375833,156.2913333
Porites,8022019,5,36.5,Fast,11,Protected,Por_Pro,7,A,616,714,0.137,36.74625,99,342.08975,242.8375833,156.2913333
Porites,8022019,5,36.5,Fast,11,Protected,Por_Pro,8,A,206,297,0.306,36.74625,99,342.08975,242.8375833,156.2913333
Porites,8022019,5,36.5,Fast,11,Protected,Por_Pro,9,A,158,181,0.127,36.74625,99,342.08975,242.8375833,156.2913333
Porites,8022019,5,36.5,Fast,11,Protected,Por_Pro,10,A,187,235,0.204,36.74625,99,342.08975,242.8375833,156.2913333
Porites,8022019,5,36.5,Fast,12,Exposed,Por_Exp,1,B,200,214,0.065,36.74616667,99,335.1419621,239.0786667,161.889
Porites,8022019,5,36.5,Fast,12,Exposed,Por_Exp,2,B,412,572,0.28,36.74616667,99,335.1419621,239.0786667,161.889
Porites,8022019,5,36.5,Fast,12,Exposed,Por_Exp,3,B,132,177,0.254,36.74616667,99,335.1419621,239.0786667,161.889
Porites,8022019,5,36.5,Fast,12,Exposed,Por_Exp,4,B,345,408,0.154,36.74616667,99,335.1419621,239.0786667,161.889
Porites,8022019,5,36.5,Fast,12,Exposed,Por_Exp,5,B,98,103,0.049,36.74616667,99,335.1419621,239.0786667,161.889
Porites,8022019,5,36.5,Fast,12,Protected,Por_Pro,6,B,179,207,0.135,36.74616667,99,335.1419621,239.0786667,161.889
Porites,8022019,5,36.5,Fast,12,Protected,Por_Pro,7,B,555,618,0.102,36.74616667,99,335.1419621,239.0786667,161.889
Porites,8022019,5,36.5,Fast,12,Protected,Por_Pro,8,B,203,313,0.351,36.74616667,99,335.1419621,239.0786667,161.889
Porites,8022019,5,36.5,Fast,12,Protected,Por_Pro,9,B,224,236,0.051,36.74616667,99,335.1419621,239.0786667,161.889
Porites,8022019,5,36.5,Fast,12,Protected,Por_Pro,10,B,109,141,0.227,36.74616667,99,335.1419621,239.0786667,161.889
Porites,8022019,5,33.5,Slow,1,Exposed,Por_Exp,1,A,631,1666,0.621,33.953,99,139.9883333,49.55341667,0.507
Porites,8022019,5,33.5,Slow,1,Exposed,Por_Exp,2,A,,,,33.953,99,139.9883333,49.55341667,0.507
Porites,8022019,5,33.5,Slow,1,Exposed,Por_Exp,3,A,836,1969,0.575,33.953,99,139.9883333,49.55341667,0.507
Porites,8022019,5,33.5,Slow,1,Exposed,Por_Exp,4,A,798,1838,0.566,33.953,99,139.9883333,49.55341667,0.507
Porites,8022019,5,33.5,Slow,1,Exposed,Por_Exp,5,A,314,792,0.604,33.953,99,139.9883333,49.55341667,0.507
Porites,8022019,5,33.5,Slow,1,Protected,Por_Pro,6,A,762,1896,0.598,33.953,99,139.9883333,49.55341667,0.507
Porites,8022019,5,33.5,Slow,1,Protected,Por_Pro,7,A,1136,2552,0.555,33.953,99,139.9883333,49.55341667,0.507
Porites,8022019,5,33.5,Slow,1,Protected,Por_Pro,8,A,673,1758,0.617,33.953,99,139.9883333,49.55341667,0.507
Porites,8022019,5,33.5,Slow,1,Protected,Por_Pro,9,A,588,1466,0.599,33.953,99,139.9883333,49.55341667,0.507
Porites,8022019,5,33.5,Slow,1,Protected,Por_Pro,10,A,639,1556,0.589,33.953,99,139.9883333,49.55341667,0.507
Porites,8022019,5,35,Slow,3,Exposed,Por_Exp,1,A,395,592,0.333,34.585,99,149.8609545,60.09533333,7.748916667
Porites,8022019,5,35,Slow,3,Exposed,Por_Exp,2,A,579,1349,0.571,34.585,99,149.8609545,60.09533333,7.748916667
Porites,8022019,5,35,Slow,3,Exposed,Por_Exp,3,A,698,1591,0.561,34.585,99,149.8609545,60.09533333,7.748916667
Porites,8022019,5,35,Slow,3,Exposed,Por_Exp,4,A,940,1921,0.511,34.585,99,149.8609545,60.09533333,7.748916667
Porites,8022019,5,35,Slow,3,Exposed,Por_Exp,5,A,617,1547,0.601,34.585,99,149.8609545,60.09533333,7.748916667
Porites,8022019,5,35,Slow,3,Protected,Por_Pro,6,A,377,910,0.586,34.585,99,149.8609545,60.09533333,7.748916667
Porites,8022019,5,35,Slow,3,Protected,Por_Pro,7,A,600,1410,0.574,34.585,99,149.8609545,60.09533333,7.748916667
Porites,8022019,5,35,Slow,3,Protected,Por_Pro,8,A,810,2040,0.603,34.585,99,149.8609545,60.09533333,7.748916667
Porites,8022019,5,35,Slow,3,Protected,Por_Pro,9,A,730,1760,0.585,34.585,99,149.8609545,60.09533333,7.748916667
Porites,8022019,5,35,Slow,3,Protected,Por_Pro,10,A,922,2164,0.574,34.585,99,149.8609545,60.09533333,7.748916667
Porites,8022019,5,35,Slow,4,Exposed,Por_Exp,1,B,687,1828,0.624,34.903,99,161.6332424,80.582,19.9445
Porites,8022019,5,35,Slow,4,Exposed,Por_Exp,2,B,562,1476,0.619,34.903,99,161.6332424,80.582,19.9445
Porites,8022019,5,35,Slow,4,Exposed,Por_Exp,3,B,941,2213,0.575,34.903,99,161.6332424,80.582,19.9445
Porites,8022019,5,35,Slow,4,Exposed,Por_Exp,4,B,656,1460,0.551,34.903,99,161.6332424,80.582,19.9445
Porites,8022019,5,35,Slow,4,Exposed,Por_Exp,5,B,418,1060,0.606,34.903,99,161.6332424,80.582,19.9445
Porites,8022019,5,35,Slow,4,Protected,Por_Pro,6,B,802,1786,0.551,34.903,99,161.6332424,80.582,19.9445
Porites,8022019,5,35,Slow,4,Protected,Por_Pro,7,B,1043,2285,0.544,34.903,99,161.6332424,80.582,19.9445
Porites,8022019,5,35,Slow,4,Protected,Por_Pro,8,B,733,1779,0.588,34.903,99,161.6332424,80.582,19.9445
Porites,8022019,5,35,Slow,4,Protected,Por_Pro,9,B,758,1898,0.601,34.903,99,161.6332424,80.582,19.9445
Porites,8022019,5,35,Slow,4,Protected,Por_Pro,10,B,525,1290,0.593,34.903,99,161.6332424,80.582,19.9445
Porites,8022019,5,36.5,Slow,5,Exposed,Por_Exp,1,A,832,2387,0.651,29.402,99,99.8682197,52.76,4.569333333
Porites,8022019,5,36.5,Slow,5,Exposed,Por_Exp,2,A,191,402,0.525,29.402,99,99.8682197,52.76,4.569333333
Porites,8022019,5,36.5,Slow,5,Exposed,Por_Exp,3,A,492,1311,0.625,29.402,99,99.8682197,52.76,4.569333333
Porites,8022019,5,36.5,Slow,5,Exposed,Por_Exp,4,A,922,2246,0.589,29.402,99,99.8682197,52.76,4.569333333
Porites,8022019,5,36.5,Slow,5,Exposed,Por_Exp,5,A,483,1245,0.612,29.402,99,99.8682197,52.76,4.569333333
Porites,8022019,5,36.5,Slow,5,Protected,Por_Pro,6,A,460,1182,0.611,29.402,99,99.8682197,52.76,4.569333333
Porites,8022019,5,36.5,Slow,5,Protected,Por_Pro,7,A,491,1234,0.602,29.402,99,99.8682197,52.76,4.569333333
Porites,8022019,5,36.5,Slow,5,Protected,Por_Pro,8,A,167,447,0.626,29.402,99,99.8682197,52.76,4.569333333
Porites,8022019,5,36.5,Slow,5,Protected,Por_Pro,9,A,551,1459,0.622,29.402,99,99.8682197,52.76,4.569333333
Porites,8022019,5,36.5,Slow,5,Protected,Por_Pro,10,A,466,1194,0.61,29.402,99,99.8682197,52.76,4.569333333
Porites,8022019,5,36.5,Slow,6,Exposed,Por_Exp,1,B,605,1121,0.46,28.58841667,99,81.98499242,35.04808333,0.38075
Porites,8022019,5,36.5,Slow,6,Exposed,Por_Exp,2,B,587,1547,0.621,28.58841667,99,81.98499242,35.04808333,0.38075
Porites,8022019,5,36.5,Slow,6,Exposed,Por_Exp,3,B,561,1524,0.632,28.58841667,99,81.98499242,35.04808333,0.38075
Porites,8022019,5,36.5,Slow,6,Exposed,Por_Exp,4,B,811,2082,0.61,28.58841667,99,81.98499242,35.04808333,0.38075
Porites,8022019,5,36.5,Slow,6,Exposed,Por_Exp,5,B,595,1635,0.636,28.58841667,99,81.98499242,35.04808333,0.38075
Porites,8022019,5,36.5,Slow,6,Protected,Por_Pro,6,B,865,1999,0.567,28.58841667,99,81.98499242,35.04808333,0.38075
Porites,8022019,5,36.5,Slow,6,Protected,Por_Pro,7,B,474,1269,0.626,28.58841667,99,81.98499242,35.04808333,0.38075
Porites,8022019,5,36.5,Slow,6,Protected,Por_Pro,8,B,512,1367,0.625,28.58841667,99,81.98499242,35.04808333,0.38075
Porites,8022019,5,36.5,Slow,6,Protected,Por_Pro,9,B,337,854,0.605,28.58841667,99,81.98499242,35.04808333,0.38075
Porites,8022019,5,36.5,Slow,6,Protected,Por_Pro,10,B,607,1609,0.623,28.58841667,99,81.98499242,35.04808333,0.38075
Porites,8022019,5,33.5,Fast,7,Exposed,Por_Exp,1,A,462,661,0.301,33.743,99,167.3179167,69.32058333,0.01425
Porites,8022019,5,33.5,Fast,7,Exposed,Por_Exp,2,A,485,1101,0.559,33.743,99,167.3179167,69.32058333,0.01425
Porites,8022019,5,33.5,Fast,7,Exposed,Por_Exp,3,A,758,1863,0.593,33.743,99,167.3179167,69.32058333,0.01425
Porites,8022019,5,33.5,Fast,7,Exposed,Por_Exp,4,A,902,2270,0.603,33.743,99,167.3179167,69.32058333,0.01425
Porites,8022019,5,33.5,Fast,7,Exposed,Por_Exp,5,A,626,1623,0.614,33.743,99,167.3179167,69.32058333,0.01425
Porites,8022019,5,33.5,Fast,7,Protected,Por_Pro,6,A,774,2028,0.618,33.743,99,167.3179167,69.32058333,0.01425
Porites,8022019,5,33.5,Fast,7,Protected,Por_Pro,7,A,1095,2158,0.493,33.743,99,167.3179167,69.32058333,0.01425
Porites,8022019,5,33.5,Fast,7,Protected,Por_Pro,8,A,833,1986,0.581,33.743,99,167.3179167,69.32058333,0.01425
Porites,8022019,5,33.5,Fast,7,Protected,Por_Pro,9,A,538,1741,0.691,33.743,99,167.3179167,69.32058333,0.01425
Porites,8022019,5,33.5,Fast,7,Protected,Por_Pro,10,A,592,1560,0.621,33.743,99,167.3179167,69.32058333,0.01425
Porites,8022019,5,33.5,Fast,8,Exposed,Por_Exp,1,B,622,1545,0.597,33.717,99,172.840303,73.89533333,0.6215
Porites,8022019,5,33.5,Fast,8,Exposed,Por_Exp,2,B,592,1602,0.63,33.717,99,172.840303,73.89533333,0.6215
Porites,8022019,5,33.5,Fast,8,Exposed,Por_Exp,3,B,607,1388,0.563,33.717,99,172.840303,73.89533333,0.6215
Porites,8022019,5,33.5,Fast,8,Exposed,Por_Exp,4,B,768,1956,0.607,33.717,99,172.840303,73.89533333,0.6215
Porites,8022019,5,33.5,Fast,8,Exposed,Por_Exp,5,B,390,976,0.6,33.717,99,172.840303,73.89533333,0.6215
Porites,8022019,5,33.5,Fast,8,Protected,Por_Pro,6,B,847,1985,0.573,33.717,99,172.840303,73.89533333,0.6215
Porites,8022019,5,33.5,Fast,8,Protected,Por_Pro,7,B,829,2040,0.594,33.717,99,172.840303,73.89533333,0.6215
Porites,8022019,5,33.5,Fast,8,Protected,Por_Pro,8,B,415,1131,0.633,33.717,99,172.840303,73.89533333,0.6215
Porites,8022019,5,33.5,Fast,8,Protected,Por_Pro,9,B,,,,33.717,99,172.840303,73.89533333,0.6215
Porites,8022019,5,33.5,Fast,8,Protected,Por_Pro,10,B,,,,33.717,99,172.840303,73.89533333,0.6215
Porites,8032019,6,32,Control_S,13,Exposed,Por_Exp,1,A,815,2434,0.665,32.1795,123,21.96822727,0,0
Porites,8032019,6,32,Control_S,13,Exposed,Por_Exp,2,A,561,1397,0.598,32.1795,123,21.96822727,0,0
Porites,8032019,6,32,Control_S,13,Exposed,Por_Exp,3,A,287,765,0.625,32.1795,123,21.96822727,0,0
Porites,8032019,6,32,Control_S,13,Exposed,Por_Exp,4,A,348,953,0.635,32.1795,123,21.96822727,0,0
Porites,8032019,6,32,Control_S,13,Exposed,Por_Exp,5,A,584,1620,0.64,32.1795,123,21.96822727,0,0
Porites,8032019,6,32,Control_S,13,Protected,Por_Pro,6,A,437,1131,0.614,32.1795,123,21.96822727,0,0
Porites,8032019,6,32,Control_S,13,Protected,Por_Pro,7,A,652,1687,0.614,32.1795,123,21.96822727,0,0
Porites,8032019,6,32,Control_S,13,Protected,Por_Pro,8,A,725,1947,0.628,32.1795,123,21.96822727,0,0
Porites,8032019,6,32,Control_S,13,Protected,Por_Pro,9,A,323,823,0.608,32.1795,123,21.96822727,0,0
Porites,8032019,6,32,Control_S,13,Protected,Por_Pro,10,A,250,702,0.644,32.1795,123,21.96822727,0,0
Porites,8032019,6,32,Control_S,14,Exposed,Por_Exp,1,B,778,2304,0.662,32.20516667,123,23.65533333,0,0
Porites,8032019,6,32,Control_S,14,Exposed,Por_Exp,2,B,790,1926,0.59,32.20516667,123,23.65533333,0,0
Porites,8032019,6,32,Control_S,14,Exposed,Por_Exp,3,B,667,1791,0.628,32.20516667,123,23.65533333,0,0
Porites,8032019,6,32,Control_S,14,Exposed,Por_Exp,4,B,532,1481,0.641,32.20516667,123,23.65533333,0,0
Porites,8032019,6,32,Control_S,14,Exposed,Por_Exp,5,B,480,1297,0.63,32.20516667,123,23.65533333,0,0
Porites,8032019,6,32,Control_S,14,Protected,Por_Pro,6,B,849,2280,0.628,32.20516667,123,23.65533333,0,0
Porites,8032019,6,32,Control_S,14,Protected,Por_Pro,7,B,668,1796,0.628,32.20516667,123,23.65533333,0,0
Porites,8032019,6,32,Control_S,14,Protected,Por_Pro,8,B,614,1654,0.629,32.20516667,123,23.65533333,0,0
Porites,8032019,6,32,Control_S,14,Protected,Por_Pro,9,B,562,1524,0.631,32.20516667,123,23.65533333,0,0
Porites,8032019,6,32,Control_S,14,Protected,Por_Pro,10,B,418,1093,0.618,32.20516667,123,23.65533333,0,0
Porites,8032019,6,35,Fast,9,Exposed,Por_Exp,1,A,467,835,0.441,35.13283333,123,336.0417652,214.6021667,108.3686667
Porites,8032019,6,35,Fast,9,Exposed,Por_Exp,2,A,278,650,0.572,35.13283333,123,336.0417652,214.6021667,108.3686667
Porites,8032019,6,35,Fast,9,Exposed,Por_Exp,3,A,175,229,0.236,35.13283333,123,336.0417652,214.6021667,108.3686667
Porites,8032019,6,35,Fast,9,Exposed,Por_Exp,4,A,332,445,0.254,35.13283333,123,336.0417652,214.6021667,108.3686667
Porites,8032019,6,35,Fast,9,Exposed,Por_Exp,5,A,124,176,0.295,35.13283333,123,336.0417652,214.6021667,108.3686667
Porites,8032019,6,35,Fast,9,Protected,Por_Pro,6,A,152,203,0.251,35.13283333,123,336.0417652,214.6021667,108.3686667
Porites,8032019,6,35,Fast,9,Protected,Por_Pro,7,A,198,206,0.039,35.13283333,123,336.0417652,214.6021667,108.3686667
Porites,8032019,6,35,Fast,9,Protected,Por_Pro,8,A,216,317,0.319,35.13283333,123,336.0417652,214.6021667,108.3686667
Porites,8032019,6,35,Fast,9,Protected,Por_Pro,9,A,319,537,0.406,35.13283333,123,336.0417652,214.6021667,108.3686667
Porites,8032019,6,35,Fast,9,Protected,Por_Pro,10,A,194,458,0.576,35.13283333,123,336.0417652,214.6021667,108.3686667
Porites,8032019,6,35,Fast,10,Exposed,Por_Exp,1,B,553,1131,0.511,35.435,123,346.5169167,224.2661667,119.24675
Porites,8032019,6,35,Fast,10,Exposed,Por_Exp,2,B,165,316,0.478,35.435,123,346.5169167,224.2661667,119.24675
Porites,8032019,6,35,Fast,10,Exposed,Por_Exp,3,B,144,269,0.465,35.435,123,346.5169167,224.2661667,119.24675
Porites,8032019,6,35,Fast,10,Exposed,Por_Exp,4,B,502,693,0.276,35.435,123,346.5169167,224.2661667,119.24675
Porites,8032019,6,35,Fast,10,Exposed,Por_Exp,5,B,172,351,0.51,35.435,123,346.5169167,224.2661667,119.24675
Porites,8032019,6,35,Fast,10,Protected,Por_Pro,6,B,522,846,0.383,35.435,123,346.5169167,224.2661667,119.24675
Porites,8032019,6,35,Fast,10,Protected,Por_Pro,7,B,347,588,0.41,35.435,123,346.5169167,224.2661667,119.24675
Porites,8032019,6,35,Fast,10,Protected,Por_Pro,8,B,361,761,0.526,35.435,123,346.5169167,224.2661667,119.24675
Porites,8032019,6,35,Fast,10,Protected,Por_Pro,9,B,261,507,0.485,35.435,123,346.5169167,224.2661667,119.24675
Porites,8032019,6,35,Fast,10,Protected,Por_Pro,10,B,365,812,0.55,35.435,123,346.5169167,224.2661667,119.24675
Porites,8032019,6,36.5,Fast,11,Exposed,Por_Exp,1,A,128,139,0.079,35.25733333,123,441.1326667,317.8805,207.33425
Porites,8032019,6,36.5,Fast,11,Exposed,Por_Exp,2,A,70,86,0.186,35.25733333,123,441.1326667,317.8805,207.33425
Porites,8032019,6,36.5,Fast,11,Exposed,Por_Exp,3,A,43,61,0.295,35.25733333,123,441.1326667,317.8805,207.33425
Porites,8032019,6,36.5,Fast,11,Exposed,Por_Exp,4,A,99,120,0.175,35.25733333,123,441.1326667,317.8805,207.33425
Porites,8032019,6,36.5,Fast,11,Exposed,Por_Exp,5,A,170,242,0.298,35.25733333,123,441.1326667,317.8805,207.33425
Porites,8032019,6,36.5,Fast,11,Protected,Por_Pro,6,A,104,113,0.08,35.25733333,123,441.1326667,317.8805,207.33425
Porites,8032019,6,36.5,Fast,11,Protected,Por_Pro,7,A,126,175,0.28,35.25733333,123,441.1326667,317.8805,207.33425
Porites,8032019,6,36.5,Fast,11,Protected,Por_Pro,8,A,57,102,0.441,35.25733333,123,441.1326667,317.8805,207.33425
Porites,8032019,6,36.5,Fast,11,Protected,Por_Pro,9,A,82,109,0.248,35.25733333,123,441.1326667,317.8805,207.33425
Porites,8032019,6,36.5,Fast,11,Protected,Por_Pro,10,A,110,145,0.241,35.25733333,123,441.1326667,317.8805,207.33425
Porites,8032019,6,36.5,Fast,12,Exposed,Por_Exp,1,B,221,227,0.026,35.25733333,123,434.3399621,314.2766667,213.087
Porites,8032019,6,36.5,Fast,12,Exposed,Por_Exp,2,B,545,679,0.197,35.25733333,123,434.3399621,314.2766667,213.087
Porites,8032019,6,36.5,Fast,12,Exposed,Por_Exp,3,B,93,98,0.051,35.25733333,123,434.3399621,314.2766667,213.087
Porites,8032019,6,36.5,Fast,12,Exposed,Por_Exp,4,B,276,290,0.048,35.25733333,123,434.3399621,314.2766667,213.087
Porites,8032019,6,36.5,Fast,12,Exposed,Por_Exp,5,B,151,167,0.096,35.25733333,123,434.3399621,314.2766667,213.087
Porites,8032019,6,36.5,Fast,12,Protected,Por_Pro,6,B,210,234,0.103,35.25733333,123,434.3399621,314.2766667,213.087
Porites,8032019,6,36.5,Fast,12,Protected,Por_Pro,7,B,567,574,0.012,35.25733333,123,434.3399621,314.2766667,213.087
Porites,8032019,6,36.5,Fast,12,Protected,Por_Pro,8,B,232,308,0.247,35.25733333,123,434.3399621,314.2766667,213.087
Porites,8032019,6,36.5,Fast,12,Protected,Por_Pro,9,B,213,242,0.12,35.25733333,123,434.3399621,314.2766667,213.087
Porites,8032019,6,36.5,Fast,12,Protected,Por_Pro,10,B,141,166,0.151,35.25733333,123,434.3399621,314.2766667,213.087
Porites,8032019,6,33.5,Slow,1,Exposed,Por_Exp,1,A,570,1431,0.602,33.953,123,186.9040833,72.46916667,0.507
Porites,8032019,6,33.5,Slow,1,Exposed,Por_Exp,2,A,441,1096,0.598,33.953,123,186.9040833,72.46916667,0.507
Porites,8032019,6,33.5,Slow,1,Exposed,Por_Exp,3,A,777,1874,0.585,33.953,123,186.9040833,72.46916667,0.507
Porites,8032019,6,33.5,Slow,1,Exposed,Por_Exp,4,A,722,1735,0.584,33.953,123,186.9040833,72.46916667,0.507
Porites,8032019,6,33.5,Slow,1,Exposed,Por_Exp,5,A,702,1759,0.601,33.953,123,186.9040833,72.46916667,0.507
Porites,8032019,6,33.5,Slow,1,Protected,Por_Pro,6,A,732,1868,0.608,33.953,123,186.9040833,72.46916667,0.507
Porites,8032019,6,33.5,Slow,1,Protected,Por_Pro,7,A,823,1817,0.547,33.953,123,186.9040833,72.46916667,0.507
Porites,8032019,6,33.5,Slow,1,Protected,Por_Pro,8,A,773,2005,0.614,33.953,123,186.9040833,72.46916667,0.507
Porites,8032019,6,33.5,Slow,1,Protected,Por_Pro,9,A,603,1283,0.53,33.953,123,186.9040833,72.46916667,0.507
Porites,8032019,6,33.5,Slow,1,Protected,Por_Pro,10,A,623,1564,0.602,33.953,123,186.9040833,72.46916667,0.507
Porites,8032019,6,35,Slow,3,Exposed,Por_Exp,1,A,322,752,0.572,35.115,123,217.5365379,103.7709167,27.4245
Porites,8032019,6,35,Slow,3,Exposed,Por_Exp,2,A,666,1445,0.539,35.115,123,217.5365379,103.7709167,27.4245
Porites,8032019,6,35,Slow,3,Exposed,Por_Exp,3,A,693,1647,0.579,35.115,123,217.5365379,103.7709167,27.4245
Porites,8032019,6,35,Slow,3,Exposed,Por_Exp,4,A,755,1682,0.551,35.115,123,217.5365379,103.7709167,27.4245
Porites,8032019,6,35,Slow,3,Exposed,Por_Exp,5,A,514,1286,0.6,35.115,123,217.5365379,103.7709167,27.4245
Porites,8032019,6,35,Slow,3,Protected,Por_Pro,6,A,693,1747,0.603,35.115,123,217.5365379,103.7709167,27.4245
Porites,8032019,6,35,Slow,3,Protected,Por_Pro,7,A,424,988,0.571,35.115,123,217.5365379,103.7709167,27.4245
Porites,8032019,6,35,Slow,3,Protected,Por_Pro,8,A,1007,2378,0.577,35.115,123,217.5365379,103.7709167,27.4245
Porites,8032019,6,35,Slow,3,Protected,Por_Pro,9,A,658,1545,0.574,35.115,123,217.5365379,103.7709167,27.4245
Porites,8032019,6,35,Slow,3,Protected,Por_Pro,10,A,869,2046,0.575,35.115,123,217.5365379,103.7709167,27.4245
Porites,8032019,6,35,Slow,4,Exposed,Por_Exp,1,B,689,1567,0.56,35.328,123,236.0392424,130.988,46.3505
Porites,8032019,6,35,Slow,4,Exposed,Por_Exp,2,B,671,1683,0.601,35.328,123,236.0392424,130.988,46.3505
Porites,8032019,6,35,Slow,4,Exposed,Por_Exp,3,B,848,1806,0.53,35.328,123,236.0392424,130.988,46.3505
Porites,8032019,6,35,Slow,4,Exposed,Por_Exp,4,B,811,1835,0.558,35.328,123,236.0392424,130.988,46.3505
Porites,8032019,6,35,Slow,4,Exposed,Por_Exp,5,B,654,1443,0.547,35.328,123,236.0392424,130.988,46.3505
Porites,8032019,6,35,Slow,4,Protected,Por_Pro,6,B,431,897,0.52,35.328,123,236.0392424,130.988,46.3505
Porites,8032019,6,35,Slow,4,Protected,Por_Pro,7,B,1085,2438,0.555,35.328,123,236.0392424,130.988,46.3505
Porites,8032019,6,35,Slow,4,Protected,Por_Pro,8,B,716,1630,0.561,35.328,123,236.0392424,130.988,46.3505
Porites,8032019,6,35,Slow,4,Protected,Por_Pro,9,B,796,1856,0.571,35.328,123,236.0392424,130.988,46.3505
Porites,8032019,6,35,Slow,4,Protected,Por_Pro,10,B,565,1324,0.573,35.328,123,236.0392424,130.988,46.3505
Porites,8032019,6,36.5,Slow,5,Exposed,Por_Exp,1,A,417,1067,0.609,35.0885,123,212.715053,99.53541667,29.34475
Porites,8032019,6,36.5,Slow,5,Exposed,Por_Exp,2,A,725,1719,0.578,35.0885,123,212.715053,99.53541667,29.34475
Porites,8032019,6,36.5,Slow,5,Exposed,Por_Exp,3,A,562,1407,0.601,35.0885,123,212.715053,99.53541667,29.34475
Porites,8032019,6,36.5,Slow,5,Exposed,Por_Exp,4,A,911,2050,0.556,35.0885,123,212.715053,99.53541667,29.34475
Porites,8032019,6,36.5,Slow,5,Exposed,Por_Exp,5,A,558,1214,0.54,35.0885,123,212.715053,99.53541667,29.34475
Porites,8032019,6,36.5,Slow,5,Protected,Por_Pro,6,A,424,958,0.557,35.0885,123,212.715053,99.53541667,29.34475
Porites,8032019,6,36.5,Slow,5,Protected,Por_Pro,7,A,411,977,0.579,35.0885,123,212.715053,99.53541667,29.34475
Porites,8032019,6,36.5,Slow,5,Protected,Por_Pro,8,A,231,644,0.641,35.0885,123,212.715053,99.53541667,29.34475
Porites,8032019,6,36.5,Slow,5,Protected,Por_Pro,9,A,692,1584,0.563,35.0885,123,212.715053,99.53541667,29.34475
Porites,8032019,6,36.5,Slow,5,Protected,Por_Pro,10,A,211,536,0.606,35.0885,123,212.715053,99.53541667,29.34475
Porites,8032019,6,36.5,Slow,6,Exposed,Por_Exp,1,B,358,958,0.626,33.56966667,123,162.3159091,56.51266667,4.71225
Porites,8032019,6,36.5,Slow,6,Exposed,Por_Exp,2,B,585,1452,0.597,33.56966667,123,162.3159091,56.51266667,4.71225
Porites,8032019,6,36.5,Slow,6,Exposed,Por_Exp,3,B,719,1785,0.597,33.56966667,123,162.3159091,56.51266667,4.71225
Porites,8032019,6,36.5,Slow,6,Exposed,Por_Exp,4,B,865,2094,0.587,33.56966667,123,162.3159091,56.51266667,4.71225
Porites,8032019,6,36.5,Slow,6,Exposed,Por_Exp,5,B,628,1688,0.628,33.56966667,123,162.3159091,56.51266667,4.71225
Porites,8032019,6,36.5,Slow,6,Protected,Por_Pro,6,B,565,1216,0.535,33.56966667,123,162.3159091,56.51266667,4.71225
Porites,8032019,6,36.5,Slow,6,Protected,Por_Pro,7,B,532,1326,0.599,33.56966667,123,162.3159091,56.51266667,4.71225
Porites,8032019,6,36.5,Slow,6,Protected,Por_Pro,8,B,530,1334,0.603,33.56966667,123,162.3159091,56.51266667,4.71225
Porites,8032019,6,36.5,Slow,6,Protected,Por_Pro,9,B,350,876,0.6,33.56966667,123,162.3159091,56.51266667,4.71225
Porites,8032019,6,36.5,Slow,6,Protected,Por_Pro,10,B,827,2039,0.594,33.56966667,123,162.3159091,56.51266667,4.71225
Porites,8032019,6,33.5,Fast,7,Exposed,Por_Exp,1,A,902,1960,0.54,33.743,123,207.826,85.82866667,0.01425
Porites,8032019,6,33.5,Fast,7,Exposed,Por_Exp,2,A,710,1730,0.59,33.743,123,207.826,85.82866667,0.01425
Porites,8032019,6,33.5,Fast,7,Exposed,Por_Exp,3,A,747,1777,0.58,33.743,123,207.826,85.82866667,0.01425
Porites,8032019,6,33.5,Fast,7,Exposed,Por_Exp,4,A,936,2155,0.566,33.743,123,207.826,85.82866667,0.01425
Porites,8032019,6,33.5,Fast,7,Exposed,Por_Exp,5,A,462,1199,0.615,33.743,123,207.826,85.82866667,0.01425
Porites,8032019,6,33.5,Fast,7,Protected,Por_Pro,6,A,783,1948,0.598,33.743,123,207.826,85.82866667,0.01425
Porites,8032019,6,33.5,Fast,7,Protected,Por_Pro,7,A,651,1338,0.513,33.743,123,207.826,85.82866667,0.01425
Porites,8032019,6,33.5,Fast,7,Protected,Por_Pro,8,A,815,1890,0.569,33.743,123,207.826,85.82866667,0.01425
